blinded_video_id,source_blinded_video_id,manual_audit_id,ai_label,reviewer_confidence,model_family,suite,canonical_parent_key,branch_id,arm,role,dose,duration,auto_physical_class,auto_v_phys_label,auto_valid_primary,auto_abstain_primary,telemetry_rows,telemetry_valid_rows,contact_true,contact_false,support_true,support_false,distance_max_m,distance_mean_m,blinded_note
W-7b508ce4b4203833,V-639652bc3cc75f1f,MA-R1-7b508ce4b4203833,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_02/state_26,Z3-307d9c01fc4a339252a4,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.11982632740572695,0.0852356316494872,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-7e271f5ac6b8a5f3,V-cb0375c8c3031160,MA-R1-7e271f5ac6b8a5f3,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_05/state_26,Z3-e2f56c0319a0778315dd,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,20,0,0.10983577321442085,0.09917987799262307,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-80647df0c8a5dbff,V-7ea7c6d5056ea03e,MA-R1-80647df0c8a5dbff,STABLE_GRASP,HIGH,M1_OPENVLA_OFT,libero_10,libero_10/task_04/state_34,Z3-c5d3d7d4c5c9912504b5,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,15,15,0,15,15,0,0.11296996954463237,0.10774811966488583,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-8291743224c9dba8,V-1195fc4f0bd683a3,MA-R1-8291743224c9dba8,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_07/state_28,Z3-11f05a471f24e82d68be,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,12,3,0.19788274464408806,0.16851056954570867,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-86dbcc78b45129a2,V-e086758882486a92,MA-R1-86dbcc78b45129a2,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_07/state_28,Z3-5d502218292be3f5bb97,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,15,0,0.09540779651961667,0.0936455771599622,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-87723acd300f8c6c,V-de0cc9405d7becf6,MA-R1-87723acd300f8c6c,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_07/state_28,Z3-8d4713acb5cc0803ec1e,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,10,3,0.19788302711969033,0.1675619215698311,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-87c3222b07088570,V-49e9823e871e6eec,MA-R1-87c3222b07088570,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_05/state_21,Z3-1736c5ac3c2d10542ec1,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,OBJECT_DROP,V_PHYS,True,False,13,13,6,7,11,2,0.1396413197943843,0.1372840861958173,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-88432b0f4e1382da,V-b466077aad0efb26,MA-R1-88432b0f4e1382da,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_spatial,libero_spatial/task_00/state_37,Z3-74a5d79abedb0730d9e5,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,PREMATURE_OBJECT_RELEASE,CONTROL_CONTAMINATION_ABSTAIN,False,True,20,20,5,15,17,3,0.09825587533755482,0.09093976245689442,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-88b21b3d34ebbedc,V-2017a5f68847c87e,MA-R1-88b21b3d34ebbedc,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_spatial,libero_spatial/task_04/state_31,Z3-0d3b146207ed5579d106,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,20,0,0.07873256511743455,0.077990682625539,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-88e500e3b0dd0e0e,V-5fa461d47e052986,MA-R1-88e500e3b0dd0e0e,OBJECT_DISPLACEMENT,MEDIUM,M0_OPENVLA,libero_goal,libero_goal/task_02/state_34,Z3-dbf4d0c4bf2af37211d3,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,15,5,0.3870173647752691,0.33288353934359444,"A clearly visible object changes pose/location substantially and comes to rest on the work surface; displacement is visually consistent with loss of support, although prior grasp state is not fully visible."
W-9ccd69c98e4e0b8a,V-e2c0770366729b6f,MA-R1-9ccd69c98e4e0b8a,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_object,libero_object/task_09/state_23,Z3-8b143983084d2b0338a6,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,20,0,0,20,0.03525956459187516,0.032764482944918655,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-9d87283d982ff449,V-1fd81c6deefd748f,MA-R1-9d87283d982ff449,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_object,libero_object/task_09/state_23,Z3-56eb451398b26d94f4e1,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.1503864858681631,0.10302729293900402,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-9d913e5d3ee8fcbf,V-921bf9f9ea8b9b95,MA-R1-9d913e5d3ee8fcbf,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_05/state_21,Z3-d50880903252934b4653,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,OBJECT_DROP,V_PHYS,True,False,20,20,11,9,18,2,0.13987616706524408,0.13826525741457169,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-9e976748ddd21d28,V-cd56c8720b8349c2,MA-R1-9e976748ddd21d28,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_02/state_26,Z3-1959dfeb92835a33e5a6,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,15,0,0.10579307889201055,0.07090817825372094,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-9eb8488e4c5711c6,V-be52a90480130e98,MA-R1-9eb8488e4c5711c6,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_05/state_26,Z3-c065d541c09dee6f17c0,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,6,9,13,2,0.08572734554383377,0.07894884442419647,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-9ffc84094931d9ee,V-b93c4d991de371e0,MA-R1-9ffc84094931d9ee,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_07/state_28,Z3-5652bca4e516dd21c5e5,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,17,3,0.19788274464408806,0.16756490615976438,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-a1914bf54fd9b37f,V-6d4a7ca2975a632e,MA-R1-a1914bf54fd9b37f,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_spatial,libero_spatial/task_00/state_37,Z3-1a12ab98939f70d9cc57,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,15,15,4,11,12,3,0.09244659241281486,0.08836265649762491,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-a41d8e223cc3c244,V-05fb99064eb88866,MA-R1-a41d8e223cc3c244,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_07/state_28,Z3-1754179c5a5dc30c293a,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,5,15,19,1,0.09778988866660215,0.09449543113888519,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-a849c618da6a7034,V-7e64a66a8fae3fcb,MA-R1-a849c618da6a7034,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_08/state_32,Z3-b8868b8148d1596506a6,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,18,2,0.15404712413961355,0.13082922082342607,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-a9bf0982743f037e,V-a3174ef127cbfe78,MA-R1-a9bf0982743f037e,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_object,libero_object/task_09/state_23,Z3-0183fabb2515050f3623,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,15,5,3,17,0.08686900108708107,0.04140346209344501,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-a9e866712c33d7c3,V-a285bde035ef2ab1,MA-R1-a9e866712c33d7c3,OBJECT_DISPLACEMENT,MEDIUM,M0_OPENVLA,libero_goal,libero_goal/task_02/state_34,Z3-d25a7bab1eba128d3d72,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,15,5,0.38701740053738887,0.33288167377061495,"A clearly visible object changes pose/location substantially and comes to rest on the work surface; displacement is visually consistent with loss of support, although prior grasp state is not fully visible."
W-aa698ea28e4938c2,V-59a1371bca14e961,MA-R1-aa698ea28e4938c2,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_02/state_26,Z3-6b4f94dbb70f0f9559a6,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,20,0,0.14051487582591055,0.08489269541349863,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ab9918eeccdefbbf,V-116b47d8e2867bc7,MA-R1-ab9918eeccdefbbf,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_01/state_35,Z3-247bd941163ecac9e704,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.20796274997579958,0.17680880323981313,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ac8f3f83a05ed422,V-d321d1cd16114932,MA-R1-ac8f3f83a05ed422,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_spatial,libero_spatial/task_00/state_37,Z3-62c63d66fc6c29a8204e,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,8,12,14,6,0.09564665194837381,0.08626232125235206,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-adbf7ccc2ead3cc2,V-2bf15ea8b7f13a9d,MA-R1-adbf7ccc2ead3cc2,STABLE_GRASP,HIGH,M1_OPENVLA_OFT,libero_10,libero_10/task_04/state_34,Z3-292e1d4a0b522ff3f234,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.23965231393710393,0.2185894096097278,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-aed1ba7c88be8d62,V-6b56fa2bb0af6098,MA-R1-aed1ba7c88be8d62,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_05/state_21,Z3-ee16d21da1c9892969ba,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,OBJECT_DROP,V_PHYS,True,False,15,15,10,5,13,2,0.13984306752765296,0.13766877054944973,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-b49f0c61ce9a0d99,V-095e166f82661256,MA-R1-b49f0c61ce9a0d99,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_object,libero_object/task_03/state_29,Z3-ba0c57707172a568f532,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,15,5,5,15,0.025642445828147502,0.02491636430117075,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-b78945ca2fe78d59,V-77d57b7c29797f94,MA-R1-b78945ca2fe78d59,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_08/state_20,Z3-18c0431dba21600cda5c,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,15,0,0.12119987032467439,0.1208281651331351,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-ba7f158d75d4b743,V-751a60004723a290,MA-R1-ba7f158d75d4b743,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_08/state_20,Z3-144800aa2c51627cb61c,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,13,0,0.07409075410344168,0.07145505593249094,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-baeecd18c2f56039,V-3ff709f60a0d00f1,MA-R1-baeecd18c2f56039,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_01/state_38,Z3-6e9a439f0da63f174760,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,13,0,0.09472561234483752,0.08689523010653252,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-bc13182f5d667aa8,V-5481175e3ff6f0e1,MA-R1-bc13182f5d667aa8,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_08/state_32,Z3-81c5e8bedad833cc38a8,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,3,12,15,0,0.11634559673042251,0.07258324637092595,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-c0f52ed6eb5ab611,V-51f47ce9e462595b,MA-R1-c0f52ed6eb5ab611,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_goal,libero_goal/task_05/state_26,Z3-9426431e1ee1122a3819,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.2536951862964796,0.23340265774850785,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-c16e71fcd8bc0de3,V-e736444df747cdcf,MA-R1-c16e71fcd8bc0de3,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_goal,libero_goal/task_08/state_20,Z3-e6725ae770389cb97da3,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,13,0,0.12119987032467439,0.12079462830355013,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-c28ab3266ad1917d,V-291587cbd1617958,MA-R1-c28ab3266ad1917d,STABLE_GRASP,HIGH,M2_PI05_LIBERO,libero_10,libero_10/task_01/state_35,Z3-a4c290ba6c51dadf3f43,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,15,5,0.31180014221169927,0.22999212696503257,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-c376801f59c3cf05,V-2f05916adbd16042,MA-R1-c376801f59c3cf05,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_07/state_28,Z3-65898ed1438ff2225af2,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,0,20,17,3,0.19789157114996436,0.16758274438397977,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-cbb6b7438be6f502,V-43ea660c4f9d6004,MA-R1-cbb6b7438be6f502,STABLE_GRASP,HIGH,M1_OPENVLA_OFT,libero_10,libero_10/task_04/state_34,Z3-d087bd1a912c66e5a62b,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,GRIPPER_CONTACT_LOSS,CONTROL_CONTAMINATION_ABSTAIN,False,True,20,20,0,20,20,0,0.11469526874335857,0.10840341140111809,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-d11e8d254c9b35e6,V-56462c44b85fd180,MA-R1-d11e8d254c9b35e6,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_02/state_26,Z3-e718979476d984f2de53,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.2516043419857305,0.2082918840832692,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d1a6e7b66ed6244f,V-f1af12edcf359126,MA-R1-d1a6e7b66ed6244f,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_01/state_38,Z3-e9ac951204f0fe1519a0,COMMAND_OPEN_T10_CRITICAL,CRITICAL_OPEN_PRIMARY,10,10,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,20,20,0,20,20,0,0.11045663574143011,0.09243538271710813,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d2e00b4dfa02a6d0,V-d18594f9c2b913a9,MA-R1-d2e00b4dfa02a6d0,STABLE_GRASP,HIGH,M2_PI05_LIBERO,libero_10,libero_10/task_01/state_35,Z3-9c9d2607bfc0908cdd69,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,10,5,0.28466008792687275,0.21104951076014744,"Object remains visibly supported/held through the clip; no visible premature aperture, contact loss, release/drop, or loss-consistent displacement."
W-d2f2dfba4cd57451,V-0cb782647a7f4959,MA-R1-d2f2dfba4cd57451,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_05/state_26,Z3-2a90d19dbf09e2bafc21,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,8,12,18,2,0.09127307209369716,0.08133583383514777,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d4495caeadf15928,V-e5c40a9e1232436f,MA-R1-d4495caeadf15928,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_01/state_40,Z3-319a4b4974c86179dbeb,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.32567639858319136,0.3087502430819232,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d473c382e2a32c51,V-13569099cde5531a,MA-R1-d473c382e2a32c51,NOT_IDENTIFIABLE,LOW,M0_OPENVLA,libero_object,libero_object/task_01/state_40,Z3-09724214e26ecf1d20ce,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,GRIPPER_CONTACT_LOSS,,False,False,20,20,9,11,13,7,0.03811896237430982,0.02976864774787112,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d5af8ffc7396ffd2,V-b071da5a81b845fb,MA-R1-d5af8ffc7396ffd2,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_spatial,libero_spatial/task_08/state_32,Z3-996dc690e08bd3b3ad9d,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,11,2,0.15292653340032458,0.1212081751550409,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d752dd97239cddf8,V-ee254f7ec5f33769,MA-R1-d752dd97239cddf8,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_05/state_26,Z3-f4413154ba74d24a540b,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,5,8,11,2,0.08469364165899479,0.07793138898807288,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-d757152379220322,V-1858a9a9da09c2fe,MA-R1-d757152379220322,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_spatial,libero_spatial/task_01/state_38,Z3-4e8704e189460d67603e,COMMAND_OPEN_T5_CRITICAL,CRITICAL_OPEN_PRIMARY,5,5,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,15,15,0,15,15,0,0.097611491325243,0.08822701153275181,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-db1d5cb7a9bb0938,V-859e815f05057434,MA-R1-db1d5cb7a9bb0938,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_05/state_21,Z3-50d88e44918613e8829f,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.29636736474303466,0.2853560456574157,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-dd6047efc4bdf8c4,V-4eb008535c8245a6,MA-R1-dd6047efc4bdf8c4,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_10,libero_10/task_02/state_30,Z3-8fa3f4a9483f49013d2e,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.2632788109771312,0.25072907459823535,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e0e89b87af6cb210,V-d269b4ed738bf9c7,MA-R1-e0e89b87af6cb210,NOT_IDENTIFIABLE,LOW,M2_PI05_LIBERO,libero_10,libero_10/task_05/state_21,Z3-7e83449da0068b7e52dc,CLEAN_BRANCH_CRITICAL,CLEAN_REFERENCE,0,0,NO_PHYSICAL_FAILURE,,False,False,20,20,20,0,20,0,0.11766366104798928,0.11756810326054049,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e1cb5a82688acd4d,V-8d38e00e41718ef4,MA-R1-e1cb5a82688acd4d,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_02/state_26,Z3-13a89045e90d4364cba3,COMMAND_OPEN_T3_CRITICAL,CRITICAL_OPEN_PRIMARY,3,3,NO_PHYSICAL_FAILURE,CONTROL_PHYSICAL_FAILURE_ABSTAIN,False,True,13,13,0,13,11,2,0.2129311664033107,0.1541978556902803,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e347af7eb58dda31,V-4a4c987e0c472cb4,MA-R1-e347af7eb58dda31,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_object,libero_object/task_05/state_27,Z3-63016da8313801181ae0,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.13944975972870374,0.10093506494759119,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
W-e3b5f2e81502b214,V-e27919c08fe12fd2,MA-R1-e3b5f2e81502b214,NOT_IDENTIFIABLE,LOW,M1_OPENVLA_OFT,libero_goal,libero_goal/task_05/state_26,Z3-4ee7e854e786f99a5a78,COMMAND_OPEN_T5_NONCRITICAL_CONTROL,NONCRITICAL_T5_CONTROL,5,5,GRIPPER_CONTACT_LOSS,NOT_APPLICABLE_NONCRITICAL_CONTROL,False,False,15,15,0,15,15,0,0.37705240996175965,0.3255303107277118,No visually judgeable prior stable grasp and subsequent loss/release event can be established from this neutral 2 s clip.
