task_key,state_id,seed,job_id,filename,source_path,full_sha256,row_count,status
tomato_sauce,5,0,510000,trace_tomato_sauce_s5_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s5_w0_10_s20d_clean_seed0_job510000.csv,93ff228a8d93125df11047cebad8d36e0dfe94ce1b8777624b782d0f81dd9a0a,122,collected
tomato_sauce,6,0,510000,trace_tomato_sauce_s6_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s6_w0_10_s20d_clean_seed0_job510000.csv,a52bf7cec5503cd3bec939d3247b3409cbb0824958cb75a8742e88d63b63f09d,146,collected
tomato_sauce,7,0,510000,trace_tomato_sauce_s7_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s7_w0_10_s20d_clean_seed0_job510000.csv,3578a3192757fe088678aa599542f11ba0fcb9bb6dbb2c2f9f34afea4d162d13,162,collected
tomato_sauce,8,0,510000,trace_tomato_sauce_s8_w0_10_s20d_clean_seed0_job510000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s8_w0_10_s20d_clean_seed0_job510000.csv,c5d96bfc5bf3af4a45a94985c2a5e7652f9a0ee3b9972756f0f0344b547530ca,134,collected
tomato_sauce,9,0,560000,trace_tomato_sauce_s9_w0_10_s20d_clean_seed0_job560000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s9_w0_10_s20d_clean_seed0_job560000.csv,666e81c0a6468fb460db647168a10778c106140a2461ec09c073e5adbfaa409c,133,collected
tomato_sauce,21,0,560000,trace_tomato_sauce_s21_w0_10_s20d_clean_seed0_job560000.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s21_w0_10_s20d_clean_seed0_job560000.csv,b9b53d018aa6794de922b41484337c7099c4599c32bc402e2330c314e7d43f7c,124,collected
tomato_sauce,27,0,590200,trace_tomato_sauce_s27_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s27_w0_10_s20d_clean_seed0_job590200.csv,4ca3e57d594ea0c27955299c15a3de7e24798a6e29207de573e53e4fad319bb5,193,collected
tomato_sauce,30,0,590200,trace_tomato_sauce_s30_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s30_w0_10_s20d_clean_seed0_job590200.csv,65922f1326ebc250da4136d2aef7b22fb67f058b406eb7b9ef8c706285bbad41,136,collected
tomato_sauce,37,0,590200,trace_tomato_sauce_s37_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s37_w0_10_s20d_clean_seed0_job590200.csv,a6ef8178fa42f3943a3a844905131eb530fdce636dfce5e4261d4b612edc8e98,206,collected
tomato_sauce,43,0,590200,trace_tomato_sauce_s43_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s43_w0_10_s20d_clean_seed0_job590200.csv,d4ae6907da9c24660d1b4a0b52fd07920762d48625b4af06e87b2ba53171effa,170,collected
tomato_sauce,44,0,590200,trace_tomato_sauce_s44_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s44_w0_10_s20d_clean_seed0_job590200.csv,4f8917bf9c17ae79c3986c87fd336ccc631c5ff6be4ecdd2ec515fd1a195fcbe,134,collected
tomato_sauce,48,0,590200,trace_tomato_sauce_s48_w0_10_s20d_clean_seed0_job590200.csv,/data/liuyu/outputs/stageb_d2_fresh_clean_20260615/trace_tomato_sauce_s48_w0_10_s20d_clean_seed0_job590200.csv,1addff7227b5229b8ef07a3833092371fdb09931ee40a23825466880c8a87015,280,collected
