pool,task,parent_state,perturbation_template,base_seed,condition,attack_frames,telemetry_sha256,episode_summary_sha256,done_exit_code,n_steps,collector,profile
train,2,17,P0,42,CLEAN,0,c9d86d9ceed2e61b0a0d62d5399ad5c6e6bbcd671f4a534cd02a6cc1798187a7,a4cddffb1a5d958cc3065372798652c912363804e83b74a3a772c71f63b0882d,0,118,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,18,P0,42,CLEAN,0,fbf6b91f91544a7f4be671a05a62399ebdad2625114fd42e126e15244c2889dd,5ebac5871d2a34c7c3f756b2dde3af8ab39760d9c897c2a8165b0a1a8af369ff,0,196,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,19,P0,42,CLEAN,0,52495443b6553a6d0d16d3ae59a3aec5495220562eccf3eef119d28390183741,336277580106bf77e625bd1c116da0f829181123c244d2887fd313e067a62961,0,117,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,20,P0,42,CLEAN,0,505aa74aad0eba77e91ca6ffd48fea15b47c369c9f1b2a85f3712abf01450ef2,f683a99411a927e9ce969dcd080db14fd71264d6f2ece4aa104874b7d1e433f8,0,120,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,21,P0,42,CLEAN,0,3755f096ff4205fbbc72d37334167ef409f578db1336ebba60d7ca17721587c2,37444bc7de9a28b99145da90a3e9cec7da240666fc66768e430b4c2471111e2b,0,168,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,22,P0,42,CLEAN,0,23a0cd81800952c9c86237f0f474c63072e752ea9c4416ec1493da486bf9a60f,ed325d13cd1f6cce5aa286277c3aeda7607601a2045945a8a72050313b070a2e,0,113,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,3,P0,42,CLEAN,0,f93b104a1d645da7ec59ad53777919d80a502eef954b7dd5731b00a1d303ab46,93a54efcb601935bd5e277f38708b94781bad09f1f943ffd8135a81f88bf203d,0,130,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,4,P0,42,CLEAN,0,8a1aa80c96e90992a2c7c01423f0a844c09e96c7822d8f31b990a33561a030be,4963705cff31f71e4019b01feef0ef4eb8695a7dedb79b94ee68f0fcbcf08fd2,0,122,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,5,P0,42,CLEAN,0,70a7a6cc2029e598690ffd577ddcda3dacec02573c2a91fb68aacdd02adfac4a,31d34d9561bc4e91c2240b70cecc4801e870a99d7a2c56289911ce9380e46e31,0,136,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,6,P0,42,CLEAN,0,1fa51aebf545b8900527f78f2074bf2ebe34dc2d8aa9e0a107b70d60cf3800a1,07bc43071fb4ceaad408b3f0139c875d0bfcb4cb59562a02f562ebafd594b163,0,148,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,7,P0,42,CLEAN,0,a32d6baf771758e323b61f89675f878b79e18230d04e575368e92314febe5c0d,318d0abc13024b6a6bf0cce2781a55e11ef8affc4256cce2a50881c63ce329b1,0,182,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,8,P0,42,CLEAN,0,9cad9737bf8694d97d36d1a3ea1e8494cdb583e6a2fc09c19b66dc39830937dd,f38465fb128342eaee425efef04d7ea57e06df42b13fda4e5376d2d74d2127cb,0,146,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,2,9,P0,42,CLEAN,0,e26b37c796f428917af61efe2b9a23ad8c5c944145d2e4fd8fea8e642bfebff9,129b82713f887a3cbf85da2a0f70db2167f628d96f4fcc867632f6099e75b8a4,0,174,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,10,P0,42,CLEAN,0,62beaaaac64781e242c76f666feda3a38972bae856bb25e140ea9d2f26df27b6,8c0d4a296567dacc9af0b8d055b1dad2106164e78e247d4cc1b107828addd55e,0,120,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,11,P0,42,CLEAN,0,cd75197354aefe7e0b0a7272ad4c589f1ef6b6e87fd03bb29c785c16510c19cf,6d50aa863d18145c1ae2dec7c59469bea84d33e944d294733255a8c27cd8bf3c,0,259,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,12,P0,42,CLEAN,0,359a6e8e5abcabe7568bbff57d56075854b6fbf4fa279ae0e357df982df32ba2,9ca971472621c062ee4a1b39b58a08d5db72ed4675044507a18ebf80b1886c10,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,13,P0,42,CLEAN,0,bf23a8f82ae0621141772479f38d78cfd06f9756e37885b66d7a80080605905a,6ab4db85f415de5f7f56e87c15aa5ac346ba2e2e49c84f1207338b45dc3ea979,0,180,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,14,P0,42,CLEAN,0,29c3c0b75e90885d1b6d1602c14d45112486a55e877713f4a40bea9907f85baa,39823c817ef0617f92a12018e745cb52db0f5bcdcd97dce2c6dd88b330b97621,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,15,P0,42,CLEAN,0,3e8d44c7252ffc9692b3e3b9a78e08cf50aebe3c14eadc25aadc61de7e95fbc4,d9a8d4287b91fb14e40657937571f9930b0ab8593b2d81f0b4b39f9fe09f3b01,0,139,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,16,P0,42,CLEAN,0,7ad40a983c5f390d51452499bd5f0d39c6ce3c710d76d233d0cdff1101e9370f,01b570384436195b20496af17fb1e6188b6112e7dd314682ebe723addfd2db95,0,242,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,17,P0,42,CLEAN,0,0a60c0d70c249a0947effb365a57238baf4c72508ecd468d7372760a39b52f9c,51486b4c54191e4ac6b660c3cb62decaf415613f80799d96c2a34f4518fc8822,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,18,P0,42,CLEAN,0,5bdf55cd3367ceb8f42f51a5f276b348475eb5ce5176fb6c2e13197b83173864,1e35a984741834132cc4b8e344bde1f06b84c0c1d0a5b6010c1eb0dfde57a3fa,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,19,P0,42,CLEAN,0,9e50a453e63db34c9d970142351c26fcfa399caa61bb56f4dafbb81ee3f7b273,40784847d1b4b6036ad4a76718787f695661d3108a4761e27715a04aa325edf4,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,20,P0,42,CLEAN,0,5cbb63c1c0f231441e7aa8e7a28791f44418a5cd61e833945b6f55ba1c7c6457,4a84574b0a1e1e532e4e25c37e4e5f2d20829162618bed3bbcbee77caf8f59b5,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,21,P0,42,CLEAN,0,01fe2373f7e1c218df1677fad67c3e42897291a5f7ce23f899bb77d32db5fcca,2ebaaa7aa6b0d4da6981d262311f6703e497effbb2ab081421d963922044b142,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,22,P0,42,CLEAN,0,84f0ce7d16919b7015306352eacb895b8ce6e52e3da6107a4f94c74548efb90b,b5da37284808ba49322089a5a96a3d5a7cc238909d159dd4effd34153bd91222,0,122,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,3,P0,42,CLEAN,0,1e7cd0d44b3c0e8d77ac0d5e0270ba244570d717a8bcd980cd67272f793b18e5,c21a966b78198b8ba45af6f7cce609b88e4733f4f45d225af0958592e1e2e8a5,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,4,P0,42,CLEAN,0,18a1fb6eaf02163f9ce2c613cd9b31798373614c2c9a93d2f5fc764454e686b3,09ef85a7c70be76a3282c54f01fc6b6a9d3925b71d155f6184989e3ad57d806a,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,5,P0,42,CLEAN,0,3bf59d4f67b9b5577cd6e3a3573f77c27e19e7d43bcbb0ba19f9d6c06cba5591,d817b1372b9c0566a730e17bde92a22276000044361c87065db1d11f8e3ccdf9,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,6,P0,42,CLEAN,0,21fb53409ec9c4740169f8e1499c97030c6a2fba7678d9b960be451456894748,9da090839cf8de8baf462d8ab8b2ad5fb09b2dad560d88557e1adad590760be7,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,7,P0,42,CLEAN,0,0535a211daf66b35dfb7b9b73018c3dba846e774169deb50cb0ac2bcbfb53675,e9b20b672237db180b70e973e7425da83c2695296f8ed2c39e5e2258eb6f5429,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,8,P0,42,CLEAN,0,0922ad06bad9b72152c6cd1f1cdd30e93c46a1c2b83e8bcecfe07b705130a185,51640fa6ddcef0361e7347ffd1de8f5ad5ba253cb60c1f5e8cfb550ffaddd43e,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,3,9,P0,42,CLEAN,0,cba4011b99021caf0b4cd656233f413b02a87b032e194eccc5f4eb3153cc0351,a58122e5b07d0b3318b05847d9752f339bdcce5640c981850cedc0ac7306a808,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,10,P0,42,CLEAN,0,133ba3237c13e2fd8c839a5c80e32578e7502cc4373adbb4de335ce1bef9f7c0,9c572b8179d1c72d8286d817bac6aa3164060ade4a27262bd873658ca89f4fbb,0,144,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,11,P0,42,CLEAN,0,2de38bdebcb47920176e96bbdc4ad4db3c1518afc068b372beef1f336af94798,9e8210335686f4c694e5f1b19abd25aad61c38454fe778a6a5f7b0f08c0f2189,0,132,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,12,P0,42,CLEAN,0,50834a5d6100f336d10c38bc44dc1dfa20715b66132f6f23f1e998a65ff3439f,ed3689a4a243d65b66207331f17f758510d769041e6cbf87fe75bc4b656028f6,0,131,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,13,P0,42,CLEAN,0,a8b5c0662525a48f5caa8ad2d178df7720098803119479cbcbf688cb3d44f0ec,09ad13eb36b7c2053d545d00e5981fcc2ca66260fb06d84c13279d99d0c54632,0,151,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,14,P0,42,CLEAN,0,db310fb17dad086ca6f6ff2fce4caf9f1d601a4e2af155ffe9377c63555c4d80,99a1d70ce97842801d05b9cfbd589e584451b0e0b8eeb4e2d1fb1c657ee5c4d7,0,160,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,15,P0,42,CLEAN,0,71baf3afb52eb18a446c34ded01b880e2a0f61a6085d0346129fe1f889034f7f,c087b9dcd994dd85b5fe3f7f3d3126124f4b0446998610a05167d4e9f46310bf,0,154,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,16,P0,42,CLEAN,0,20b24922664c821846f543ec7ee80c33aad4cee169163812147fa0b69980a236,05bd92c725d4ad8f8319df74b42c9bf53382dd475c47cf1fd036242ee4a84281,0,179,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,17,P0,42,CLEAN,0,9b67b3997d58d203e8ed4a2660f1cf1cc18e4ef793933016bf701b674a2d7acc,4a5a4ac998a10fa50ac6a531c9dd6b3fac5864b985059f84763dd944dcebdf03,0,146,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,18,P0,42,CLEAN,0,61246e8e231d16bc2bf4f1d6d8cf37247b876cbbad7734517ca12ab255f0568b,406a32137bcb853ddd4d5999543b613f06f733729f743442719010ed194d8454,0,147,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,19,P0,42,CLEAN,0,9555c0eaa5fe1e38bd4e7af3e0909fdd86d06f799a228092207eb661ee4269eb,d83876b5a55c17e26e8523161446bc5f482eeac23e9cac8eba5395c3adb194e7,0,155,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,20,P0,42,CLEAN,0,3a67cfefe9a8489374b2c515f8ab19bf6ce791f97694f4d809c09e02ffbdc63e,3f63937170d09322942660866c10f32bae4841dc41c20895d15e76645a715e0c,0,132,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,21,P0,42,CLEAN,0,aeaff40ca0aad110d61f4bb1af356e35590d35f6c703d59777cf4a00b07be0a4,f7d252cc33315d7483d527932fca0221e112b9b0187fdd048cc07b17c334970f,0,148,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,22,P0,42,CLEAN,0,be8dbdfceff04a10219175d490aa47f7fc1e77beb2e7895bfc34ab18494beed8,abcf4943904af055f897cbda1917fe1ddc7055d66d22169a9c9d9118457bf0eb,0,135,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,3,P0,42,CLEAN,0,09290a38237b6c61edb8dd234802ad796554114dad5f4eb987f08cb1f4082bab,44a591316d169954dd8c010d2f21ce007b70866034da4ae474e150d6998fae3e,0,146,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,4,P0,42,CLEAN,0,5170fc084ed5e93db4ca7281a1ff9b7e08db91acf49f513b844ede773534037b,298b00bff531410b0c99c098187010c488c211074b0d8e6165a68239230bf17e,0,221,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,5,P0,42,CLEAN,0,d6ad268dbcc780f385d8b1088e714f4d5d479bd9d75b1f66162be05b84869f78,46eada7c0fe9a5aed85db55db8fadf2ca57d07d687be4013e2943a075498c35e,0,140,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,6,P0,42,CLEAN,0,138a3569d992213f564f6794dbbc41aa1756fbb241a82e51f566b3a1ba1f4ed3,be95e1fed2d79c6abb4a2710eb2a3a3d57c44ac954b52b09e02b34c773e819dc,0,216,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,7,P0,42,CLEAN,0,d39b25d383e1bb13e0ab7a1e573c58cae72b35098153706c55e43d23c847754a,8bbd84b6ea55f3ac0aa24f6acab3b924fb7202418d4505c0572b555d6d47dd89,0,153,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,8,P0,42,CLEAN,0,b334250d814bebc2b14db27bddcc1dafec172fc3e649bee386d35634d05368bb,2753d3b33fe16e875ed574e336f097b9498bc0697632ba0eadceba01c0fee0bf,0,136,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,4,9,P0,42,CLEAN,0,b94bce6b751e76dd44bcdf92f0e6ea0c46b1d317ad5e4d319352df70f33071d5,0ded3c885120aebac456f2562b66c0ae65864cabbd8eab8875da8dc118bb6331,0,150,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,10,P0,42,CLEAN,0,4053d64f58ef68d2608dbea14d3dfa03692a96d3bb9b10343085af0457bac689,095ff4fda9a5ed74710b7ff12d9c6bcc0df41189dbcdc41e72ebf83500c1017b,0,144,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,11,P0,42,CLEAN,0,067af9158be2749f4ea4a47759f69ce552b9954b6b2d8e4ef3a6b24f0a316572,764c817fb50f956adcd66d331d0440798259c0dfbcbda66f487d42afc223258c,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,12,P0,42,CLEAN,0,99bca6e60bfb4a8ef4114dbe2d60ccd933560d869a33deecbe65220750ae15b3,27d79e45860c0f952edb836d09ea28dc5a69cd94e2403554900a0ed6ce4caeb5,0,163,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,13,P0,42,CLEAN,0,953c76e6b5e8a349733d9b5fe79c785c3e5f9b4843f2e79b538d41a8ae54a957,310addb50c3a18ad0d6df737c21304ad151a499b5a0419211cbb62cdd6ecfd71,0,149,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,14,P0,42,CLEAN,0,5565584210fdd8c4e30df824f09a577405fb882160eefbb5b7f9630b9f49eba2,50ef81ddae11b4a2c60514bdc6f7887c4242666cf47a0ade244a19e76458c9ed,0,210,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,15,P0,42,CLEAN,0,6ffcc4488405a7daf4b614ab11dfb0bf4e8e652de8f53df4f79c48060e7559a1,bd5c070d814163a6d50a77e215fcf71bae77ccab9858f7a6258df6508d4611cd,0,162,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,16,P0,42,CLEAN,0,262995cc4ade3999c665099194f0fa5247a1183a7eacfdd4bedf5738153d471e,079c613cee36a9f3df021f940b4a98c2374f69b2fc27a065fede9ae699f8b647,0,204,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,17,P0,42,CLEAN,0,8128691c7230b252bcb9b23b93e834ffc54b21ae215b6fe7a28bbfc1d830ffff,51486b4c54191e4ac6b660c3cb62decaf415613f80799d96c2a34f4518fc8822,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,18,P0,42,CLEAN,0,6c92d99adec550a165d65db936064a65aa7e9716d2f3e2193936306a4f80c3ac,8204f6b68132dc8cffdb582d7949ac75385f9d9d372d36907525ff5a3b81fce1,0,153,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,19,P0,42,CLEAN,0,0a43f5235015958a76dccce38bd7ed0ab3d4b21356dd157cefa677d87fe31bbd,ba03a0a13c3f5e2e7c93e29705e5c00cbe227a4ce93c643b2cdb1805f76e70e0,0,126,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,20,P0,42,CLEAN,0,e77252ffa56c12d9a5a1d5f2a7e7665e17f6be6ca63cbe68bd46c09044547aac,f5f02fea6dbfc9b61197ad4a451ad1dce60be590a048207bc72723b36b8baa70,0,134,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,21,P0,42,CLEAN,0,39ca319551ae44599d1dc3bcc1944e6958af5e702d805c4b995a27041ef69d9d,6c7b3a3e33b78f008c9977bb5094e599d25017a6f638099f18c95b7689c8f419,0,141,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,22,P0,42,CLEAN,0,5250a2d5fb8b887912f6330849f2fbe9d69cb966064e3db8b509d922162d9b12,9da71a9c98d5ba1d957f125a1e371d771014eb212682690270da2aa32131a520,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,3,P0,42,CLEAN,0,86af0dbbbcdf06859a4cc8911e27ee1f68199f3ba1d9fa722fd8e3d699df7adb,c4bdf6ab749afe84c2dd8b0829bb082e468106ce40cfc5a9c5d5282f788516c0,0,156,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,4,P0,42,CLEAN,0,494fd12e42955834c2ba13a0af7d085d7e90c673df48b821c6dd4c5e8d8a7f00,73ba1c7ed863ae8f3d80a8b31db064db4d5471fc3ac76fdeeb943a3514ac492f,0,162,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,5,P0,42,CLEAN,0,5e83452b7bf96a7ab09788a27025b161c6c60a43574ea1a8f9f3ddb5f1c5787c,90bdff87ddc54bb3d17aef036d89eda14913d977204b28d620c2225f20f112b2,0,171,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,6,P0,42,CLEAN,0,527166e905a5b374a058d375f9a15ae6706a677d2f6bc3ff9be5931cc7bc0f67,1ef80be78006e9f9ee4346a50fe02926d7becbb6a1f67af717cf22b601902d42,0,127,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,7,P0,42,CLEAN,0,a5d85c92a0e77c5c9d5ec23705c1c3e77f9150f10e01672364c881a826404511,804bd9af58307dd7493eac0fe42fe8a9fc36b1ce5698b41ec72c54e35e2822a3,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,8,P0,42,CLEAN,0,b3b918d983dca8463da7c9cc7d55a5000f0aa6e570b33f93e12f8141b698e893,674a462b554480761159678c859e735151b4fcf62c2d7b385d4c16e4b82628fe,0,121,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,5,9,P0,42,CLEAN,0,ac3264c86a108109e228355ff7135b1b3eaea4fe17e833d9b8f5485b95e5bda9,55ff7ba13320c27ffd1d5b3d54c0c5524d9f49768cd70b76332f9b8ec0cb8792,0,167,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,10,P0,42,CLEAN,0,f34af4441d2d3370c79b6a2547fb5aa29a6942294e1a25de52a7b6b3970be61e,11b42780cf917661eda4fc317ba887a7ae51aed2952e901c802c3e8162bcc148,0,184,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,11,P0,42,CLEAN,0,f470e1ca77d8d8ebb11899b5ed56a50f54df38ea0df5a663023bf69a96bdffa0,823c223841cad79324445e28acc6a62c91cfaf61288c2e820d27144f61e480cf,0,158,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,12,P0,42,CLEAN,0,9ef9a8e817477b16198178513b7db0fdfdb408dd46fe21e07813da00867d4dc8,e3454668c4f2276c345b97ba576bd33e54bf1db27fdd206c0298eba80f60aac4,0,147,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,13,P0,42,CLEAN,0,8fabe4563139801c3577236ff886a07e6053631661b90b782a6bc67107cfa8c0,7f40196fecc8e3188c43c144ade2a4d5183185ac8da40b53ca687740cd55f1c3,0,138,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,14,P0,42,CLEAN,0,778227da66c654e4657e6d86217bb5967beb792c91dd14baa80b77bcadcb5bf3,4a73a6294c3fe599c3f1205269d8c1449ceeaaf13a2b3affea8cf49c7d612e4b,0,137,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,15,P0,42,CLEAN,0,4f0eb88ab9c65a69c32fe6ac6aca7ded3b8f78bf725e04c0b54616ff4d91ba06,b98765b9df786219334f6bc9e6f3bc7875141025389a8d80651f46497a8b52ae,0,152,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,16,P0,42,CLEAN,0,b101a7cd1876d26eae16818ec51cdbe86b061a29d08d90c715c240f8125008b8,38d49cef68b10fd874a497f832dbd581e52e23e1d49d68cfa30968b8b7449e4a,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,17,P0,42,CLEAN,0,ce75733988740f8f78601a29355feb2c82a9ed4b512dfa43072b258456fc5d55,c093d3db9d2f06ec69c5afeb01e2b3981eb9086229182fd2da8cf5391ce23c6b,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,18,P0,42,CLEAN,0,3dba0cf9a6911dddfdcb008448c0b663e12f68227807361eb7447746e7d01598,8f4d61b3a9b3429f8f015165b472d88c625f5df02d08f3006b470c6694218584,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,19,P0,42,CLEAN,0,3ae7476493dcad03121ef48239fafc21718270a4af83919ead592958439b6b3c,936f90f65ac1a53b4d1248da93b9629800dec658aa3cd3097c523dfaa319a980,0,170,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,20,P0,42,CLEAN,0,b7e8d2f48f107821b7a4c8cc888fd96926650cdb0c26c0fa1aabff68db3fe913,3e3a87fe36daf898e87536dc5d719b9c5602637f3fbf2aeb34dd36c1783ebd15,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,21,P0,42,CLEAN,0,bac1eb20920ad3ba5f73392e37b3f4a9ef58e046d46e865808edb0681ec65071,ce03fc5dac0d50df86cfebf1f014d213d8d6e7586c329ea3d3174d8f1ef7f6f2,0,160,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,22,P0,42,CLEAN,0,b714969a989860328ca21bd28f9b4d7962cf4d689a9fe9fef94986b8a76961e2,d3147d2c7c2535f91220510221a7d0b7670699ba8f9efe1d449c258158b78b56,0,139,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,3,P0,42,CLEAN,0,ecbb7148b5a3d3b4a359f8278b539f7ec6ad63efc74f82cb241de44842a1fe1d,c05307edd22ec41533bbbddd2fcd42b913623f1e68bf101b58dfd422aa0dfedb,0,179,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,4,P0,42,CLEAN,0,5bdb564e108d768a045dd0278b9873bbf9d08afb85e6a4d84c1578386c46f2f8,09ef85a7c70be76a3282c54f01fc6b6a9d3925b71d155f6184989e3ad57d806a,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,5,P0,42,CLEAN,0,f9b0b56e2c7eb990dec73f012e50fdee68d78fc54c5396c3cce8baa0ef53bed4,6e2a17ae03a7aa55aa88e9da188ade2da9ecc7ff0f216ea811da52f79692ef9c,0,173,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,6,P0,42,CLEAN,0,d60219954da45e0982f0ed3d65b71504aa69db00a4e4442b5eedf1af931e8bf2,49245f5fcc7681acf3c0308194724228c3b997792c3d5f8a707ac794e1478857,0,142,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,7,P0,42,CLEAN,0,1e346b38fb45652db8701ea6f3d8d21d97a86e0e084d672ddda92149ee480164,9489975995477eac566ca0c1dbc1727c98305004354f5fae619445d5f729d651,0,149,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,8,P0,42,CLEAN,0,6370f52b1896a31b13e0edaeebd7656c0dce61fbe7fa5aa8ef0f4d7ef594b816,53e8346c6996d8b64a11c1873a7f3ec594e3dfda45285b8c30f19c6e518d0a16,0,152,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,6,9,P0,42,CLEAN,0,f90a34bd7e33aa2effe35ee082f9fc6b0d7f5f6628ec8cd1afda0f27f0f6a486,e6efc7c13aad997db7d00e730e6361228364711f448a8c75214e1dac4fec2f82,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,10,P0,42,CLEAN,0,b99eb0c7d013962ddb5e26883037e4b7d539267576c713c7f1f9b103085d4e0c,67570b2d213d5e4f8ff004df6306e54cef75930169f2eb7bb053432d7d981371,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,11,P0,42,CLEAN,0,86690f6b951573a7700fff8dc9a30e89daa34ced686266ceaf76c1e5e16b6e3e,8426905087c9c38e17c6432917debe3ff20db20ba2e1f990990db2853f9c4fdf,0,122,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,12,P0,42,CLEAN,0,6024a4d68449ea0e82bee539b8e9773df31a13a5944929e47f0760481f437130,d5beb221f9d2ee13c999fbfe2e9394361b14540bd8a14aeedc672ff07f833791,0,131,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,13,P0,42,CLEAN,0,18f9c0ab6f32792110ed356b83543bfa64337742a7cfaa479e136e3e158d72ce,53a5f8b1cade089fc4be2f2b4e286b81d7ce2d7ce312cd20a0053e2a176f4b44,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
train,7,14,P0,42,CLEAN,0,4f1a70f5d66ec4de76a69e751981044a9839052c0d27520fc1fc8cd4692e0a06,578bea8a60387247434dc7cab5ad6ef4a0df3c8ea30a9b8aba59410751b5e93d,0,400,run_v2_vis_sc5_mlp_bridge.py,B0_BF16_Eager
