Warning: Permanently added '10.60.133.3' (ED25519) to the list of known hosts.
Warning: Permanently added '[10.60.2.56]:33571' (ED25519) to the list of known hosts.
sample_id,split,source_pool,task_idx,parent_state_id,perturbation_template,perturbation_seed,teacher_label,teacher_anchor,run_uuid,cell_uuid,telemetry_sha256,summary_sha256,teacher_config_sha256,labeler_sha256,hard_negative_category,task_success
train_task3_state15,train,primary,3,15,P0,42,TV,89,,,3e8d44c7252ffc9692b3e3b9a78e08cf50aebe3c14eadc25aadc61de7e95fbc4,d9a8d4287b91fb14e40657937571f9930b0ab8593b2d81f0b4b39f9fe09f3b01,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state16,train,primary,3,16,P0,42,TV,198,,,7ad40a983c5f390d51452499bd5f0d39c6ce3c710d76d233d0cdff1101e9370f,01b570384436195b20496af17fb1e6188b6112e7dd314682ebe723addfd2db95,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state17,train,primary,3,17,P0,42,NC,-1,,,0a60c0d70c249a0947effb365a57238baf4c72508ecd468d7372760a39b52f9c,51486b4c54191e4ac6b660c3cb62decaf415613f80799d96c2a34f4518fc8822,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,no_stable_carry,False
train_task3_state18,train,primary,3,18,P0,42,NC,-1,,,5bdf55cd3367ceb8f42f51a5f276b348475eb5ce5176fb6c2e13197b83173864,1e35a984741834132cc4b8e344bde1f06b84c0c1d0a5b6010c1eb0dfde57a3fa,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state19,train,primary,3,19,P0,42,NC,-1,,,9e50a453e63db34c9d970142351c26fcfa399caa61bb56f4dafbb81ee3f7b273,40784847d1b4b6036ad4a76718787f695661d3108a4761e27715a04aa325edf4,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state20,train,primary,3,20,P0,42,NC,-1,,,5cbb63c1c0f231441e7aa8e7a28791f44418a5cd61e833945b6f55ba1c7c6457,4a84574b0a1e1e532e4e25c37e4e5f2d20829162618bed3bbcbee77caf8f59b5,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state21,train,primary,3,21,P0,42,NC,-1,,,01fe2373f7e1c218df1677fad67c3e42897291a5f7ce23f899bb77d32db5fcca,2ebaaa7aa6b0d4da6981d262311f6703e497effbb2ab081421d963922044b142,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,no_stable_carry,False
train_task3_state22,train,primary,3,22,P0,42,TV,74,,,84f0ce7d16919b7015306352eacb895b8ce6e52e3da6107a4f94c74548efb90b,b5da37284808ba49322089a5a96a3d5a7cc238909d159dd4effd34153bd91222,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task3_state3,train,primary,3,3,P0,42,NC,-1,,,1e7cd0d44b3c0e8d77ac0d5e0270ba244570d717a8bcd980cd67272f793b18e5,c21a966b78198b8ba45af6f7cce609b88e4733f4f45d225af0958592e1e2e8a5,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state4,train,primary,3,4,P0,42,NC,-1,,,18a1fb6eaf02163f9ce2c613cd9b31798373614c2c9a93d2f5fc764454e686b3,09ef85a7c70be76a3282c54f01fc6b6a9d3925b71d155f6184989e3ad57d806a,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state5,train,primary,3,5,P0,42,NC,-1,,,3bf59d4f67b9b5577cd6e3a3573f77c27e19e7d43bcbb0ba19f9d6c06cba5591,d817b1372b9c0566a730e17bde92a22276000044361c87065db1d11f8e3ccdf9,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state6,train,primary,3,6,P0,42,NC,-1,,,21fb53409ec9c4740169f8e1499c97030c6a2fba7678d9b960be451456894748,9da090839cf8de8baf462d8ab8b2ad5fb09b2dad560d88557e1adad590760be7,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state7,train,primary,3,7,P0,42,NC,404,,,0535a211daf66b35dfb7b9b73018c3dba846e774169deb50cb0ac2bcbfb53675,e9b20b672237db180b70e973e7425da83c2695296f8ed2c39e5e2258eb6f5429,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,False
train_task3_state8,train,primary,3,8,P0,42,NC,-1,,,0922ad06bad9b72152c6cd1f1cdd30e93c46a1c2b83e8bcecfe07b705130a185,51640fa6ddcef0361e7347ffd1de8f5ad5ba253cb60c1f5e8cfb550ffaddd43e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task3_state9,train,primary,3,9,P0,42,NC,-1,,,cba4011b99021caf0b4cd656233f413b02a87b032e194eccc5f4eb3153cc0351,a58122e5b07d0b3318b05847d9752f339bdcce5640c981850cedc0ac7306a808,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task4_state10,train,primary,4,10,P0,42,TV,81,,,133ba3237c13e2fd8c839a5c80e32578e7502cc4373adbb4de335ce1bef9f7c0,9c572b8179d1c72d8286d817bac6aa3164060ade4a27262bd873658ca89f4fbb,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state11,train,primary,4,11,P0,42,TV,71,,,2de38bdebcb47920176e96bbdc4ad4db3c1518afc068b372beef1f336af94798,9e8210335686f4c694e5f1b19abd25aad61c38454fe778a6a5f7b0f08c0f2189,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state12,train,primary,4,12,P0,42,TV,73,,,50834a5d6100f336d10c38bc44dc1dfa20715b66132f6f23f1e998a65ff3439f,ed3689a4a243d65b66207331f17f758510d769041e6cbf87fe75bc4b656028f6,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state13,train,primary,4,13,P0,42,TV,85,,,a8b5c0662525a48f5caa8ad2d178df7720098803119479cbcbf688cb3d44f0ec,09ad13eb36b7c2053d545d00e5981fcc2ca66260fb06d84c13279d99d0c54632,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state14,train,primary,4,14,P0,42,TV,92,,,db310fb17dad086ca6f6ff2fce4caf9f1d601a4e2af155ffe9377c63555c4d80,99a1d70ce97842801d05b9cfbd589e584451b0e0b8eeb4e2d1fb1c657ee5c4d7,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state15,train,primary,4,15,P0,42,TV,85,,,71baf3afb52eb18a446c34ded01b880e2a0f61a6085d0346129fe1f889034f7f,c087b9dcd994dd85b5fe3f7f3d3126124f4b0446998610a05167d4e9f46310bf,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state16,train,primary,4,16,P0,42,TV,76,,,20b24922664c821846f543ec7ee80c33aad4cee169163812147fa0b69980a236,05bd92c725d4ad8f8319df74b42c9bf53382dd475c47cf1fd036242ee4a84281,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state17,train,primary,4,17,P0,42,TV,85,,,9b67b3997d58d203e8ed4a2660f1cf1cc18e4ef793933016bf701b674a2d7acc,4a5a4ac998a10fa50ac6a531c9dd6b3fac5864b985059f84763dd944dcebdf03,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state18,train,primary,4,18,P0,42,TV,82,,,61246e8e231d16bc2bf4f1d6d8cf37247b876cbbad7734517ca12ab255f0568b,406a32137bcb853ddd4d5999543b613f06f733729f743442719010ed194d8454,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state19,train,primary,4,19,P0,42,TV,86,,,9555c0eaa5fe1e38bd4e7af3e0909fdd86d06f799a228092207eb661ee4269eb,d83876b5a55c17e26e8523161446bc5f482eeac23e9cac8eba5395c3adb194e7,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state20,train,primary,4,20,P0,42,TV,74,,,3a67cfefe9a8489374b2c515f8ab19bf6ce791f97694f4d809c09e02ffbdc63e,3f63937170d09322942660866c10f32bae4841dc41c20895d15e76645a715e0c,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state21,train,primary,4,21,P0,42,TV,80,,,aeaff40ca0aad110d61f4bb1af356e35590d35f6c703d59777cf4a00b07be0a4,f7d252cc33315d7483d527932fca0221e112b9b0187fdd048cc07b17c334970f,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state22,train,primary,4,22,P0,42,TV,82,,,be8dbdfceff04a10219175d490aa47f7fc1e77beb2e7895bfc34ab18494beed8,abcf4943904af055f897cbda1917fe1ddc7055d66d22169a9c9d9118457bf0eb,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state3,train,primary,4,3,P0,42,TV,78,,,09290a38237b6c61edb8dd234802ad796554114dad5f4eb987f08cb1f4082bab,44a591316d169954dd8c010d2f21ce007b70866034da4ae474e150d6998fae3e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state4,train,primary,4,4,P0,42,TV,138,,,5170fc084ed5e93db4ca7281a1ff9b7e08db91acf49f513b844ede773534037b,298b00bff531410b0c99c098187010c488c211074b0d8e6165a68239230bf17e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state5,train,primary,4,5,P0,42,TV,83,,,d6ad268dbcc780f385d8b1088e714f4d5d479bd9d75b1f66162be05b84869f78,46eada7c0fe9a5aed85db55db8fadf2ca57d07d687be4013e2943a075498c35e,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state6,train,primary,4,6,P0,42,TV,160,,,138a3569d992213f564f6794dbbc41aa1756fbb241a82e51f566b3a1ba1f4ed3,be95e1fed2d79c6abb4a2710eb2a3a3d57c44ac954b52b09e02b34c773e819dc,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state7,train,primary,4,7,P0,42,TV,89,,,d39b25d383e1bb13e0ab7a1e573c58cae72b35098153706c55e43d23c847754a,8bbd84b6ea55f3ac0aa24f6acab3b924fb7202418d4505c0572b555d6d47dd89,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state8,train,primary,4,8,P0,42,TV,76,,,b334250d814bebc2b14db27bddcc1dafec172fc3e649bee386d35634d05368bb,2753d3b33fe16e875ed574e336f097b9498bc0697632ba0eadceba01c0fee0bf,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task4_state9,train,primary,4,9,P0,42,TV,85,,,b94bce6b751e76dd44bcdf92f0e6ea0c46b1d317ad5e4d319352df70f33071d5,0ded3c885120aebac456f2562b66c0ae65864cabbd8eab8875da8dc118bb6331,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state10,train,primary,5,10,P0,42,TV,78,,,4053d64f58ef68d2608dbea14d3dfa03692a96d3bb9b10343085af0457bac689,095ff4fda9a5ed74710b7ff12d9c6bcc0df41189dbcdc41e72ebf83500c1017b,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state11,train,primary,5,11,P0,42,NC,-1,,,067af9158be2749f4ea4a47759f69ce552b9954b6b2d8e4ef3a6b24f0a316572,764c817fb50f956adcd66d331d0440798259c0dfbcbda66f487d42afc223258c,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task5_state12,train,primary,5,12,P0,42,TV,93,,,99bca6e60bfb4a8ef4114dbe2d60ccd933560d869a33deecbe65220750ae15b3,27d79e45860c0f952edb836d09ea28dc5a69cd94e2403554900a0ed6ce4caeb5,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state13,train,primary,5,13,P0,42,TV,96,,,953c76e6b5e8a349733d9b5fe79c785c3e5f9b4843f2e79b538d41a8ae54a957,310addb50c3a18ad0d6df737c21304ad151a499b5a0419211cbb62cdd6ecfd71,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state14,train,primary,5,14,P0,42,TV,168,,,5565584210fdd8c4e30df824f09a577405fb882160eefbb5b7f9630b9f49eba2,50ef81ddae11b4a2c60514bdc6f7887c4242666cf47a0ade244a19e76458c9ed,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state15,train,primary,5,15,P0,42,TV,98,,,6ffcc4488405a7daf4b614ab11dfb0bf4e8e652de8f53df4f79c48060e7559a1,bd5c070d814163a6d50a77e215fcf71bae77ccab9858f7a6258df6508d4611cd,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state16,train,primary,5,16,P0,42,TV,160,,,262995cc4ade3999c665099194f0fa5247a1183a7eacfdd4bedf5738153d471e,079c613cee36a9f3df021f940b4a98c2374f69b2fc27a065fede9ae699f8b647,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state17,train,primary,5,17,P0,42,NC,-1,,,8128691c7230b252bcb9b23b93e834ffc54b21ae215b6fe7a28bbfc1d830ffff,51486b4c54191e4ac6b660c3cb62decaf415613f80799d96c2a34f4518fc8822,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task5_state18,train,primary,5,18,P0,42,TV,97,,,6c92d99adec550a165d65db936064a65aa7e9716d2f3e2193936306a4f80c3ac,8204f6b68132dc8cffdb582d7949ac75385f9d9d372d36907525ff5a3b81fce1,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state19,train,primary,5,19,P0,42,TV,80,,,0a43f5235015958a76dccce38bd7ed0ab3d4b21356dd157cefa677d87fe31bbd,ba03a0a13c3f5e2e7c93e29705e5c00cbe227a4ce93c643b2cdb1805f76e70e0,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state20,train,primary,5,20,P0,42,TV,98,,,e77252ffa56c12d9a5a1d5f2a7e7665e17f6be6ca63cbe68bd46c09044547aac,f5f02fea6dbfc9b61197ad4a451ad1dce60be590a048207bc72723b36b8baa70,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state21,train,primary,5,21,P0,42,TV,75,,,39ca319551ae44599d1dc3bcc1944e6958af5e702d805c4b995a27041ef69d9d,6c7b3a3e33b78f008c9977bb5094e599d25017a6f638099f18c95b7689c8f419,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state22,train,primary,5,22,P0,42,TV,92,,,5250a2d5fb8b887912f6330849f2fbe9d69cb966064e3db8b509d922162d9b12,9da71a9c98d5ba1d957f125a1e371d771014eb212682690270da2aa32131a520,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,False
train_task5_state3,train,primary,5,3,P0,42,TV,83,,,86af0dbbbcdf06859a4cc8911e27ee1f68199f3ba1d9fa722fd8e3d699df7adb,c4bdf6ab749afe84c2dd8b0829bb082e468106ce40cfc5a9c5d5282f788516c0,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state4,train,primary,5,4,P0,42,TV,107,,,494fd12e42955834c2ba13a0af7d085d7e90c673df48b821c6dd4c5e8d8a7f00,73ba1c7ed863ae8f3d80a8b31db064db4d5471fc3ac76fdeeb943a3514ac492f,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state5,train,primary,5,5,P0,42,TV,123,,,5e83452b7bf96a7ab09788a27025b161c6c60a43574ea1a8f9f3ddb5f1c5787c,90bdff87ddc54bb3d17aef036d89eda14913d977204b28d620c2225f20f112b2,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state6,train,primary,5,6,P0,42,TV,88,,,527166e905a5b374a058d375f9a15ae6706a677d2f6bc3ff9be5931cc7bc0f67,1ef80be78006e9f9ee4346a50fe02926d7becbb6a1f67af717cf22b601902d42,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state7,train,primary,5,7,P0,42,NC,-1,,,a5d85c92a0e77c5c9d5ec23705c1c3e77f9150f10e01672364c881a826404511,804bd9af58307dd7493eac0fe42fe8a9fc36b1ce5698b41ec72c54e35e2822a3,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task5_state8,train,primary,5,8,P0,42,TV,68,,,b3b918d983dca8463da7c9cc7d55a5000f0aa6e570b33f93e12f8141b698e893,674a462b554480761159678c859e735151b4fcf62c2d7b385d4c16e4b82628fe,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task5_state9,train,primary,5,9,P0,42,TV,89,,,ac3264c86a108109e228355ff7135b1b3eaea4fe17e833d9b8f5485b95e5bda9,55ff7ba13320c27ffd1d5b3d54c0c5524d9f49768cd70b76332f9b8ec0cb8792,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state10,train,primary,6,10,P0,42,TV,82,,,f34af4441d2d3370c79b6a2547fb5aa29a6942294e1a25de52a7b6b3970be61e,11b42780cf917661eda4fc317ba887a7ae51aed2952e901c802c3e8162bcc148,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state11,train,primary,6,11,P0,42,TV,85,,,f470e1ca77d8d8ebb11899b5ed56a50f54df38ea0df5a663023bf69a96bdffa0,823c223841cad79324445e28acc6a62c91cfaf61288c2e820d27144f61e480cf,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state12,train,primary,6,12,P0,42,TV,83,,,9ef9a8e817477b16198178513b7db0fdfdb408dd46fe21e07813da00867d4dc8,e3454668c4f2276c345b97ba576bd33e54bf1db27fdd206c0298eba80f60aac4,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state13,train,primary,6,13,P0,42,TV,75,,,8fabe4563139801c3577236ff886a07e6053631661b90b782a6bc67107cfa8c0,7f40196fecc8e3188c43c144ade2a4d5183185ac8da40b53ca687740cd55f1c3,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state14,train,primary,6,14,P0,42,TV,81,,,778227da66c654e4657e6d86217bb5967beb792c91dd14baa80b77bcadcb5bf3,4a73a6294c3fe599c3f1205269d8c1449ceeaaf13a2b3affea8cf49c7d612e4b,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state15,train,primary,6,15,P0,42,TV,84,,,4f0eb88ab9c65a69c32fe6ac6aca7ded3b8f78bf725e04c0b54616ff4d91ba06,b98765b9df786219334f6bc9e6f3bc7875141025389a8d80651f46497a8b52ae,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
train_task6_state16,train,primary,6,16,P0,42,NC,-1,,,b101a7cd1876d26eae16818ec51cdbe86b061a29d08d90c715c240f8125008b8,38d49cef68b10fd874a497f832dbd581e52e23e1d49d68cfa30968b8b7449e4a,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task6_state17,train,primary,6,17,P0,42,NC,-1,,,ce75733988740f8f78601a29355feb2c82a9ed4b512dfa43072b258456fc5d55,c093d3db9d2f06ec69c5afeb01e2b3981eb9086229182fd2da8cf5391ce23c6b,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,close_no_grasp,False
train_task6_state18,train,primary,6,18,P0,42,TV,69,,,3dba0cf9a6911dddfdcb008448c0b663e12f68227807361eb7447746e7d01598,8f4d61b3a9b3429f8f015165b472d88c625f5df02d08f3006b470c6694218584,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,False
train_task6_state19,train,primary,6,19,P0,42,TV,93,,,3ae7476493dcad03121ef48239fafc21718270a4af83919ead592958439b6b3c,936f90f65ac1a53b4d1248da93b9629800dec658aa3cd3097c523dfaa319a980,ebc1ccda21cdfeae0f70f90ef0e433be3474ef0baa9cf52f609d620f863ce87a,6394fe168c727c5ee82e995a52fa14f4d94dd15fc4344fdca85c30a776fc421a,other,True
