episode_key,fold,state,detector_seed,perturbation_seed,in_true_universe,true_selected,in_early_artifacts,in_oracle_artifacts,selected_mask_match,true_summary_sha,early_summary_sha,oracle_summary_sha,true_attack_applied,early_attack_applied,oracle_attack_applied
fold_05/state_4/det_seed_1/pert_seed_0,05,4,1,0,True,True,True,True,True,321764c4099e35cf7f30a9d4e3a2c97e0d4fc7edf2deaaa202d9119f7da911a2,6d9f465b9b1977f26de99e5690b950a9261bacbf63745a1e41a030a5d9d33dc2,a1d0459f06cc641824d651953e98cc703476f26a4dcfd2fb1da3112de8e1bd98,False,False,False
fold_05/state_4/det_seed_1/pert_seed_1,05,4,1,1,True,True,True,True,True,321764c4099e35cf7f30a9d4e3a2c97e0d4fc7edf2deaaa202d9119f7da911a2,5882c5bdf24035f271255c97237f37e79e0063e055a2e1dca269fec6bc51b8c3,a1d0459f06cc641824d651953e98cc703476f26a4dcfd2fb1da3112de8e1bd98,False,False,False
fold_05/state_4/det_seed_1/pert_seed_2,05,4,1,2,True,True,True,True,True,321764c4099e35cf7f30a9d4e3a2c97e0d4fc7edf2deaaa202d9119f7da911a2,63ada70bf50b31e20f744e3b723d907dc11ee929e10a2a4656607da39d9c674c,a1d0459f06cc641824d651953e98cc703476f26a4dcfd2fb1da3112de8e1bd98,False,False,False
fold_05/state_4/det_seed_2/pert_seed_0,05,4,2,0,True,False,False,False,True,3f6d5ca0b8c0586187576cd74b7c86b87f438ffb0f1df2a9887eaf903fbc225a,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_4/det_seed_2/pert_seed_1,05,4,2,1,True,False,False,False,True,3f6d5ca0b8c0586187576cd74b7c86b87f438ffb0f1df2a9887eaf903fbc225a,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_4/det_seed_2/pert_seed_2,05,4,2,2,True,False,False,False,True,3f6d5ca0b8c0586187576cd74b7c86b87f438ffb0f1df2a9887eaf903fbc225a,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_4/det_seed_3/pert_seed_0,05,4,3,0,True,False,False,False,True,79f307b82a7e107d5a1decc1fb5480d11f53dc2cb9c00441a8ed7aed9e0a7950,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_4/det_seed_3/pert_seed_1,05,4,3,1,True,False,False,False,True,79f307b82a7e107d5a1decc1fb5480d11f53dc2cb9c00441a8ed7aed9e0a7950,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_05/state_4/det_seed_3/pert_seed_2,05,4,3,2,True,False,False,False,True,79f307b82a7e107d5a1decc1fb5480d11f53dc2cb9c00441a8ed7aed9e0a7950,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_06/state_0/det_seed_1/pert_seed_0,06,0,1,0,True,True,True,True,True,0c003a0ebb8fc89685ddd624f330de62c0dd699d3feb1b269031a50e6bfccc21,12992e7bcb356a2288bf18d7285cfa877c2d7a42daba8f8a720b92238ecdf0a5,3804e036bc664d43daf1ef7041e9cd417b5e8f0be3d2ed2d4898351c3df86833,False,False,False
fold_06/state_0/det_seed_1/pert_seed_1,06,0,1,1,True,True,True,True,True,0c003a0ebb8fc89685ddd624f330de62c0dd699d3feb1b269031a50e6bfccc21,ce4ba3186d55746b3dab91934716cc7d58fe37f2278a25fad9ab0587ba61c6f1,3804e036bc664d43daf1ef7041e9cd417b5e8f0be3d2ed2d4898351c3df86833,False,False,False
fold_06/state_0/det_seed_1/pert_seed_2,06,0,1,2,True,True,True,True,True,0c003a0ebb8fc89685ddd624f330de62c0dd699d3feb1b269031a50e6bfccc21,e5d04010dc02e6356ff5ac1da6243449aa05dd0c4fc429c10dd057b6e59b34bf,3804e036bc664d43daf1ef7041e9cd417b5e8f0be3d2ed2d4898351c3df86833,False,False,False
fold_06/state_0/det_seed_2/pert_seed_0,06,0,2,0,True,True,True,True,True,4cfaaa167fbf45cee6575b5e103c6a470b432eb4a4e7527a7bed4d46fd461244,2c56ee74b79a97c02d04bd10d4345f7ca9bcea1e9a48883e7dd67feac236089c,966efcc555d15f6cd799b1d40512b068e5c0584121b78949ed44002764bfdb5d,False,False,False
fold_06/state_0/det_seed_2/pert_seed_1,06,0,2,1,True,True,True,True,True,4cfaaa167fbf45cee6575b5e103c6a470b432eb4a4e7527a7bed4d46fd461244,fde8e6d9a58fde754ac9475de0f891c16b1a00e99ac111d028d569b13970595e,966efcc555d15f6cd799b1d40512b068e5c0584121b78949ed44002764bfdb5d,False,False,False
fold_06/state_0/det_seed_2/pert_seed_2,06,0,2,2,True,True,True,True,True,4cfaaa167fbf45cee6575b5e103c6a470b432eb4a4e7527a7bed4d46fd461244,41b220f4240c44fbb96df6e3428306618cb184ba7b0c309823dd69d67ee3fb5b,966efcc555d15f6cd799b1d40512b068e5c0584121b78949ed44002764bfdb5d,False,False,False
fold_06/state_0/det_seed_3/pert_seed_0,06,0,3,0,True,True,True,True,True,5a662bfbefc657bcc69cd5d5664e973acc735679884b9c36f2f36f13466e9030,4b03185e384a8684729e2edff4da2f5abfdcc6992c870b658410ea9b0b009e36,8fc0bb80d1b1d3494c3d101bfa8412c8460fab689c68de3217b1c4171067bc39,False,False,False
fold_06/state_0/det_seed_3/pert_seed_1,06,0,3,1,True,True,True,True,True,5a662bfbefc657bcc69cd5d5664e973acc735679884b9c36f2f36f13466e9030,899c08ca540dd88b016b7b48253f21aa1965826a0c52424e14bc185f6b4d4d83,8fc0bb80d1b1d3494c3d101bfa8412c8460fab689c68de3217b1c4171067bc39,False,False,False
fold_06/state_0/det_seed_3/pert_seed_2,06,0,3,2,True,True,True,True,True,5a662bfbefc657bcc69cd5d5664e973acc735679884b9c36f2f36f13466e9030,f1fbdd060f0478e7db504134571ffd555bb025c8f9a43e36cefbbb9b26e68279,8fc0bb80d1b1d3494c3d101bfa8412c8460fab689c68de3217b1c4171067bc39,False,False,False
fold_06/state_1/det_seed_1/pert_seed_0,06,1,1,0,True,True,True,True,True,3c7f62d25639865ace17b9882977c8a882d7afc589f0277065d911afacc8983d,332d73813ffada7b131ee05b71bc3a0ce6b1a43f336a8c1a6a0fcb1adfadfcd8,caf04ba08a8609124d8c5dcbb110185de68a6c7fd1970375d4483263f93855a7,False,False,False
fold_06/state_1/det_seed_1/pert_seed_1,06,1,1,1,True,True,True,True,True,3c7f62d25639865ace17b9882977c8a882d7afc589f0277065d911afacc8983d,3ddb4330d50b46f43c3ff30971886fc8b949bf9b87960383f0f6d63047ffd14e,caf04ba08a8609124d8c5dcbb110185de68a6c7fd1970375d4483263f93855a7,False,False,False
fold_06/state_1/det_seed_1/pert_seed_2,06,1,1,2,True,True,True,True,True,3c7f62d25639865ace17b9882977c8a882d7afc589f0277065d911afacc8983d,992521a05329a876a684878ef90d0672130e1180d4d41421d141ad44903f4b9e,caf04ba08a8609124d8c5dcbb110185de68a6c7fd1970375d4483263f93855a7,False,False,False
fold_06/state_1/det_seed_2/pert_seed_0,06,1,2,0,True,True,True,True,True,4c5df258f76230a920cf3906e9ee2531276d618026fd8f6e4aa508536efa5e18,372aca2e6b47da71fc5ad244ad68ea6a1804753d57b83d25ef5045668531bc55,c1b6b7e04f21b990e63d556092ce73c08c8a8db8327a255b7ff90b131edec1ca,False,False,False
fold_06/state_1/det_seed_2/pert_seed_1,06,1,2,1,True,True,True,True,True,4c5df258f76230a920cf3906e9ee2531276d618026fd8f6e4aa508536efa5e18,4bd8f4060e0645efd7011bc70b047961c0953afda93830a4a7d3edfe755f24d8,c1b6b7e04f21b990e63d556092ce73c08c8a8db8327a255b7ff90b131edec1ca,False,False,False
fold_06/state_1/det_seed_2/pert_seed_2,06,1,2,2,True,True,True,True,True,4c5df258f76230a920cf3906e9ee2531276d618026fd8f6e4aa508536efa5e18,704cd0b60485656e617dd10efc3651c7d92c4b4b175c9345988f49d7ff0b8e0a,c1b6b7e04f21b990e63d556092ce73c08c8a8db8327a255b7ff90b131edec1ca,False,False,False
fold_06/state_1/det_seed_3/pert_seed_0,06,1,3,0,True,True,True,True,True,2130c71e427342f157faa61d533c5701fd860ce5bdca23dd7b2e19d5eb73960a,31c7313359fd2b4dbf13cedd4c5675aa3548a7276478f974a6fbaa560a5160b8,57268306a75f9ec0c61e5331371674be84375622e9ab6ff0d74831d61fc74158,False,False,False
fold_06/state_1/det_seed_3/pert_seed_1,06,1,3,1,True,True,True,True,True,2130c71e427342f157faa61d533c5701fd860ce5bdca23dd7b2e19d5eb73960a,7778aedcb76347e8a350ed2d182306f31fe7d5ce31b05c8c157faca962cebebd,57268306a75f9ec0c61e5331371674be84375622e9ab6ff0d74831d61fc74158,False,False,False
fold_06/state_1/det_seed_3/pert_seed_2,06,1,3,2,True,True,True,True,True,2130c71e427342f157faa61d533c5701fd860ce5bdca23dd7b2e19d5eb73960a,fae40e9d82dbac1014c4ede66daf070e25d7bf067e2eedc8931cdb4925d10ff0,57268306a75f9ec0c61e5331371674be84375622e9ab6ff0d74831d61fc74158,False,False,False
fold_07/state_0/det_seed_1/pert_seed_0,07,0,1,0,True,True,True,True,True,3e0ebead498ba592e670709f63c10ff31dba66429a31ff0f521eb3dcb5530e30,3c3ccc74f9ea924e389f6d68a50b33341aac8da69ccabce1807b79fb5fbf40ff,d4f44e6264f94369210875dca7d852e715ca379f667fcce59d9f9690a0dd3842,False,False,False
fold_07/state_0/det_seed_1/pert_seed_1,07,0,1,1,True,True,True,True,True,3e0ebead498ba592e670709f63c10ff31dba66429a31ff0f521eb3dcb5530e30,0cdd990480cf448c4ce5c6b371e40512a9f72ed49a01dc10591558d08180cd48,d4f44e6264f94369210875dca7d852e715ca379f667fcce59d9f9690a0dd3842,False,False,False
fold_07/state_0/det_seed_1/pert_seed_2,07,0,1,2,True,True,True,True,True,3e0ebead498ba592e670709f63c10ff31dba66429a31ff0f521eb3dcb5530e30,a2c12b16bd76de650994824cbd832e48a10efc2af62da5d3b2e82f15e41a6bad,d4f44e6264f94369210875dca7d852e715ca379f667fcce59d9f9690a0dd3842,False,False,False
fold_07/state_0/det_seed_2/pert_seed_0,07,0,2,0,True,True,True,True,True,526396f96d0aa5f8d8db60cc6af65206aabfa6f694397c90527f31eb0231e002,9f0859d50ca358843fa2bc3b0528ac9898780c5fdf4bc45468bde3fbe24aee33,271a66e5acd658c009c7879efe1a58fa537233919080bfa9f0ab28552b5a0b94,False,False,False
fold_07/state_0/det_seed_2/pert_seed_1,07,0,2,1,True,True,True,True,True,526396f96d0aa5f8d8db60cc6af65206aabfa6f694397c90527f31eb0231e002,9f0859d50ca358843fa2bc3b0528ac9898780c5fdf4bc45468bde3fbe24aee33,271a66e5acd658c009c7879efe1a58fa537233919080bfa9f0ab28552b5a0b94,False,False,False
fold_07/state_0/det_seed_2/pert_seed_2,07,0,2,2,True,True,True,True,True,526396f96d0aa5f8d8db60cc6af65206aabfa6f694397c90527f31eb0231e002,9f0859d50ca358843fa2bc3b0528ac9898780c5fdf4bc45468bde3fbe24aee33,271a66e5acd658c009c7879efe1a58fa537233919080bfa9f0ab28552b5a0b94,False,False,False
fold_07/state_0/det_seed_3/pert_seed_0,07,0,3,0,True,True,True,True,True,9478d68f4bfffb47d83ad278bdb0748fcdb6ea2700965d79fb321f5a2cb94027,de4cddb580db6af9145eed86fb3cf245ced06ce275d545c2af717449f19f02af,b351123c99ca249ca3ac22fc63506f5fb95ddd025db13ca5ade6797d1c7c6c72,False,False,False
fold_07/state_0/det_seed_3/pert_seed_1,07,0,3,1,True,True,True,True,True,c9b4f23265a06924c260c90fbca5b303ee68a557c378c89bd8f1f73b7db634e8,b209423dfe3e5c047c41b35df41637eba405a40c34a69874d55b4e91fb99d4af,b351123c99ca249ca3ac22fc63506f5fb95ddd025db13ca5ade6797d1c7c6c72,False,False,False
fold_07/state_0/det_seed_3/pert_seed_2,07,0,3,2,True,True,True,True,True,9478d68f4bfffb47d83ad278bdb0748fcdb6ea2700965d79fb321f5a2cb94027,3cd9d7ddf570f810460602f6208bfdf7aae7a28201bcf03b06108fd667e7b7d2,b351123c99ca249ca3ac22fc63506f5fb95ddd025db13ca5ade6797d1c7c6c72,False,False,False
fold_07/state_1/det_seed_1/pert_seed_0,07,1,1,0,True,True,True,True,True,f012988b525c17f2cc8c43bd4ca6ea3a7641720056943898e947587be146d2c9,2187b8fe70ba357046ba4176e7f2821f41c06c94a59ac6501d3244c75dc64303,d1716ec44ba9d534404c182eb726b50614eede423dea9b2d24c3e5f82dc5eb35,False,False,False
fold_07/state_1/det_seed_1/pert_seed_1,07,1,1,1,True,True,True,True,True,f012988b525c17f2cc8c43bd4ca6ea3a7641720056943898e947587be146d2c9,54a679eaa1f18e7bbf4d1f202d1e50408ef3f55d1f0cb6106c59f7e0067a29cb,d1716ec44ba9d534404c182eb726b50614eede423dea9b2d24c3e5f82dc5eb35,False,False,False
fold_07/state_1/det_seed_1/pert_seed_2,07,1,1,2,True,True,True,True,True,f012988b525c17f2cc8c43bd4ca6ea3a7641720056943898e947587be146d2c9,62ed790e2851394968ef23f0aabf8b1ea316c1e0a8ce6f307232bda89d13fd5d,d1716ec44ba9d534404c182eb726b50614eede423dea9b2d24c3e5f82dc5eb35,False,False,False
fold_07/state_1/det_seed_2/pert_seed_0,07,1,2,0,True,False,False,False,True,dbc9e06b68668094c55708e1a7f5471cef33cc73dbcf0580b8a571a85462b5bc,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_07/state_1/det_seed_2/pert_seed_1,07,1,2,1,True,False,False,False,True,dbc9e06b68668094c55708e1a7f5471cef33cc73dbcf0580b8a571a85462b5bc,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_07/state_1/det_seed_2/pert_seed_2,07,1,2,2,True,False,False,False,True,dbc9e06b68668094c55708e1a7f5471cef33cc73dbcf0580b8a571a85462b5bc,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_07/state_1/det_seed_3/pert_seed_0,07,1,3,0,True,False,False,False,True,f3b551392f7084d99d85339e9dc2d4d898f13798841cf9416593b52e7a3de72c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_07/state_1/det_seed_3/pert_seed_1,07,1,3,1,True,False,False,False,True,f3b551392f7084d99d85339e9dc2d4d898f13798841cf9416593b52e7a3de72c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_07/state_1/det_seed_3/pert_seed_2,07,1,3,2,True,False,False,False,True,f3b551392f7084d99d85339e9dc2d4d898f13798841cf9416593b52e7a3de72c,UNKNOWN,UNKNOWN,False,UNKNOWN,UNKNOWN
fold_08/state_0/det_seed_1/pert_seed_0,08,0,1,0,True,True,True,True,True,b13c3470a3c47075eca3b9594fc4da8085f2c5c1733843691dcf7e0a88a2dbf1,276b055010df004c8e6ac0eae08948dd3344daa245205c4a743d84dbf7fb61e9,d382692971da21d9fbd7dbd13aaeab65cf55c428d4fcc4970e6dbd4d3c12f52e,False,False,False
fold_08/state_0/det_seed_1/pert_seed_1,08,0,1,1,True,True,True,True,True,b13c3470a3c47075eca3b9594fc4da8085f2c5c1733843691dcf7e0a88a2dbf1,7b934518128bf7619f071f864fb0bb56bc1318ca866281c68ca3c9224bbb9b3c,d382692971da21d9fbd7dbd13aaeab65cf55c428d4fcc4970e6dbd4d3c12f52e,False,False,False
fold_08/state_0/det_seed_1/pert_seed_2,08,0,1,2,True,True,True,True,True,b13c3470a3c47075eca3b9594fc4da8085f2c5c1733843691dcf7e0a88a2dbf1,5db0d0eb63ff7d116491f27247ddb9e0f0fb6936f3d0ef67a2d765c805e56042,d382692971da21d9fbd7dbd13aaeab65cf55c428d4fcc4970e6dbd4d3c12f52e,False,False,False
fold_08/state_0/det_seed_2/pert_seed_0,08,0,2,0,True,True,True,True,True,7b4c5b8ea90c9a567799253d1cbc354242b0afc0be8cc07e0c228dfc8d8fd537,2eebeb0d70f31d085375331d541070bfaf251ad962a43d74d6a09256c256eae3,7fe3d0720f3e1d1e2b6c5ceb7560d77939ecea0dd9af7b1fbc79d3f48612ef38,False,False,False
fold_08/state_0/det_seed_2/pert_seed_1,08,0,2,1,True,True,True,True,True,7b4c5b8ea90c9a567799253d1cbc354242b0afc0be8cc07e0c228dfc8d8fd537,2eebeb0d70f31d085375331d541070bfaf251ad962a43d74d6a09256c256eae3,7fe3d0720f3e1d1e2b6c5ceb7560d77939ecea0dd9af7b1fbc79d3f48612ef38,False,False,False
fold_08/state_0/det_seed_2/pert_seed_2,08,0,2,2,True,True,True,True,True,7b4c5b8ea90c9a567799253d1cbc354242b0afc0be8cc07e0c228dfc8d8fd537,2eebeb0d70f31d085375331d541070bfaf251ad962a43d74d6a09256c256eae3,7fe3d0720f3e1d1e2b6c5ceb7560d77939ecea0dd9af7b1fbc79d3f48612ef38,False,False,False
fold_08/state_0/det_seed_3/pert_seed_0,08,0,3,0,True,True,True,True,True,374c4fba0dc097e900e46114e401af4b28ddba275522da19d4e7a782a3a413d3,a8681a23409ddce44866440c62f8d0c2b15ee54c1efd533f2fa14955db3d0ad7,d3e58c035dae2b565f636b94507e498611705211080ba363c16b5c7f6856da4e,False,False,False
fold_08/state_0/det_seed_3/pert_seed_1,08,0,3,1,True,True,True,True,True,374c4fba0dc097e900e46114e401af4b28ddba275522da19d4e7a782a3a413d3,e53e3c19fee49716885df0d6af5c7ae06d90bd30205e7241aa1b76797eb377ca,d3e58c035dae2b565f636b94507e498611705211080ba363c16b5c7f6856da4e,False,False,False
fold_08/state_0/det_seed_3/pert_seed_2,08,0,3,2,True,True,True,True,True,374c4fba0dc097e900e46114e401af4b28ddba275522da19d4e7a782a3a413d3,4f170665f481b5cc40b2a6d473091d0cec025936282900a5e31e6aca47d16bb6,d3e58c035dae2b565f636b94507e498611705211080ba363c16b5c7f6856da4e,False,False,False
fold_08/state_2/det_seed_1/pert_seed_0,08,2,1,0,True,True,True,True,True,988e4c99cdc3c3ce978917b32c13b122cb10d161dd95d1868302186f39b9de22,55b06744bf62b047cbcbe14138b2b4e9a290ddbdcdf142c3fa70fd1f520ef9bd,5b239def47d517b3001f03d09cc5a9cc5dd9d5f5f5e9301407cd6a2ea66e1654,False,False,False
fold_08/state_2/det_seed_1/pert_seed_1,08,2,1,1,True,True,True,True,True,50c0525d53c76dd048c890e717451a50b42fd91ce70bde768ad3de30f2af87b9,bc9bd7a6dc13c5b1ef42da55be308f66841ee7a1ba1d708f17df5d9f22b6e110,5b239def47d517b3001f03d09cc5a9cc5dd9d5f5f5e9301407cd6a2ea66e1654,False,False,False
fold_08/state_2/det_seed_1/pert_seed_2,08,2,1,2,True,True,True,True,True,50c0525d53c76dd048c890e717451a50b42fd91ce70bde768ad3de30f2af87b9,55b06744bf62b047cbcbe14138b2b4e9a290ddbdcdf142c3fa70fd1f520ef9bd,5b239def47d517b3001f03d09cc5a9cc5dd9d5f5f5e9301407cd6a2ea66e1654,False,False,False
fold_08/state_2/det_seed_2/pert_seed_0,08,2,2,0,True,True,True,True,True,1c74de7c513247956d5c3cdafcdf353fb56786b6a758a90702bd89def3f7eac4,e813e943443e23f8a7bac45b3badfa209cd23763456ce9bdd229c3954145b569,ee8b8d8f2daee1456310f5eb3cd46b1e3ebb48998bfd622c85efc35937ace577,False,False,False
fold_08/state_2/det_seed_2/pert_seed_1,08,2,2,1,True,True,True,True,True,1c74de7c513247956d5c3cdafcdf353fb56786b6a758a90702bd89def3f7eac4,2ed5fa00fde48efb1a4af034e95da7cd5498a68091933890eb66685157336143,ee8b8d8f2daee1456310f5eb3cd46b1e3ebb48998bfd622c85efc35937ace577,False,False,False
fold_08/state_2/det_seed_2/pert_seed_2,08,2,2,2,True,True,True,True,True,1c74de7c513247956d5c3cdafcdf353fb56786b6a758a90702bd89def3f7eac4,9017d50034dc520a185daa5fd4fd7104d8f648864741daec42840f6b98b6f6e7,ee8b8d8f2daee1456310f5eb3cd46b1e3ebb48998bfd622c85efc35937ace577,False,False,False
fold_08/state_2/det_seed_3/pert_seed_0,08,2,3,0,True,True,True,True,True,f77718ed7295ad216b9936f84dc1b0c8d94c3e98ad863348273b75303536f15e,fde625998de66596f5d32c62e8da40cde7f4fec29254052153569aec0ba5eb3a,cf4269ed1d40e5a30e2fe9c13fef03914b91338ca0435de56d96d9615776fbd1,False,False,False
fold_08/state_2/det_seed_3/pert_seed_1,08,2,3,1,True,True,True,True,True,f77718ed7295ad216b9936f84dc1b0c8d94c3e98ad863348273b75303536f15e,a8176d8dfdf980363c51171ea1d100e010acc7461f8c080c17f350aa0294cc68,cf4269ed1d40e5a30e2fe9c13fef03914b91338ca0435de56d96d9615776fbd1,False,False,False
fold_08/state_2/det_seed_3/pert_seed_2,08,2,3,2,True,True,True,True,True,f77718ed7295ad216b9936f84dc1b0c8d94c3e98ad863348273b75303536f15e,ee54f40b4a813a5a245653a8effe267d95bfcb52e17435f451b0c8c594f50bb1,cf4269ed1d40e5a30e2fe9c13fef03914b91338ca0435de56d96d9615776fbd1,False,False,False
fold_09/state_0/det_seed_1/pert_seed_0,09,0,1,0,True,True,True,True,True,0c3334722539b8ae9d086a0a6cb72e01ac4871c8b9bd2fde393fe8466765e321,64dc6395519018e07dec95ec46e1fae5ce2bd7ebbca4f1de7d029625bcce5ce7,106b3722aa8457ed659279fe07df9e422c989e964004df0845bd83ed1e950483,False,False,False
fold_09/state_0/det_seed_1/pert_seed_1,09,0,1,1,True,True,True,True,True,0c3334722539b8ae9d086a0a6cb72e01ac4871c8b9bd2fde393fe8466765e321,1d7738cb51fee4d3727d3e122eea465057c09f2dc4ca6720fe15a6d1b9522ebe,106b3722aa8457ed659279fe07df9e422c989e964004df0845bd83ed1e950483,False,False,False
fold_09/state_0/det_seed_1/pert_seed_2,09,0,1,2,True,True,True,True,True,0c3334722539b8ae9d086a0a6cb72e01ac4871c8b9bd2fde393fe8466765e321,4f1ab788d4a90883324ed6070ec0eba6b9bea517540873ecbadc4e06e5254d29,106b3722aa8457ed659279fe07df9e422c989e964004df0845bd83ed1e950483,False,False,False
fold_09/state_0/det_seed_2/pert_seed_0,09,0,2,0,True,True,True,True,True,ea3b0047e70f357931309f889214d1ef7a6ca128bf2931c0911bff74c0e08b2d,6b64ac0af1ebc647fc276dcd3206921f18dfb4dc7281f402d3d3ac3ff5435012,b463c3c99fd1c87f2233fb0d6bdafc8bfa89d8437787416e22212961c5ead939,False,False,False
fold_09/state_0/det_seed_2/pert_seed_1,09,0,2,1,True,True,True,True,True,ea3b0047e70f357931309f889214d1ef7a6ca128bf2931c0911bff74c0e08b2d,ddc548e609498681f9ad5fc46f4de9d791e0c6044ffc081d3b083e49e554b2a6,b463c3c99fd1c87f2233fb0d6bdafc8bfa89d8437787416e22212961c5ead939,False,False,False
fold_09/state_0/det_seed_2/pert_seed_2,09,0,2,2,True,True,True,True,True,ea3b0047e70f357931309f889214d1ef7a6ca128bf2931c0911bff74c0e08b2d,363a6048f8d0af9206c3164b4c9f4e4e31981668ed3e2065d5fab2e280e0f694,b463c3c99fd1c87f2233fb0d6bdafc8bfa89d8437787416e22212961c5ead939,False,False,False
fold_09/state_0/det_seed_3/pert_seed_0,09,0,3,0,True,True,True,True,True,175bb660329ab411015450a979b5c88864d2a84ebde9b8189b46f641b21ff7d3,a50b675d1dc8932d1de7a15545a151651e3fff2ecb9d6630a6fdf4f7e9f82c89,2d6180634cb32b226a11ad13ad3b87cc06eef646f34f6c6be7e84fec49c75b0f,False,False,False
fold_09/state_0/det_seed_3/pert_seed_1,09,0,3,1,True,True,True,True,True,175bb660329ab411015450a979b5c88864d2a84ebde9b8189b46f641b21ff7d3,c4c00b919b3936b241401759b827a100596e5076e3401ab3b8868431cc23e17d,2d6180634cb32b226a11ad13ad3b87cc06eef646f34f6c6be7e84fec49c75b0f,False,False,False
fold_09/state_0/det_seed_3/pert_seed_2,09,0,3,2,True,True,True,True,True,175bb660329ab411015450a979b5c88864d2a84ebde9b8189b46f641b21ff7d3,201749f4967b1e307e3aff6b11b6af333b59cd3625d26e0acc8d62c43fa23393,2d6180634cb32b226a11ad13ad3b87cc06eef646f34f6c6be7e84fec49c75b0f,False,False,False
fold_09/state_1/det_seed_1/pert_seed_0,09,1,1,0,True,True,True,True,True,0e099113f941f45231ea66e8c00d4fc82524c7304d1e06da5f1b36e1c259698a,4ef170d6347fffdc3718470c1273ce19466e7e2a188527e1e9720c8edad48da3,ee44c84c8b239ee9c66a580c854ba79e5277b70bd9391e77acc179b7c2f4ccf4,False,False,False
fold_09/state_1/det_seed_1/pert_seed_1,09,1,1,1,True,True,True,True,True,0e099113f941f45231ea66e8c00d4fc82524c7304d1e06da5f1b36e1c259698a,73934a5dabe93a4979da5d8396b3ed9e9ff13c6ee61a5f4e3b0d0d589ef22e78,ee44c84c8b239ee9c66a580c854ba79e5277b70bd9391e77acc179b7c2f4ccf4,False,False,False
fold_09/state_1/det_seed_1/pert_seed_2,09,1,1,2,True,True,True,True,True,0e099113f941f45231ea66e8c00d4fc82524c7304d1e06da5f1b36e1c259698a,dc608e67492e7a93a198e167f4301bedf5a5314b9b66c945e357d774912cadc0,ee44c84c8b239ee9c66a580c854ba79e5277b70bd9391e77acc179b7c2f4ccf4,False,False,False
fold_09/state_1/det_seed_2/pert_seed_0,09,1,2,0,True,True,True,True,True,83c72ff56113776e3725c3bf9fe8c4e5f44d411680d14f2f87c7caff1b50ea25,27285c8143bd61b9470dd4540c52c096faa66f57dbbac80380449c8bfeed0f3b,bc292e104d3dcc93487f3ae503fba0c33a0dc3e97b6ecb06e964eb66a26f8f6e,False,False,False
fold_09/state_1/det_seed_2/pert_seed_1,09,1,2,1,True,True,True,True,True,83c72ff56113776e3725c3bf9fe8c4e5f44d411680d14f2f87c7caff1b50ea25,27285c8143bd61b9470dd4540c52c096faa66f57dbbac80380449c8bfeed0f3b,bc292e104d3dcc93487f3ae503fba0c33a0dc3e97b6ecb06e964eb66a26f8f6e,False,False,False
fold_09/state_1/det_seed_2/pert_seed_2,09,1,2,2,True,True,True,True,True,83c72ff56113776e3725c3bf9fe8c4e5f44d411680d14f2f87c7caff1b50ea25,0b0697587383c19f7595192e225b93c2f8c891e7f4f0827930b94e6ef26d1bf8,bc292e104d3dcc93487f3ae503fba0c33a0dc3e97b6ecb06e964eb66a26f8f6e,False,False,False
fold_09/state_1/det_seed_3/pert_seed_0,09,1,3,0,True,True,True,True,True,e555bd5791422e8620220866bea09dd86f921540ce7b7f7aa78be373fe10ca34,64991a6bf7f716ffe3530b92bc567bbff915d31910883b350b7c673dc095d4ef,b44506353daf812365225d4938f6f3c683b5c7cefdd55e7180980a160d43800a,False,False,False
fold_09/state_1/det_seed_3/pert_seed_1,09,1,3,1,True,True,True,True,True,e555bd5791422e8620220866bea09dd86f921540ce7b7f7aa78be373fe10ca34,5d32076b8e738c4ba18e23b1aaebbfa48b8f8d2f30767064e22d149abae686b4,b44506353daf812365225d4938f6f3c683b5c7cefdd55e7180980a160d43800a,False,False,False
fold_09/state_1/det_seed_3/pert_seed_2,09,1,3,2,True,True,True,True,True,e555bd5791422e8620220866bea09dd86f921540ce7b7f7aa78be373fe10ca34,cd95a247b64f60a5b012b2eadfc55eb339442fd171daba743092f423dd282602,b44506353daf812365225d4938f6f3c683b5c7cefdd55e7180980a160d43800a,False,False,False
