condition,protocol_field,search_roots,search_terms,files_examined,hits,candidate_paths,script_sha256,conflicting_sources,status
EARLY_SHIFT_T10,aggregation_script,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,validator,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,runtime_source_file,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,dirty_file_SHA,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,condition_manifest,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,checkpoint_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
EARLY_SHIFT_T10,dataset_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,epsilon,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,epsilon_space,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,pgd_steps,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,step_size,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,K,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,target_token,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,objective,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,route,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,fallback,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,arm_gate,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,arm_preservation_metric,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,attack_config_version,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,launch_command,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,aggregation_script,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,validator,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,runtime_source_file,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,dirty_file_SHA,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,condition_manifest,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,checkpoint_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
TRUE_T10,dataset_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,epsilon,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,epsilon_space,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,pgd_steps,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,step_size,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,K,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,target_token,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,objective,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,route,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,fallback,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,arm_gate,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,arm_preservation_metric,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,attack_config_version,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,launch_command,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,aggregation_script,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,validator,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,runtime_source_file,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,dirty_file_SHA,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,condition_manifest,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,checkpoint_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
COMMAND_OPEN_ORACLE_T10,dataset_path,/mnt/sdc/dty_user/openvla_attack;/mnt/sdc/dty_user/table1_sota_execution_v1,artifact metadata;condition root;related manifests;related logs;launch scripts;runtime inventory;git history;output-root string search,NOT_REPRODUCIBLE_FROM_COMMITTED_LEDGER,NOT_CLAIMED_ZERO,,NOT_COMMITTED,none confirmed,UNRESOLVED_NO_FORMAL_BINDING_EVIDENCE
