candidate_step,candidate_index,is_teacher_p,distance_to_p,total_score,raw_crossing,close_onset,close_streak,qpos,eef_speed_now,eef_speed_prev,eef_deceleration_delta,time_since_prev_close,time_since_last_open,trace_id,task_key,state_id
57,1,1,0,3.3,1,1,1,-2.5e-05,0.014749,0.017008,-0.002259,50,,trace_bbq_sauce_s46_w0_10_s20d_clean_seed0_job330077,bbq_sauce,46
60,0,1,0,3.3,1,1,1,-2.2e-05,0.035088,0.035739,-0.000651,,,trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10
152,1,0,92,3.3,1,1,1,5.7e-05,0.004089,0.002343,0.001746,92,,trace_butter_s10_w0_10_s20d_clean_seed0_job330081,butter,10
58,0,1,0,3.3,1,1,1,-3e-06,0.032801,0.031447,0.001354,,,trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11
60,1,0,2,3.3,1,1,1,-0.006013,0.019931,0.029106,-0.009175,2,,trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11
144,2,0,86,3.3,1,1,1,0.000124,0.013862,0.006542,0.00732,84,,trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11
148,3,0,90,3.8,1,1,1,0.000111,0.00479,0.0088,-0.00401,4,,trace_butter_s11_w0_10_s20d_clean_seed0_job330082,butter,11
61,0,1,0,3.3,1,1,1,-0.027152,0.013118,0.014979,-0.001861,,,trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14
139,1,0,78,3.8,1,1,1,-3e-05,0.003616,0.008517,-0.004901,78,,trace_butter_s14_w0_10_s20d_clean_seed0_job330085,butter,14
10,0,0,-47,3.8,1,1,1,-3.7e-05,0.004213,0.004449,-0.000236,,,trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15
57,1,1,0,3.3,1,1,1,-2.6e-05,0.040261,0.040444,-0.000183,47,,trace_butter_s15_w0_10_s20d_clean_seed0_job330086,butter,15
9,0,0,-45,3.3,1,1,1,-5.3e-05,0.011129,0.008399,0.00273,,,trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17
54,1,1,0,3.3,1,1,1,-9.3e-05,0.038833,0.040584,-0.001751,45,,trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17
130,2,0,76,3.8,1,1,1,-9.7e-05,0.007862,0.014194,-0.006332,76,,trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17
134,3,0,80,3.8,1,1,1,-9.7e-05,0.005122,0.006043,-0.000921,4,,trace_butter_s17_w0_10_s20d_clean_seed0_job330088,butter,17
10,0,0,-63,3.3,1,1,1,-2.7e-05,0.004978,0.004835,0.000143,,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
12,1,0,-61,3.3,1,1,1,-1.9e-05,0.011138,0.007121,0.004017,2,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
73,2,1,0,3.3,1,1,1,-2.2e-05,0.038768,0.040439,-0.001671,61,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
76,3,0,3,3.3,1,1,1,-0.003049,0.014997,0.025833,-0.010836,3,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
78,4,0,5,3.8,1,1,1,-0.007024,0.006165,0.007025,-0.00086,2,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
114,5,0,41,3.3,1,1,1,-0.001029,0.01593,0.013754,0.002176,36,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
121,6,0,48,3.3,1,1,1,-0.000602,0.015154,0.011,0.004154,7,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
130,7,0,57,3.3,1,1,1,-0.000284,0.014308,0.015267,-0.000959,9,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
133,8,0,60,3.3,1,1,1,-0.000137,0.013508,0.014658,-0.00115,3,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
145,9,0,72,3.3,1,1,1,7.2e-05,0.027284,0.033488,-0.006204,12,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
149,10,0,76,3.3,1,1,1,-6.9e-05,0.011872,0.010431,0.001441,4,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
156,11,0,83,3.3,1,1,1,-5.4e-05,0.022524,0.02431,-0.001786,7,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
185,12,0,112,3.3,1,1,1,0.00017,0.018247,0.021713,-0.003466,29,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
194,13,0,121,3.8,1,1,1,5.8e-05,0.006825,0.00815,-0.001325,9,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
203,14,0,130,3.3,1,1,1,3.7e-05,0.006696,0.006399,0.000297,9,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
206,15,0,133,3.3,1,1,1,6e-05,0.007879,0.007773,0.000106,3,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
208,16,0,135,3.3,1,1,1,5.8e-05,0.00544,0.004972,0.000468,2,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
212,17,0,139,3.3,1,1,1,3.4e-05,0.010043,0.00787,0.002173,4,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
215,18,0,142,3.8,1,1,1,2e-05,0.004577,0.005827,-0.00125,3,,trace_butter_s19_w0_10_s20d_clean_seed0_job330090,butter,19
54,0,1,0,3.3,1,1,1,-0.001595,0.034297,0.035671,-0.001374,,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
136,1,0,82,3.8,1,1,1,0.000101,0.008547,0.020074,-0.011527,82,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
139,2,0,85,3.3,1,1,1,6.7e-05,0.003714,0.003207,0.000507,3,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
142,3,0,88,3.3,1,1,1,5.2e-05,0.009504,0.003604,0.0059,3,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
146,4,0,92,3.3,1,1,1,7.8e-05,0.001969,0.001871,9.8e-05,4,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
150,5,0,96,3.3,1,1,1,7.6e-05,0.000924,0.000181,0.000743,4,,trace_butter_s20_w0_10_s20d_clean_seed0_job330091,butter,20
15,0,0,-51,3.3,1,1,1,-4.4e-05,0.008021,0.005611,0.00241,,,trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21
66,1,1,0,3.3,1,1,1,-2e-06,0.034712,0.035173,-0.000461,51,,trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21
68,2,0,2,3.3,1,1,1,-0.003103,0.025129,0.033163,-0.008034,2,,trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21
115,3,0,49,3.8,1,1,1,-0.000318,0.009924,0.012459,-0.002535,47,,trace_butter_s21_w0_10_s20d_clean_seed0_job330092,butter,21
48,0,0,-55,3.3,1,1,1,-5.5e-05,0.032863,0.032806,5.7e-05,,,trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22
103,1,1,0,3.3,1,1,1,1.3e-05,0.037153,0.03769,-0.000537,55,,trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22
183,2,0,80,3.8,1,1,1,-9.6e-05,0.007122,0.017182,-0.01006,80,,trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22
190,3,0,87,3.3,1,1,1,-0.000134,0.005279,0.003861,0.001418,7,,trace_butter_s22_w0_10_s20d_clean_seed0_job330093,butter,22
53,0,1,0,3.3,1,1,1,-0.010183,0.016893,0.018623,-0.00173,,,trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23
57,1,0,4,3.3,1,1,1,-0.026334,0.012484,0.013116,-0.000632,4,,trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23
142,2,0,89,3.8,1,1,1,8.7e-05,0.008341,0.019351,-0.01101,85,,trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23
147,3,0,94,3.8,1,1,1,5.6e-05,0.007515,0.009355,-0.00184,5,,trace_butter_s23_w0_10_s20d_clean_seed0_job330094,butter,23
10,0,0,-42,3.3,1,1,1,-2.8e-05,0.009535,0.006705,0.00283,,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
52,1,1,0,3.3,1,1,1,-0.000122,0.037461,0.039749,-0.002288,42,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
130,2,0,78,3.3,1,1,1,-0.000259,0.018763,0.023547,-0.004784,78,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
132,3,0,80,3.8,1,1,1,-0.000192,0.005506,0.011117,-0.005611,2,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
137,4,0,85,3.3,1,1,1,-0.00017,0.005786,0.004555,0.001231,5,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
143,5,0,91,3.3,1,1,1,-0.000194,0.004041,0.002514,0.001527,6,,trace_butter_s25_w0_10_s20d_clean_seed0_job330096,butter,25
46,0,0,-152,3.3,1,1,1,-9.2e-05,0.039689,0.03918,0.000509,,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
69,1,0,-129,3.3,1,1,1,-0.000125,0.016537,0.024946,-0.008409,23,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
98,2,0,-100,3.3,1,1,1,-0.000208,0.007669,0.007123,0.000546,29,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
106,3,0,-92,3.3,1,1,1,3.7e-05,0.013943,0.008164,0.005779,8,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
110,4,0,-88,3.8,1,1,1,-0.000159,0.008368,0.015959,-0.007591,4,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
114,5,0,-84,3.3,1,1,1,-0.000208,0.010893,0.006628,0.004265,4,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
152,6,0,-46,3.3,1,1,1,-6e-05,0.030305,0.031219,-0.000914,38,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
176,7,0,-22,3.3,1,1,1,-0.000171,0.029741,0.036546,-0.006805,24,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
181,8,0,-17,3.3,1,1,1,-0.000286,0.020977,0.011141,0.009836,5,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
183,9,0,-15,3.8,1,1,1,-0.000221,0.009757,0.017936,-0.008179,2,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
198,10,1,0,3.3,1,1,1,-0.001726,0.024304,0.029001,-0.004697,15,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
200,11,0,2,3.8,1,1,1,-0.002443,0.006748,0.014754,-0.008006,2,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
221,12,0,23,3.8,1,1,1,-0.000208,0.006607,0.01921,-0.012603,21,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
241,13,0,43,3.3,1,1,1,-0.00023,0.021545,0.03012,-0.008575,20,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
247,14,0,49,3.3,1,1,1,-0.000121,0.016327,0.025355,-0.009028,6,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
249,15,0,51,3.3,1,1,1,-0.000135,0.012106,0.012196,-9e-05,2,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
252,16,0,54,3.8,1,1,1,-0.000211,0.007435,0.009925,-0.00249,3,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
255,17,0,57,3.3,1,1,1,-0.000191,0.016913,0.016567,0.000346,3,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
260,18,0,62,3.3,1,1,1,-0.000269,0.015124,0.00908,0.006044,5,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
267,19,0,69,3.8,1,1,1,-0.000165,0.009669,0.015263,-0.005594,7,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
270,20,0,72,3.3,1,1,1,-0.000172,0.012992,0.008951,0.004041,3,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
273,21,0,75,3.3,1,1,1,-0.000133,0.016159,0.014679,0.00148,3,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
277,22,0,79,3.3,1,1,1,-0.000166,0.017152,0.014327,0.002825,4,,trace_butter_s27_w0_10_s20d_clean_seed0_job330098,butter,27
65,0,1,0,3.3,1,1,1,-0.000134,0.037721,0.038176,-0.000455,,,trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28
162,1,0,97,3.8,1,1,1,-0.000107,0.002576,0.004499,-0.001923,97,,trace_butter_s28_w0_10_s20d_clean_seed0_job330099,butter,28
65,0,1,0,3.3,1,1,1,-0.000451,0.032351,0.034573,-0.002222,,,trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31
150,1,0,85,3.3,1,1,1,-8.5e-05,0.010099,0.00502,0.005079,85,,trace_butter_s31_w0_10_s20d_clean_seed0_job330102,butter,31
45,0,1,0,3.3,1,1,1,-0.004534,0.024016,0.029777,-0.005761,,,trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33
123,1,0,78,3.8,1,1,1,8e-06,0.005402,0.006915,-0.001513,78,,trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33
126,2,0,81,3.8,1,1,1,0.0,0.001431,0.002369,-0.000938,3,,trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33
135,3,0,90,3.3,1,1,1,4e-06,0.004297,0.003652,0.000645,9,,trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33
137,4,0,92,3.8,1,1,1,5e-06,0.004456,0.004708,-0.000252,2,,trace_butter_s33_w0_10_s20d_clean_seed0_job330104,butter,33
53,0,1,0,3.3,1,1,1,-7.3e-05,0.030217,0.029216,0.001001,,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
55,1,0,2,3.3,1,1,1,-0.002646,0.031162,0.032297,-0.001135,2,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
140,2,0,87,3.8,1,1,1,0.000112,0.004753,0.009326,-0.004573,85,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
143,3,0,90,3.3,1,1,1,9.2e-05,0.011679,0.004298,0.007381,3,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
149,4,0,96,3.8,1,1,1,0.000102,0.003077,0.008801,-0.005724,6,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
151,5,0,98,3.3,1,1,1,8.2e-05,0.004894,0.003539,0.001355,2,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
155,6,0,102,3.8,1,1,1,5.3e-05,0.004717,0.005094,-0.000377,4,,trace_butter_s34_w0_10_s20d_clean_seed0_job330105,butter,34
61,0,1,0,3.3,1,1,1,-9.4e-05,0.035822,0.035336,0.000486,,,trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35
147,1,0,86,3.3,1,1,1,-0.00022,0.010256,0.019927,-0.009671,86,,trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35
152,2,0,91,3.8,1,1,1,-0.00014,0.003773,0.008431,-0.004658,5,,trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35
156,3,0,95,3.8,1,1,1,-0.000109,0.004269,0.006945,-0.002676,4,,trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35
161,4,0,100,3.3,1,1,1,-0.000103,0.002658,0.002593,6.5e-05,5,,trace_butter_s35_w0_10_s20d_clean_seed0_job330106,butter,35
56,0,1,0,3.3,1,1,1,-0.000167,0.041309,0.040977,0.000332,,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
122,1,0,66,3.8,1,1,1,-0.000161,0.007663,0.008911,-0.001248,66,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
126,2,0,70,3.3,1,1,1,-0.000158,0.00897,0.008013,0.000957,4,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
149,3,0,93,3.3,1,1,1,-7.3e-05,0.031813,0.033452,-0.001639,23,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
172,4,0,116,3.3,1,1,1,-0.000107,0.027559,0.036635,-0.009076,23,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
180,5,0,124,3.3,1,1,1,-0.000131,0.028425,0.038174,-0.009749,8,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
185,6,0,129,3.8,1,1,1,-7.9e-05,0.009363,0.016917,-0.007554,5,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
187,7,0,131,3.3,1,1,1,-7.6e-05,0.011838,0.009836,0.002002,2,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
192,8,0,136,3.3,1,1,1,-9.1e-05,0.018366,0.022102,-0.003736,5,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
195,9,0,139,3.3,1,1,1,-9.8e-05,0.0102,0.010924,-0.000724,3,,trace_butter_s36_w0_10_s20d_clean_seed0_job330107,butter,36
6,0,0,-58,3.3,1,1,1,-2.3e-05,0.003771,0.003512,0.000259,,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
64,1,1,0,3.8,1,1,1,-0.010028,0.009088,0.015334,-0.006246,58,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
152,2,0,88,3.3,1,1,1,2.6e-05,0.011008,0.0208,-0.009792,88,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
157,3,0,93,3.3,1,1,1,7.4e-05,0.016125,0.021309,-0.005184,5,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
163,4,0,99,3.8,1,1,1,0.000115,0.007865,0.010219,-0.002354,6,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
170,5,0,106,3.3,1,1,1,5.7e-05,0.013441,0.011453,0.001988,7,,trace_butter_s37_w0_10_s20d_clean_seed0_job330108,butter,37
68,0,1,0,3.3,1,1,1,-0.00485,0.025759,0.034516,-0.008757,,,trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39
146,1,0,78,3.3,1,1,1,0.000241,0.017394,0.021589,-0.004195,78,,trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39
148,2,0,80,3.8,1,1,1,0.000198,0.003974,0.011081,-0.007107,2,,trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39
150,3,0,82,3.3,1,1,1,0.000161,0.005289,0.003482,0.001807,2,,trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39
153,4,0,85,3.3,1,1,1,0.000102,0.005139,0.004679,0.00046,3,,trace_butter_s39_w0_10_s20d_clean_seed0_job330110,butter,39
50,0,1,0,3.3,1,1,1,-5e-05,0.036129,0.036107,2.2e-05,,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
124,1,0,74,3.3,1,1,1,3.2e-05,0.01263,0.017656,-0.005026,74,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
127,2,0,77,3.8,1,1,1,-5e-05,0.008708,0.008852,-0.000144,3,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
134,3,0,84,3.3,1,1,1,-0.000122,0.005241,0.004985,0.000256,7,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
137,4,0,87,3.3,1,1,1,-0.000187,0.005,0.004517,0.000483,3,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
142,5,0,92,3.3,1,1,1,-0.00017,0.002488,0.002484,4e-06,5,,trace_butter_s40_w0_10_s20d_clean_seed0_job330111,butter,40
63,0,1,0,3.3,1,1,1,-0.001809,0.022871,0.027072,-0.004201,,,trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41
139,1,0,76,3.3,1,1,1,-0.000102,0.007029,0.003568,0.003461,76,,trace_butter_s41_w0_10_s20d_clean_seed0_job330112,butter,41
9,0,0,-113,3.3,1,1,1,-7.7e-05,0.011614,0.009459,0.002155,,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
49,1,0,-73,3.3,1,1,1,-4e-06,0.026719,0.028534,-0.001815,40,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
54,2,0,-68,3.3,1,1,1,-0.000237,0.013813,0.017566,-0.003753,5,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
56,3,0,-66,3.8,1,1,1,-0.001781,0.006407,0.008889,-0.002482,2,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
60,4,0,-62,3.3,1,1,1,-0.004961,0.009448,0.008312,0.001136,4,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
90,5,0,-32,3.8,1,1,1,-0.000197,0.008399,0.015813,-0.007414,30,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
96,6,0,-26,3.3,1,1,1,-0.00015,0.010688,0.013365,-0.002677,6,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
100,7,0,-22,3.3,1,1,1,-0.000174,0.013907,0.01357,0.000337,4,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
122,8,1,0,3.3,1,1,1,-0.000113,0.034067,0.03185,0.002217,22,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
205,9,0,83,3.3,1,1,1,-0.000362,0.016728,0.02398,-0.007252,83,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
211,10,0,89,3.8,1,1,1,-0.000207,0.004277,0.006314,-0.002037,6,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
215,11,0,93,3.8,1,1,1,-0.000123,0.002789,0.005577,-0.002788,4,,trace_butter_s42_w0_10_s20d_clean_seed0_job330113,butter,42
8,0,0,-243,3.3,1,1,1,-0.0,0.002501,0.001876,0.000625,,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
11,1,0,-240,3.3,1,1,1,-5.7e-05,0.010867,0.009896,0.000971,3,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
15,2,0,-236,3.3,1,1,1,-5.4e-05,0.010105,0.012408,-0.002303,4,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
20,3,0,-231,3.3,1,1,1,-0.000326,0.013332,0.01298,0.000352,5,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
23,4,0,-228,3.3,1,1,1,-0.000142,0.01281,0.010265,0.002545,3,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
26,5,0,-225,3.3,1,1,1,-0.000119,0.010023,0.010995,-0.000972,3,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
80,6,0,-171,3.8,1,1,1,-0.02245,0.005635,0.006068,-0.000433,54,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
128,7,0,-123,3.3,1,1,1,9.5e-05,0.004331,0.003168,0.001163,48,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
134,8,0,-117,3.8,1,1,1,6.9e-05,0.00462,0.008386,-0.003766,6,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
136,9,0,-115,3.3,1,1,1,2.1e-05,0.005897,0.004599,0.001298,2,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
141,10,0,-110,3.8,1,1,1,4.7e-05,0.003376,0.005473,-0.002097,5,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
148,11,0,-103,3.3,1,1,1,9.1e-05,0.01828,0.002038,0.016242,7,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
157,12,0,-94,3.8,1,1,1,0.000102,0.004784,0.010294,-0.00551,9,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
162,13,0,-89,3.8,1,1,1,8.2e-05,0.001255,0.002972,-0.001717,5,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
166,14,0,-85,3.8,1,1,1,8.2e-05,0.003531,0.003781,-0.00025,4,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
170,15,0,-81,3.8,1,1,1,9.6e-05,0.001752,0.002445,-0.000693,4,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
174,16,0,-77,3.3,1,1,1,9e-05,0.005207,0.004392,0.000815,4,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
179,17,0,-72,3.8,1,1,1,6.5e-05,0.001708,0.013267,-0.011559,5,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
183,18,0,-68,3.3,1,1,1,6.1e-05,0.003262,0.002217,0.001045,4,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
191,19,0,-60,3.8,1,1,1,5.5e-05,0.006243,0.022785,-0.016542,8,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
197,20,0,-54,3.8,1,1,1,6.7e-05,0.00918,0.026835,-0.017655,6,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
205,21,0,-46,3.3,1,1,1,-9.9e-05,0.01823,0.007243,0.010987,8,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
228,22,0,-23,3.8,1,1,1,-0.010855,0.000452,0.002585,-0.002133,23,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
231,23,0,-20,3.8,1,1,1,-0.006446,0.000858,0.001116,-0.000258,3,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
240,24,0,-11,3.3,1,1,1,-0.007165,0.001135,0.000322,0.000813,9,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
251,25,1,0,3.8,1,1,1,-0.019946,0.002532,0.003913,-0.001381,11,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
257,26,0,6,3.3,1,1,1,-0.016229,0.002245,0.000841,0.001404,6,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
263,27,0,12,3.3,1,1,1,-0.012439,0.002748,0.001679,0.001069,6,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
265,28,0,14,3.8,1,1,1,-0.012084,0.004405,0.004849,-0.000444,2,,trace_butter_s43_w0_10_s20d_clean_seed0_job330114,butter,43
52,0,1,0,3.3,1,1,1,-0.004656,0.016542,0.024604,-0.008062,,,trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45
55,1,0,3,3.8,1,1,1,-0.012824,0.009092,0.011413,-0.002321,3,,trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45
137,2,0,85,3.3,1,1,1,0.000652,0.005194,0.002412,0.002782,82,,trace_butter_s45_w0_10_s20d_clean_seed0_job330116,butter,45
7,0,0,-55,3.3,1,1,1,-2.4e-05,0.004179,0.003542,0.000637,,,trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46
62,1,1,0,3.3,1,1,1,-4.4e-05,0.037653,0.037882,-0.000229,55,,trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46
108,2,0,46,3.3,1,1,1,-5.9e-05,0.012915,0.024682,-0.011767,46,,trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46
139,3,0,77,3.3,1,1,1,8.7e-05,0.01567,0.022779,-0.007109,31,,trace_butter_s46_w0_10_s20d_clean_seed0_job330117,butter,46
