trace_id,task_key,state_id,grasp_privilege_valid,n_close_candidates,n_tp_qualifying_candidates,teacher_p_step,legacy_first_match_step,teacher_r_step,category
trace_cream_cheese_s20_w0_10_s20d_clean_seed0_job330171,cream_cheese,20,True,9,2,-1,66,54,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s21_w0_10_s20d_clean_seed0_job330172,cream_cheese,21,True,18,0,-1,-1,12,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s22_w0_10_s20d_clean_seed0_job330173,cream_cheese,22,True,2,1,54,54,10,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s23_w0_10_s20d_clean_seed0_job330174,cream_cheese,23,True,21,1,151,151,45,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s24_w0_10_s20d_clean_seed0_job330175,cream_cheese,24,True,7,5,-1,56,56,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s25_w0_10_s20d_clean_seed0_job330176,cream_cheese,25,True,9,3,-1,58,9,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s26_w0_10_s20d_clean_seed0_job330177,cream_cheese,26,True,10,4,-1,113,64,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s27_w0_10_s20d_clean_seed0_job330178,cream_cheese,27,True,10,4,-1,119,11,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s28_w0_10_s20d_clean_seed0_job330179,cream_cheese,28,True,3,3,-1,52,52,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s29_w0_10_s20d_clean_seed0_job330180,cream_cheese,29,True,20,1,59,59,59,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s30_w0_10_s20d_clean_seed0_job330181,cream_cheese,30,True,6,2,-1,49,49,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s31_w0_10_s20d_clean_seed0_job330182,cream_cheese,31,True,2,1,52,52,52,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s32_w0_10_s20d_clean_seed0_job330183,cream_cheese,32,True,5,4,-1,56,56,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s33_w0_10_s20d_clean_seed0_job330184,cream_cheese,33,True,4,1,55,55,55,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s34_w0_10_s20d_clean_seed0_job330185,cream_cheese,34,True,13,3,-1,114,12,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s35_w0_10_s20d_clean_seed0_job330186,cream_cheese,35,True,10,0,-1,-1,48,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s36_w0_10_s20d_clean_seed0_job330187,cream_cheese,36,True,6,1,120,120,49,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s37_w0_10_s20d_clean_seed0_job330188,cream_cheese,37,True,6,3,-1,54,54,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s38_w0_10_s20d_clean_seed0_job330189,cream_cheese,38,True,5,1,47,47,47,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s39_w0_10_s20d_clean_seed0_job330190,cream_cheese,39,True,5,2,-1,54,54,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s40_w0_10_s20d_clean_seed0_job330191,cream_cheese,40,True,5,2,-1,71,60,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s41_w0_10_s20d_clean_seed0_job330192,cream_cheese,41,True,3,1,64,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s42_w0_10_s20d_clean_seed0_job330193,cream_cheese,42,True,6,0,-1,-1,49,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s43_w0_10_s20d_clean_seed0_job330194,cream_cheese,43,True,14,1,64,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_cream_cheese_s44_w0_10_s20d_clean_seed0_job330195,cream_cheese,44,True,9,3,-1,50,50,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s45_w0_10_s20d_clean_seed0_job330196,cream_cheese,45,True,5,3,-1,51,51,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s46_w0_10_s20d_clean_seed0_job330197,cream_cheese,46,True,18,5,-1,42,42,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s47_w0_10_s20d_clean_seed0_job330198,cream_cheese,47,True,3,2,-1,43,43,TEACHER_P_AMBIGUOUS
trace_cream_cheese_s48_w0_10_s20d_clean_seed0_job330199,cream_cheese,48,True,17,0,-1,-1,11,TEACHER_P_UNAVAILABLE
trace_cream_cheese_s49_w0_10_s20d_clean_seed0_job330200,cream_cheese,49,True,4,2,-1,48,42,TEACHER_P_AMBIGUOUS
trace_ketchup_s10_w0_10_s20d_clean_seed0_job330201,ketchup,10,True,6,1,56,56,56,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s11_w0_10_s20d_clean_seed0_job330202,ketchup,11,True,11,2,-1,43,43,TEACHER_P_AMBIGUOUS
trace_ketchup_s12_w0_10_s20d_clean_seed0_job330203,ketchup,12,True,14,1,40,40,37,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s13_w0_10_s20d_clean_seed0_job330204,ketchup,13,True,4,1,60,60,7,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s14_w0_10_s20d_clean_seed0_job330205,ketchup,14,True,21,2,-1,68,1,TEACHER_P_AMBIGUOUS
trace_ketchup_s15_w0_10_s20d_clean_seed0_job330206,ketchup,15,True,2,2,-1,53,53,TEACHER_P_AMBIGUOUS
trace_ketchup_s16_w0_10_s20d_clean_seed0_job330207,ketchup,16,True,1,1,53,53,53,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s17_w0_10_s20d_clean_seed0_job330208,ketchup,17,True,5,2,-1,55,2,TEACHER_P_AMBIGUOUS
trace_ketchup_s18_w0_10_s20d_clean_seed0_job330209,ketchup,18,True,5,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_ketchup_s19_w0_10_s20d_clean_seed0_job330210,ketchup,19,True,2,2,-1,51,51,TEACHER_P_AMBIGUOUS
trace_ketchup_s20_w0_10_s20d_clean_seed0_job330211,ketchup,20,True,3,2,-1,55,55,TEACHER_P_AMBIGUOUS
trace_ketchup_s21_w0_10_s20d_clean_seed0_job330212,ketchup,21,True,3,2,-1,52,6,TEACHER_P_AMBIGUOUS
trace_ketchup_s22_w0_10_s20d_clean_seed0_job330213,ketchup,22,True,2,1,52,52,52,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s23_w0_10_s20d_clean_seed0_job330214,ketchup,23,True,3,1,51,51,51,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s24_w0_10_s20d_clean_seed0_job330215,ketchup,24,True,14,2,-1,62,62,TEACHER_P_AMBIGUOUS
trace_ketchup_s25_w0_10_s20d_clean_seed0_job330216,ketchup,25,True,13,1,59,59,59,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s26_w0_10_s20d_clean_seed0_job330217,ketchup,26,True,4,1,54,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s27_w0_10_s20d_clean_seed0_job330218,ketchup,27,True,1,1,54,54,54,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s28_w0_10_s20d_clean_seed0_job330219,ketchup,28,True,1,1,61,61,61,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s29_w0_10_s20d_clean_seed0_job330220,ketchup,29,True,32,0,-1,-1,0,TEACHER_P_UNAVAILABLE
trace_ketchup_s30_w0_10_s20d_clean_seed0_job330221,ketchup,30,True,3,1,56,56,52,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s31_w0_10_s20d_clean_seed0_job330222,ketchup,31,True,2,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_ketchup_s32_w0_10_s20d_clean_seed0_job330223,ketchup,32,True,1,1,59,59,59,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s33_w0_10_s20d_clean_seed0_job330224,ketchup,33,True,5,1,107,107,55,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s34_w0_10_s20d_clean_seed0_job330225,ketchup,34,True,2,1,74,74,74,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s35_w0_10_s20d_clean_seed0_job330226,ketchup,35,True,3,1,55,55,55,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s36_w0_10_s20d_clean_seed0_job330227,ketchup,36,True,4,1,46,46,46,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s37_w0_10_s20d_clean_seed0_job330228,ketchup,37,True,28,0,-1,-1,3,TEACHER_P_UNAVAILABLE
trace_ketchup_s38_w0_10_s20d_clean_seed0_job330229,ketchup,38,True,5,1,51,51,7,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s39_w0_10_s20d_clean_seed0_job330230,ketchup,39,True,3,2,-1,62,11,TEACHER_P_AMBIGUOUS
trace_ketchup_s40_w0_10_s20d_clean_seed0_job330231,ketchup,40,True,1,1,40,40,40,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s41_w0_10_s20d_clean_seed0_job330232,ketchup,41,True,3,1,51,51,51,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s42_w0_10_s20d_clean_seed0_job330233,ketchup,42,True,2,2,-1,58,58,TEACHER_P_AMBIGUOUS
trace_ketchup_s43_w0_10_s20d_clean_seed0_job330234,ketchup,43,True,3,1,52,52,52,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s44_w0_10_s20d_clean_seed0_job330235,ketchup,44,True,1,1,62,62,62,ELIGIBLE_SINGLE_CANDIDATE
trace_ketchup_s45_w0_10_s20d_clean_seed0_job330236,ketchup,45,True,3,1,42,42,42,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s46_w0_10_s20d_clean_seed0_job330237,ketchup,46,True,1,0,-1,-1,51,TEACHER_P_UNAVAILABLE
trace_ketchup_s47_w0_10_s20d_clean_seed0_job330238,ketchup,47,True,6,1,58,58,8,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s48_w0_10_s20d_clean_seed0_job330239,ketchup,48,True,4,1,46,46,46,ELIGIBLE_MULTI_CANDIDATE
trace_ketchup_s49_w0_10_s20d_clean_seed0_job330240,ketchup,49,True,4,1,57,57,7,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s10_w0_10_s20d_clean_seed0_job330241,milk,10,True,23,0,-1,-1,11,TEACHER_P_UNAVAILABLE
trace_milk_s11_w0_10_s20d_clean_seed0_job330242,milk,11,True,2,2,-1,57,57,TEACHER_P_AMBIGUOUS
trace_milk_s12_w0_10_s20d_clean_seed0_job330243,milk,12,True,1,1,50,50,50,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s13_w0_10_s20d_clean_seed0_job330244,milk,13,True,18,0,-1,-1,53,TEACHER_P_UNAVAILABLE
trace_milk_s14_w0_10_s20d_clean_seed0_job330245,milk,14,True,14,0,-1,-1,47,TEACHER_P_UNAVAILABLE
trace_milk_s15_w0_10_s20d_clean_seed0_job330246,milk,15,True,2,2,-1,39,39,TEACHER_P_AMBIGUOUS
trace_milk_s16_w0_10_s20d_clean_seed0_job330247,milk,16,True,15,0,-1,-1,5,TEACHER_P_UNAVAILABLE
trace_milk_s17_w0_10_s20d_clean_seed0_job330248,milk,17,True,2,2,-1,65,65,TEACHER_P_AMBIGUOUS
trace_milk_s18_w0_10_s20d_clean_seed0_job330249,milk,18,True,5,3,-1,60,49,TEACHER_P_AMBIGUOUS
trace_milk_s19_w0_10_s20d_clean_seed0_job330250,milk,19,True,2,2,-1,47,47,TEACHER_P_AMBIGUOUS
trace_milk_s20_w0_10_s20d_clean_seed0_job330251,milk,20,True,1,1,45,45,45,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s21_w0_10_s20d_clean_seed0_job330252,milk,21,True,3,2,-1,60,55,TEACHER_P_AMBIGUOUS
trace_milk_s22_w0_10_s20d_clean_seed0_job330253,milk,22,True,1,1,45,45,45,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s23_w0_10_s20d_clean_seed0_job330254,milk,23,True,9,0,-1,-1,49,TEACHER_P_UNAVAILABLE
trace_milk_s24_w0_10_s20d_clean_seed0_job330255,milk,24,True,17,0,-1,-1,4,TEACHER_P_UNAVAILABLE
trace_milk_s25_w0_10_s20d_clean_seed0_job330256,milk,25,True,2,1,48,48,48,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s26_w0_10_s20d_clean_seed0_job330257,milk,26,True,1,1,54,54,54,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s27_w0_10_s20d_clean_seed0_job330258,milk,27,True,3,3,-1,53,53,TEACHER_P_AMBIGUOUS
trace_milk_s28_w0_10_s20d_clean_seed0_job330259,milk,28,True,1,1,47,47,47,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s29_w0_10_s20d_clean_seed0_job330260,milk,29,True,24,0,-1,-1,47,TEACHER_P_UNAVAILABLE
trace_milk_s30_w0_10_s20d_clean_seed0_job330261,milk,30,True,1,1,43,43,43,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s31_w0_10_s20d_clean_seed0_job330262,milk,31,True,2,1,40,40,40,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s32_w0_10_s20d_clean_seed0_job330263,milk,32,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s33_w0_10_s20d_clean_seed0_job330264,milk,33,True,1,1,79,79,79,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s34_w0_10_s20d_clean_seed0_job330265,milk,34,True,3,2,-1,43,43,TEACHER_P_AMBIGUOUS
trace_milk_s35_w0_10_s20d_clean_seed0_job330266,milk,35,True,1,1,54,54,54,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s36_w0_10_s20d_clean_seed0_job330267,milk,36,True,1,1,51,51,51,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s37_w0_10_s20d_clean_seed0_job330268,milk,37,True,2,1,53,53,53,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s38_w0_10_s20d_clean_seed0_job330269,milk,38,True,1,1,51,51,51,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s39_w0_10_s20d_clean_seed0_job330270,milk,39,True,4,1,51,51,6,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s40_w0_10_s20d_clean_seed0_job330271,milk,40,True,1,1,47,47,47,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s41_w0_10_s20d_clean_seed0_job330272,milk,41,True,1,1,55,55,55,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s42_w0_10_s20d_clean_seed0_job330273,milk,42,True,7,3,-1,62,0,TEACHER_P_AMBIGUOUS
trace_milk_s43_w0_10_s20d_clean_seed0_job330274,milk,43,True,1,1,46,46,46,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s44_w0_10_s20d_clean_seed0_job330275,milk,44,True,19,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_milk_s45_w0_10_s20d_clean_seed0_job330276,milk,45,True,2,1,52,52,52,ELIGIBLE_MULTI_CANDIDATE
trace_milk_s46_w0_10_s20d_clean_seed0_job330277,milk,46,True,1,1,53,53,53,ELIGIBLE_SINGLE_CANDIDATE
trace_milk_s48_w0_10_s20d_clean_seed0_job330279,milk,48,True,5,0,-1,-1,44,TEACHER_P_UNAVAILABLE
trace_milk_s49_w0_10_s20d_clean_seed0_job330280,milk,49,True,3,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_orange_juice_s10_w0_10_s20d_clean_seed0_job330281,orange_juice,10,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_orange_juice_s11_w0_10_s20d_clean_seed0_job330282,orange_juice,11,True,3,1,96,96,14,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s12_w0_10_s20d_clean_seed0_job330283,orange_juice,12,True,1,1,59,59,59,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s13_w0_10_s20d_clean_seed0_job330284,orange_juice,13,True,2,1,58,58,58,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s14_w0_10_s20d_clean_seed0_job330285,orange_juice,14,True,1,1,61,61,61,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s15_w0_10_s20d_clean_seed0_job330286,orange_juice,15,True,4,1,40,40,40,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s16_w0_10_s20d_clean_seed0_job330287,orange_juice,16,True,1,1,53,53,53,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s17_w0_10_s20d_clean_seed0_job330288,orange_juice,17,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_orange_juice_s18_w0_10_s20d_clean_seed0_job330289,orange_juice,18,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_orange_juice_s19_w0_10_s20d_clean_seed0_job330290,orange_juice,19,True,1,1,93,93,93,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s20_w0_10_s20d_clean_seed0_job330291,orange_juice,20,True,1,1,203,203,203,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s21_w0_10_s20d_clean_seed0_job330292,orange_juice,21,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s22_w0_10_s20d_clean_seed0_job330293,orange_juice,22,True,9,1,129,129,58,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s23_w0_10_s20d_clean_seed0_job330294,orange_juice,23,True,1,1,91,91,91,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s24_w0_10_s20d_clean_seed0_job330295,orange_juice,24,True,2,2,-1,48,48,TEACHER_P_AMBIGUOUS
trace_orange_juice_s25_w0_10_s20d_clean_seed0_job330296,orange_juice,25,True,2,2,-1,228,228,TEACHER_P_AMBIGUOUS
trace_orange_juice_s26_w0_10_s20d_clean_seed0_job330297,orange_juice,26,True,1,1,55,55,55,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s27_w0_10_s20d_clean_seed0_job330298,orange_juice,27,True,21,0,-1,-1,63,TEACHER_P_UNAVAILABLE
trace_orange_juice_s28_w0_10_s20d_clean_seed0_job330299,orange_juice,28,True,1,1,49,49,49,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s29_w0_10_s20d_clean_seed0_job330300,orange_juice,29,True,1,1,62,62,62,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s30_w0_10_s20d_clean_seed0_job330301,orange_juice,30,True,1,1,63,63,63,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s31_w0_10_s20d_clean_seed0_job330302,orange_juice,31,True,3,2,-1,69,39,TEACHER_P_AMBIGUOUS
trace_orange_juice_s32_w0_10_s20d_clean_seed0_job330303,orange_juice,32,True,2,1,142,142,142,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s34_w0_10_s20d_clean_seed0_job330305,orange_juice,34,True,1,1,56,56,56,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s35_w0_10_s20d_clean_seed0_job330306,orange_juice,35,True,2,2,-1,53,53,TEACHER_P_AMBIGUOUS
trace_orange_juice_s36_w0_10_s20d_clean_seed0_job330307,orange_juice,36,True,1,1,53,53,53,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s37_w0_10_s20d_clean_seed0_job330308,orange_juice,37,True,15,1,134,134,11,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s38_w0_10_s20d_clean_seed0_job330309,orange_juice,38,True,10,0,-1,-1,97,TEACHER_P_UNAVAILABLE
trace_orange_juice_s39_w0_10_s20d_clean_seed0_job330310,orange_juice,39,True,1,1,43,43,43,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s40_w0_10_s20d_clean_seed0_job330311,orange_juice,40,True,7,1,61,61,61,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s41_w0_10_s20d_clean_seed0_job330312,orange_juice,41,True,3,3,-1,57,57,TEACHER_P_AMBIGUOUS
trace_orange_juice_s42_w0_10_s20d_clean_seed0_job330313,orange_juice,42,True,0,0,-1,-1,-1,NO_CLOSE_CANDIDATE
trace_orange_juice_s43_w0_10_s20d_clean_seed0_job330314,orange_juice,43,True,3,1,66,66,66,ELIGIBLE_MULTI_CANDIDATE
trace_orange_juice_s44_w0_10_s20d_clean_seed0_job330315,orange_juice,44,True,2,2,-1,56,56,TEACHER_P_AMBIGUOUS
trace_orange_juice_s45_w0_10_s20d_clean_seed0_job330316,orange_juice,45,True,2,2,-1,36,36,TEACHER_P_AMBIGUOUS
trace_orange_juice_s46_w0_10_s20d_clean_seed0_job330317,orange_juice,46,True,5,2,-1,51,48,TEACHER_P_AMBIGUOUS
trace_orange_juice_s47_w0_10_s20d_clean_seed0_job330318,orange_juice,47,True,1,1,54,54,54,ELIGIBLE_SINGLE_CANDIDATE
trace_orange_juice_s48_w0_10_s20d_clean_seed0_job330319,orange_juice,48,True,3,2,-1,62,56,TEACHER_P_AMBIGUOUS
trace_orange_juice_s49_w0_10_s20d_clean_seed0_job330320,orange_juice,49,True,1,1,61,61,61,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s10_w0_10_s20d_clean_seed0_job330321,salad_dressing,10,True,3,2,-1,46,46,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s11_w0_10_s20d_clean_seed0_job330322,salad_dressing,11,True,3,1,59,59,59,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s12_w0_10_s20d_clean_seed0_job330323,salad_dressing,12,True,3,1,61,61,55,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s13_w0_10_s20d_clean_seed0_job330324,salad_dressing,13,True,1,1,46,46,46,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s14_w0_10_s20d_clean_seed0_job330325,salad_dressing,14,True,1,1,63,63,63,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s15_w0_10_s20d_clean_seed0_job330326,salad_dressing,15,True,2,2,-1,58,58,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s16_w0_10_s20d_clean_seed0_job330327,salad_dressing,16,True,2,1,50,50,50,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s17_w0_10_s20d_clean_seed0_job330328,salad_dressing,17,True,2,1,49,49,49,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s18_w0_10_s20d_clean_seed0_job330329,salad_dressing,18,True,16,0,-1,-1,112,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s19_w0_10_s20d_clean_seed0_job330330,salad_dressing,19,True,3,2,-1,52,52,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s21_w0_10_s20d_clean_seed0_job330332,salad_dressing,21,True,18,2,-1,218,48,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s23_w0_10_s20d_clean_seed0_job330334,salad_dressing,23,True,3,2,-1,69,67,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s24_w0_10_s20d_clean_seed0_job330335,salad_dressing,24,True,11,2,-1,161,81,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s25_w0_10_s20d_clean_seed0_job330336,salad_dressing,25,True,2,2,-1,48,48,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s26_w0_10_s20d_clean_seed0_job330337,salad_dressing,26,True,1,1,44,44,44,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s27_w0_10_s20d_clean_seed0_job330338,salad_dressing,27,True,3,0,-1,-1,59,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s28_w0_10_s20d_clean_seed0_job330339,salad_dressing,28,True,19,2,-1,153,84,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s29_w0_10_s20d_clean_seed0_job330340,salad_dressing,29,True,2,1,57,57,57,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s30_w0_10_s20d_clean_seed0_job330341,salad_dressing,30,True,3,1,39,39,32,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s31_w0_10_s20d_clean_seed0_job330342,salad_dressing,31,True,4,1,105,105,66,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s32_w0_10_s20d_clean_seed0_job330343,salad_dressing,32,True,29,0,-1,-1,67,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s33_w0_10_s20d_clean_seed0_job330344,salad_dressing,33,True,1,1,59,59,59,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s34_w0_10_s20d_clean_seed0_job330345,salad_dressing,34,True,1,1,121,121,121,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s37_w0_10_s20d_clean_seed0_job330348,salad_dressing,37,True,2,2,-1,56,56,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s38_w0_10_s20d_clean_seed0_job330349,salad_dressing,38,True,3,1,64,64,64,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s39_w0_10_s20d_clean_seed0_job330350,salad_dressing,39,True,3,0,-1,-1,58,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s40_w0_10_s20d_clean_seed0_job330351,salad_dressing,40,True,3,1,50,50,46,ELIGIBLE_MULTI_CANDIDATE
trace_salad_dressing_s41_w0_10_s20d_clean_seed0_job330352,salad_dressing,41,True,1,1,47,47,47,ELIGIBLE_SINGLE_CANDIDATE
trace_salad_dressing_s42_w0_10_s20d_clean_seed0_job330353,salad_dressing,42,True,8,0,-1,-1,68,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s43_w0_10_s20d_clean_seed0_job330354,salad_dressing,43,True,3,2,-1,54,51,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s44_w0_10_s20d_clean_seed0_job330355,salad_dressing,44,True,3,3,-1,68,68,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s45_w0_10_s20d_clean_seed0_job330356,salad_dressing,45,True,22,0,-1,-1,52,TEACHER_P_UNAVAILABLE
trace_salad_dressing_s46_w0_10_s20d_clean_seed0_job330357,salad_dressing,46,True,2,2,-1,69,69,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s48_w0_10_s20d_clean_seed0_job330359,salad_dressing,48,True,2,2,-1,68,68,TEACHER_P_AMBIGUOUS
trace_salad_dressing_s49_w0_10_s20d_clean_seed0_job330360,salad_dressing,49,True,1,1,69,69,69,ELIGIBLE_SINGLE_CANDIDATE
trace_tomato_sauce_s10_w0_10_s20d_clean_seed0_job330361,tomato_sauce,10,True,3,1,54,54,54,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s11_w0_10_s20d_clean_seed0_job330362,tomato_sauce,11,True,2,1,56,56,56,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s12_w0_10_s20d_clean_seed0_job330363,tomato_sauce,12,True,9,1,68,68,68,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s13_w0_10_s20d_clean_seed0_job330364,tomato_sauce,13,True,4,1,70,70,70,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s14_w0_10_s20d_clean_seed0_job330365,tomato_sauce,14,True,33,0,-1,-1,3,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s15_w0_10_s20d_clean_seed0_job330366,tomato_sauce,15,True,27,1,169,169,56,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s16_w0_10_s20d_clean_seed0_job330367,tomato_sauce,16,True,23,0,-1,-1,129,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s17_w0_10_s20d_clean_seed0_job330368,tomato_sauce,17,True,3,0,-1,-1,4,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s18_w0_10_s20d_clean_seed0_job330369,tomato_sauce,18,True,9,1,70,70,70,ELIGIBLE_MULTI_CANDIDATE
