job_id,suite,task_idx,evaluation_seed,condition,arm_lock,objective_id,n_steps,task_success,attack_frames,bridge_sha,mlp_emit,telemetry_size,status
p8_libero_10_t08_e123_tma_nolock,libero_10,8,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,10,84d1242554782952,178,656363,PASS
p8_libero_10_t08_e123_untargeted_ce,libero_10,8,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,755542,PASS
p8_libero_10_t08_e42_clean,libero_10,8,42,CLEAN,False,,400,False,0,84d1242554782952,-1,742071,PASS
p8_libero_10_t08_e42_prefix_armlock,libero_10,8,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,768857,PASS
p8_libero_10_t08_e42_prefix_nolock,libero_10,8,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,10,84d1242554782952,147,656762,PASS
p8_libero_10_t08_e42_random,libero_10,8,42,RANDOM,False,,400,False,0,84d1242554782952,-1,740132,PASS
p8_libero_10_t08_e42_tma_armlock,libero_10,8,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,751334,PASS
p8_libero_10_t08_e42_tma_nolock,libero_10,8,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,383,True,0,84d1242554782952,-1,716296,PASS
p8_libero_10_t08_e42_untargeted_ce,libero_10,8,42,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,748353,PASS
p8_libero_10_t08_e456_clean,libero_10,8,456,CLEAN,False,,400,False,0,84d1242554782952,150,628883,PASS
p8_libero_10_t08_e456_prefix_armlock,libero_10,8,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,765626,PASS
p8_libero_10_t08_e456_prefix_nolock,libero_10,8,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,772867,PASS
p8_libero_10_t08_e456_random,libero_10,8,456,RANDOM,False,,373,True,0,84d1242554782952,-1,688574,PASS
p8_libero_10_t08_e456_tma_armlock,libero_10,8,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,760173,PASS
p8_libero_10_t08_e456_tma_nolock,libero_10,8,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,759368,PASS
p8_libero_10_t08_e456_untargeted_ce,libero_10,8,456,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,758329,PASS
p8_libero_10_t09_e123_clean,libero_10,9,123,CLEAN,False,,400,False,0,84d1242554782952,106,632842,PASS
p8_libero_10_t09_e123_prefix_armlock,libero_10,9,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,10,84d1242554782952,106,642477,PASS
p8_libero_10_t09_e123_prefix_nolock,libero_10,9,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,10,84d1242554782952,106,661270,PASS
p8_libero_10_t09_e123_random,libero_10,9,123,RANDOM,False,,400,False,10,84d1242554782952,106,635990,PASS
p8_libero_10_t09_e123_tma_armlock,libero_10,9,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,10,84d1242554782952,106,630026,PASS
p8_libero_10_t09_e123_tma_nolock,libero_10,9,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,10,84d1242554782952,106,637832,PASS
p8_libero_10_t09_e123_untargeted_ce,libero_10,9,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,10,84d1242554782952,106,645608,PASS
p8_libero_10_t09_e42_clean,libero_10,9,42,CLEAN,False,,307,True,0,84d1242554782952,162,507220,PASS
p8_libero_10_t09_e42_prefix_armlock,libero_10,9,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,389,True,10,84d1242554782952,162,653461,PASS
p8_libero_10_t09_e42_prefix_nolock,libero_10,9,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,308,True,10,84d1242554782952,162,532210,PASS
p8_libero_10_t09_e42_random,libero_10,9,42,RANDOM,False,,400,False,10,84d1242554782952,162,651361,PASS
p8_libero_10_t09_e42_tma_armlock,libero_10,9,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,325,True,10,84d1242554782952,162,547656,PASS
p8_libero_10_t09_e42_tma_nolock,libero_10,9,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,10,84d1242554782952,162,658572,PASS
p8_libero_10_t09_e42_untargeted_ce,libero_10,9,42,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,10,84d1242554782952,162,659228,PASS
p8_libero_10_t09_e456_clean,libero_10,9,456,CLEAN,False,,400,False,0,84d1242554782952,112,625076,PASS
p8_libero_10_t09_e456_prefix_armlock,libero_10,9,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,318,True,10,84d1242554782952,112,528911,PASS
p8_libero_10_t09_e456_prefix_nolock,libero_10,9,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,348,True,10,84d1242554782952,112,574659,PASS
p8_libero_10_t09_e456_random,libero_10,9,456,RANDOM,False,,376,True,10,84d1242554782952,112,593466,PASS
p8_libero_10_t09_e456_tma_armlock,libero_10,9,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,318,True,10,84d1242554782952,112,518994,PASS
p8_libero_10_t09_e456_tma_nolock,libero_10,9,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,10,84d1242554782952,112,640565,PASS
p8_libero_10_t09_e456_untargeted_ce,libero_10,9,456,UNTARGETED_CE,False,untargeted_clean_token_ce,287,True,10,84d1242554782952,112,472998,PASS
p8_libero_goal_t00_e123_clean,libero_goal,0,123,CLEAN,False,,258,True,0,84d1242554782952,-1,474229,PASS
p8_libero_goal_t00_e123_prefix_armlock,libero_goal,0,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,258,True,0,84d1242554782952,-1,490215,PASS
p8_libero_goal_t00_e123_prefix_nolock,libero_goal,0,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,258,True,0,84d1242554782952,-1,490237,PASS
p8_libero_goal_t00_e123_random,libero_goal,0,123,RANDOM,False,,258,True,0,84d1242554782952,-1,475732,PASS
p8_libero_goal_t00_e123_tma_armlock,libero_goal,0,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,258,True,0,84d1242554782952,-1,482207,PASS
p8_libero_goal_t00_e123_tma_nolock,libero_goal,0,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,258,True,0,84d1242554782952,-1,482227,PASS
p8_libero_goal_t00_e123_untargeted_ce,libero_goal,0,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,751741,PASS
p8_libero_goal_t00_e42_clean,libero_goal,0,42,CLEAN,False,,157,True,0,84d1242554782952,-1,287216,PASS
p8_libero_goal_t00_e42_prefix_armlock,libero_goal,0,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,157,True,0,84d1242554782952,-1,296947,PASS
p8_libero_goal_t00_e42_prefix_nolock,libero_goal,0,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,157,True,0,84d1242554782952,-1,296973,PASS
p8_libero_goal_t00_e42_random,libero_goal,0,42,RANDOM,False,,179,True,0,84d1242554782952,-1,329026,PASS
p8_libero_goal_t00_e42_tma_armlock,libero_goal,0,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,157,True,0,84d1242554782952,-1,292092,PASS
p8_libero_goal_t00_e42_tma_nolock,libero_goal,0,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,157,True,0,84d1242554782952,-1,292094,PASS
p8_libero_goal_t00_e42_untargeted_ce,libero_goal,0,42,UNTARGETED_CE,False,untargeted_clean_token_ce,157,True,0,84d1242554782952,-1,291780,PASS
p8_libero_goal_t00_e456_clean,libero_goal,0,456,CLEAN,False,,115,True,0,84d1242554782952,-1,207872,PASS
p8_libero_goal_t00_e456_prefix_armlock,libero_goal,0,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,741747,PASS
p8_libero_goal_t00_e456_prefix_nolock,libero_goal,0,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,115,True,0,84d1242554782952,-1,214985,PASS
p8_libero_goal_t00_e456_random,libero_goal,0,456,RANDOM,False,,111,True,0,84d1242554782952,-1,200845,PASS
p8_libero_goal_t00_e456_tma_armlock,libero_goal,0,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,115,True,0,84d1242554782952,-1,211434,PASS
p8_libero_goal_t00_e456_tma_nolock,libero_goal,0,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,116,True,0,84d1242554782952,-1,213460,PASS
p8_libero_goal_t00_e456_untargeted_ce,libero_goal,0,456,UNTARGETED_CE,False,untargeted_clean_token_ce,115,True,0,84d1242554782952,-1,211193,PASS
p8_libero_goal_t01_e123_clean,libero_goal,1,123,CLEAN,False,,80,True,0,84d1242554782952,-1,143162,PASS
p8_libero_goal_t01_e123_prefix_armlock,libero_goal,1,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,80,True,0,84d1242554782952,-1,148107,PASS
p8_libero_goal_t01_e123_prefix_nolock,libero_goal,1,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,742122,PASS
p8_libero_goal_t01_e123_random,libero_goal,1,123,RANDOM,False,,400,False,0,84d1242554782952,-1,719682,PASS
p8_libero_goal_t01_e123_tma_armlock,libero_goal,1,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,727276,PASS
p8_libero_goal_t01_e123_tma_nolock,libero_goal,1,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,732548,PASS
p8_libero_goal_t01_e123_untargeted_ce,libero_goal,1,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,735479,PASS
p8_libero_goal_t01_e42_clean,libero_goal,1,42,CLEAN,False,,84,True,0,84d1242554782952,-1,149782,PASS
p8_libero_goal_t01_e42_prefix_armlock,libero_goal,1,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,82,True,0,84d1242554782952,-1,151436,PASS
p8_libero_goal_t01_e42_prefix_nolock,libero_goal,1,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,82,True,0,84d1242554782952,-1,151405,PASS
p8_libero_goal_t01_e42_random,libero_goal,1,42,RANDOM,False,,82,True,0,84d1242554782952,-1,146810,PASS
p8_libero_goal_t01_e42_tma_armlock,libero_goal,1,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,82,True,0,84d1242554782952,-1,148865,PASS
p8_libero_goal_t01_e42_tma_nolock,libero_goal,1,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,82,True,0,84d1242554782952,-1,148887,PASS
p8_libero_goal_t01_e42_untargeted_ce,libero_goal,1,42,UNTARGETED_CE,False,untargeted_clean_token_ce,82,True,0,84d1242554782952,-1,148726,PASS
p8_libero_goal_t01_e456_clean,libero_goal,1,456,CLEAN,False,,79,True,0,84d1242554782952,-1,141822,PASS
p8_libero_goal_t01_e456_prefix_armlock,libero_goal,1,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,81,True,0,84d1242554782952,-1,150697,PASS
p8_libero_goal_t01_e456_prefix_nolock,libero_goal,1,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,86,True,0,84d1242554782952,-1,159883,PASS
p8_libero_goal_t01_e456_random,libero_goal,1,456,RANDOM,False,,79,True,0,84d1242554782952,-1,142288,PASS
p8_libero_goal_t01_e456_tma_armlock,libero_goal,1,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,746464,PASS
p8_libero_goal_t01_e456_tma_nolock,libero_goal,1,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,79,True,0,84d1242554782952,-1,144263,PASS
p8_libero_goal_t01_e456_untargeted_ce,libero_goal,1,456,UNTARGETED_CE,False,untargeted_clean_token_ce,79,True,0,84d1242554782952,-1,144291,PASS
p8_libero_goal_t02_e123_clean,libero_goal,2,123,CLEAN,False,,400,False,0,84d1242554782952,-1,749652,PASS
p8_libero_goal_t02_e123_prefix_armlock,libero_goal,2,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,759410,PASS
p8_libero_goal_t02_e123_prefix_nolock,libero_goal,2,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,753566,PASS
p8_libero_goal_t02_e123_random,libero_goal,2,123,RANDOM,False,,400,False,0,84d1242554782952,-1,753035,PASS
p8_libero_goal_t02_e123_tma_armlock,libero_goal,2,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,757998,PASS
p8_libero_goal_t02_e123_tma_nolock,libero_goal,2,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,766723,PASS
p8_libero_goal_t02_e123_untargeted_ce,libero_goal,2,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,746452,PASS
p8_libero_goal_t02_e42_clean,libero_goal,2,42,CLEAN,False,,89,True,0,84d1242554782952,-1,159902,PASS
p8_libero_goal_t02_e42_prefix_armlock,libero_goal,2,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,98,True,0,84d1242554782952,-1,182430,PASS
p8_libero_goal_t02_e42_prefix_nolock,libero_goal,2,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,100,True,0,84d1242554782952,-1,186758,PASS
p8_libero_goal_t02_e42_random,libero_goal,2,42,RANDOM,False,,91,True,0,84d1242554782952,-1,164515,PASS
p8_libero_goal_t02_e42_tma_armlock,libero_goal,2,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,88,True,0,84d1242554782952,-1,161245,PASS
p8_libero_goal_t02_e42_tma_nolock,libero_goal,2,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,89,True,0,84d1242554782952,-1,163044,PASS
p8_libero_goal_t02_e42_untargeted_ce,libero_goal,2,42,UNTARGETED_CE,False,untargeted_clean_token_ce,94,True,0,84d1242554782952,-1,171674,PASS
p8_libero_goal_t02_e456_clean,libero_goal,2,456,CLEAN,False,,400,False,0,84d1242554782952,-1,741019,PASS
p8_libero_goal_t02_e456_prefix_armlock,libero_goal,2,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,101,True,0,84d1242554782952,-1,188030,PASS
p8_libero_goal_t02_e456_prefix_nolock,libero_goal,2,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,762372,PASS
p8_libero_goal_t02_e456_random,libero_goal,2,456,RANDOM,False,,400,False,0,84d1242554782952,-1,716711,PASS
p8_libero_goal_t02_e456_tma_armlock,libero_goal,2,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,753322,PASS
p8_libero_goal_t02_e456_tma_nolock,libero_goal,2,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,744923,PASS
p8_libero_goal_t02_e456_untargeted_ce,libero_goal,2,456,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,727946,PASS
p8_libero_goal_t03_e123_clean,libero_goal,3,123,CLEAN,False,,400,False,0,84d1242554782952,-1,736287,PASS
p8_libero_goal_t03_e123_prefix_armlock,libero_goal,3,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,165,True,0,84d1242554782952,-1,313071,PASS
p8_libero_goal_t03_e123_prefix_nolock,libero_goal,3,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,157,True,0,84d1242554782952,-1,296888,PASS
p8_libero_goal_t03_e123_random,libero_goal,3,123,RANDOM,False,,160,True,0,84d1242554782952,-1,294451,PASS
p8_libero_goal_t03_e123_tma_armlock,libero_goal,3,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,763103,PASS
p8_libero_goal_t03_e123_tma_nolock,libero_goal,3,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,171,True,0,84d1242554782952,-1,317877,PASS
p8_libero_goal_t03_e123_untargeted_ce,libero_goal,3,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,743221,PASS
p8_libero_goal_t03_e42_clean,libero_goal,3,42,CLEAN,False,,158,True,0,84d1242554782952,-1,289277,PASS
p8_libero_goal_t03_e42_prefix_armlock,libero_goal,3,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,756310,PASS
p8_libero_goal_t03_e42_prefix_nolock,libero_goal,3,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,191,True,0,84d1242554782952,-1,362094,PASS
p8_libero_goal_t03_e42_random,libero_goal,3,42,RANDOM,False,,167,True,0,84d1242554782952,-1,306860,PASS
p8_libero_goal_t03_e42_tma_armlock,libero_goal,3,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,185,True,0,84d1242554782952,-1,346531,PASS
p8_libero_goal_t03_e42_tma_nolock,libero_goal,3,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,758690,PASS
p8_libero_goal_t03_e42_untargeted_ce,libero_goal,3,42,UNTARGETED_CE,False,untargeted_clean_token_ce,164,True,0,84d1242554782952,-1,304256,PASS
p8_libero_goal_t03_e456_clean,libero_goal,3,456,CLEAN,False,,177,True,0,84d1242554782952,-1,323453,PASS
p8_libero_goal_t03_e456_prefix_armlock,libero_goal,3,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,175,True,0,84d1242554782952,-1,331468,PASS
p8_libero_goal_t03_e456_prefix_nolock,libero_goal,3,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,195,True,0,84d1242554782952,-1,367794,PASS
p8_libero_goal_t03_e456_random,libero_goal,3,456,RANDOM,False,,174,True,0,84d1242554782952,-1,319567,PASS
p8_libero_goal_t03_e456_tma_armlock,libero_goal,3,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,174,True,0,84d1242554782952,-1,323918,PASS
p8_libero_goal_t03_e456_tma_nolock,libero_goal,3,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,177,True,0,84d1242554782952,-1,329415,PASS
p8_libero_goal_t03_e456_untargeted_ce,libero_goal,3,456,UNTARGETED_CE,False,untargeted_clean_token_ce,175,True,0,84d1242554782952,-1,325606,PASS
p8_libero_goal_t04_e123_clean,libero_goal,4,123,CLEAN,False,,99,True,0,84d1242554782952,-1,178866,PASS
p8_libero_goal_t04_e123_prefix_armlock,libero_goal,4,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,96,True,0,84d1242554782952,-1,179161,PASS
p8_libero_goal_t04_e123_prefix_nolock,libero_goal,4,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,95,True,0,84d1242554782952,-1,177660,PASS
p8_libero_goal_t04_e123_random,libero_goal,4,123,RANDOM,False,,95,True,0,84d1242554782952,-1,172348,PASS
p8_libero_goal_t04_e123_tma_armlock,libero_goal,4,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,94,True,0,84d1242554782952,-1,172730,PASS
p8_libero_goal_t04_e123_tma_nolock,libero_goal,4,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,95,True,0,84d1242554782952,-1,174727,PASS
p8_libero_goal_t04_e123_untargeted_ce,libero_goal,4,123,UNTARGETED_CE,False,untargeted_clean_token_ce,95,True,0,84d1242554782952,-1,174528,PASS
p8_libero_goal_t04_e42_clean,libero_goal,4,42,CLEAN,False,,87,True,0,84d1242554782952,-1,156365,PASS
p8_libero_goal_t04_e42_prefix_armlock,libero_goal,4,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,87,True,0,84d1242554782952,-1,161759,PASS
p8_libero_goal_t04_e42_prefix_nolock,libero_goal,4,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,84,True,0,84d1242554782952,-1,156239,PASS
p8_libero_goal_t04_e42_random,libero_goal,4,42,RANDOM,False,,87,True,0,84d1242554782952,-1,156896,PASS
p8_libero_goal_t04_e42_tma_armlock,libero_goal,4,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,87,True,0,84d1242554782952,-1,159073,PASS
p8_libero_goal_t04_e42_tma_nolock,libero_goal,4,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,87,True,0,84d1242554782952,-1,159062,PASS
p8_libero_goal_t04_e42_untargeted_ce,libero_goal,4,42,UNTARGETED_CE,False,untargeted_clean_token_ce,90,True,0,84d1242554782952,-1,164535,PASS
p8_libero_goal_t04_e456_clean,libero_goal,4,456,CLEAN,False,,106,True,0,84d1242554782952,-1,190831,PASS
p8_libero_goal_t04_e456_prefix_armlock,libero_goal,4,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,102,True,0,84d1242554782952,-1,190540,PASS
p8_libero_goal_t04_e456_prefix_nolock,libero_goal,4,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,106,True,0,84d1242554782952,-1,197416,PASS
p8_libero_goal_t04_e456_random,libero_goal,4,456,RANDOM,False,,104,True,0,84d1242554782952,-1,188252,PASS
p8_libero_goal_t04_e456_tma_armlock,libero_goal,4,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,106,True,0,84d1242554782952,-1,194122,PASS
p8_libero_goal_t04_e456_tma_nolock,libero_goal,4,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,106,True,0,84d1242554782952,-1,194133,PASS
p8_libero_goal_t04_e456_untargeted_ce,libero_goal,4,456,UNTARGETED_CE,False,untargeted_clean_token_ce,113,True,0,84d1242554782952,-1,207156,PASS
p8_libero_goal_t05_e123_clean,libero_goal,5,123,CLEAN,False,,400,False,0,84d1242554782952,-1,740781,PASS
p8_libero_goal_t05_e123_prefix_armlock,libero_goal,5,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,757816,PASS
p8_libero_goal_t05_e123_prefix_nolock,libero_goal,5,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,761891,PASS
p8_libero_goal_t05_e123_random,libero_goal,5,123,RANDOM,False,,400,False,0,84d1242554782952,-1,745835,PASS
p8_libero_goal_t05_e123_tma_armlock,libero_goal,5,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,753169,PASS
p8_libero_goal_t05_e123_tma_nolock,libero_goal,5,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,747579,PASS
p8_libero_goal_t05_e123_untargeted_ce,libero_goal,5,123,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,750338,PASS
p8_libero_goal_t05_e42_clean,libero_goal,5,42,CLEAN,False,,129,True,0,84d1242554782952,-1,238586,PASS
p8_libero_goal_t05_e42_prefix_armlock,libero_goal,5,42,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,759366,PASS
p8_libero_goal_t05_e42_prefix_nolock,libero_goal,5,42,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,400,False,0,84d1242554782952,-1,763938,PASS
p8_libero_goal_t05_e42_random,libero_goal,5,42,RANDOM,False,,400,False,0,84d1242554782952,-1,736293,PASS
p8_libero_goal_t05_e42_tma_armlock,libero_goal,5,42,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,211,True,0,84d1242554782952,-1,394870,PASS
p8_libero_goal_t05_e42_tma_nolock,libero_goal,5,42,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,400,False,0,84d1242554782952,-1,746310,PASS
p8_libero_goal_t05_e42_untargeted_ce,libero_goal,5,42,UNTARGETED_CE,False,untargeted_clean_token_ce,400,False,0,84d1242554782952,-1,745640,PASS
p8_libero_goal_t05_e456_clean,libero_goal,5,456,CLEAN,False,,177,True,0,84d1242554782952,-1,328207,PASS
p8_libero_goal_t05_e456_prefix_armlock,libero_goal,5,456,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,177,True,0,84d1242554782952,-1,339201,PASS
p8_libero_goal_t05_e456_prefix_nolock,libero_goal,5,456,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,177,True,0,84d1242554782952,-1,339196,PASS
p8_libero_goal_t05_e456_random,libero_goal,5,456,RANDOM,False,,177,True,0,84d1242554782952,-1,329271,PASS
p8_libero_goal_t05_e456_tma_armlock,libero_goal,5,456,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,177,True,0,84d1242554782952,-1,333690,PASS
p8_libero_goal_t05_e456_tma_nolock,libero_goal,5,456,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,134,True,0,84d1242554782952,-1,253229,PASS
p8_libero_goal_t05_e456_untargeted_ce,libero_goal,5,456,UNTARGETED_CE,False,untargeted_clean_token_ce,177,True,0,84d1242554782952,-1,333340,PASS
p8_libero_goal_t06_e123_clean,libero_goal,6,123,CLEAN,False,,96,True,0,84d1242554782952,-1,174160,PASS
p8_libero_goal_t06_e123_prefix_armlock,libero_goal,6,123,PREFIX_ARMLOCK,True,autoregressive_prefix_gripper_target_token_logratio_arm_v3,111,True,0,84d1242554782952,-1,207273,PASS
p8_libero_goal_t06_e123_prefix_nolock,libero_goal,6,123,PREFIX_NOLOCK,False,autoregressive_prefix_gripper_target_token_logratio_arm_v3,96,True,0,84d1242554782952,-1,180118,PASS
p8_libero_goal_t06_e123_random,libero_goal,6,123,RANDOM,False,,96,True,0,84d1242554782952,-1,174735,PASS
p8_libero_goal_t06_e123_tma_armlock,libero_goal,6,123,TMA_ARMLOCK,True,vanilla_tma_gripper_open_ce,95,True,0,84d1242554782952,-1,175382,PASS
p8_libero_goal_t06_e123_tma_nolock,libero_goal,6,123,TMA_NOLOCK,False,vanilla_tma_gripper_open_ce,96,True,0,84d1242554782952,-1,177139,PASS
