episode_path,root_path,directory_mtime,file_count,total_size_bytes,sentinel_files,possible_suite,suite_source,suite_confidence,possible_condition,condition_source,condition_confidence,is_active_or_growing,active_status,is_partial,manifest_attack_enabled,manifest_vis_enabled,manifest_rand_enabled,summary_vis_or_rand_run,suite,condition,tier,usable_clean_denominator,usable_detector_transfer_analysis,usable_teacher_relabeling,usable_visual_feature_extraction,usable_visual_replay,usable_video_manual_audit,usable_same_schema_comparison_with_6379397,task_idx,task_name,instruction,state_id,eval_seed,source_commit,runner,model_path,unnorm_key,detector_checkpoint_sha,detector_dataset_sha,cuda_visible_devices,python,task_success,n_steps,max_steps,invalid_feature_steps,first_valid_step,mlp_triggered,mlp_emit_step,telemetry_rows,step_sequence_continuous,attack_this_true_count,features_25d_columns_complete,features_25d_finite_all_rows,detector_fields_complete,step_core_complete,visual_frames_npz,frame_index_csv,raw_video_available,overlay_video_available,sim_state_complete,sim_state_arrays,privileged_fields_present,privileged_valid,teacher_abstain,teacher_label_count,artifact_sealed,same_schema_commit_6379397,legacy_compatible_but_not_same_freeze,step_jsonl_rows,episode_jsonl_rows,npz_member_count
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r0_clean_detect,/data/liuyu/outputs,2026-05-22T21:07:02.668896,5,632819,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r2_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:58:15.656960,5,658673,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r1_best_VIS_gripper_targeted_stronger_same_autowindow,/data/liuyu/outputs,2026-05-22T21:45:38.664944,5,2967046,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r0_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T21:30:30.228925,5,2948674,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r0_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:13:46.884905,5,535451,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r1_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:34:29.804930,5,607575,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r0_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:14:16.668905,5,642690,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r2_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T22:10:43.524975,5,2948655,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r1_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T21:51:44.320952,5,2945418,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r2_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T22:12:03.768977,5,2945454,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r0_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:16:46.472908,5,593715,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r0_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:17:10.868909,5,658786,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r1_clean_detect,/data/liuyu/outputs,2026-05-22T21:32:58.148928,5,605668,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r0_best_VIS_gripper_targeted_stronger_same_autowindow,/data/liuyu/outputs,2026-05-22T21:10:35.660901,5,597070,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r1_clean_detect,/data/liuyu/outputs,2026-05-22T21:32:04.020927,5,541276,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r2_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:56:40.624958,5,571987,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r1_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T21:33:38.424929,5,585805,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r1_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T21:50:12.708950,5,2948649,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r2_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:53:23.512954,5,535461,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r1_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:25:16.424919,5,642585,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r2_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:36:52.040933,5,642586,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s0_r2_best_VIS_gripper_targeted_stronger_same_autowindow,/data/liuyu/outputs,2026-05-22T22:07:25.668971,5,2969243,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r2_clean_detect,/data/liuyu/outputs,2026-05-22T21:51:44.128952,5,541300,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s5_r1_random_same_autowindow,/data/liuyu/outputs,2026-05-22T21:33:30.400929,5,542691,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r2_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:40:03.912937,5,686470,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r2_command_open_0.75_same_autowindow,/data/liuyu/outputs,2026-05-22T21:44:38.124943,5,585775,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_goal,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r0_VIS_current_same_autowindow,/data/liuyu/outputs,2026-05-22T21:17:28.416909,5,686479,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/overnight_bowl_plate_table2small_with_relay_20260522/runs/goal_put_the_bowl_on_the_plate_s4_r2_best_VIS_gripper_targeted_stronger_same_autowindow,/data/liuyu/outputs,2026-05-22T21:43:15.472941,5,596973,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_goal,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_clean_gate_state1_seed1_rep3,/data/liuyu/outputs,2026-05-12T14:18:56.971852,5,5188536,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_clean_gate_state1_seed1_rep2,/data/liuyu/outputs,2026-05-12T14:08:54.850049,5,5188594,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_clean_gate_state1_seed1_rep1,/data/liuyu/outputs,2026-05-12T14:00:02.078007,5,5777763,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_clean_gate_state1_seed1_rep4,/data/liuyu/outputs,2026-05-12T14:28:58.262817,5,5772792,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_oracle_state1_seed1_rel0_30,/data/liuyu/outputs,2026-05-12T14:47:50.542564,5,5887474,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_10,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_vis_state1_seed1_rel0_30,/data/liuyu/outputs,2026-05-12T14:57:51.414030,5,5252389,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_10,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s1/moka_clean_gate_state1_seed1_rep5,/data/liuyu/outputs,2026-05-12T14:38:03.786935,5,5188483,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s3/moka_clean_gate_state1_seed3_rep2,/data/liuyu/outputs,2026-05-12T16:09:49.273562,5,5188466,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s3/moka_clean_gate_state1_seed3_rep1,/data/liuyu/outputs,2026-05-12T15:59:44.034348,5,5188543,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s3/moka_clean_gate_state1_seed3_rep5,/data/liuyu/outputs,2026-05-12T16:34:20.551579,5,5771522,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s3/moka_clean_gate_state1_seed3_rep3,/data/liuyu/outputs,2026-05-12T16:18:47.030163,5,5188433,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_clean_gate_state1_seed2_rep2,/data/liuyu/outputs,2026-05-12T15:15:07.909847,5,5188567,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_clean_gate_state1_seed2_rep3,/data/liuyu/outputs,2026-05-12T15:23:52.848172,5,5188588,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_clean_gate_state1_seed2_rep5,/data/liuyu/outputs,2026-05-12T15:41:19.108654,5,5188557,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_oracle_state1_seed2_rel0_30,/data/liuyu/outputs,2026-05-12T15:50:57.965702,5,5799041,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,,unresolved,NONE,False,,True,,,,,libero_10,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_clean_gate_state1_seed2_rep1,/data/liuyu/outputs,2026-05-12T15:06:22.718510,5,5188680,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_twopot_window_theory_series_20260512/relay_s2/moka_clean_gate_state1_seed2_rep4,/data/liuyu/outputs,2026-05-12T15:32:33.556735,5,5188553,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_full4_state0_balanced_clean_20260518/old2080ti_20260518_full4_smoke_goal_open_the_middle_drawer_of_the_cabinet_state0_seed1_clean,/data/liuyu/outputs,2026-05-18T22:06:28.761817,6,2984867,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_goal,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_goal,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_full4_state0_balanced_clean_20260518/old2080ti_20260518_full4_smoke_object_pick_up_the_alphabet_soup_and_place_it_in_the_basket_state0_seed1_clean,/data/liuyu/outputs,2026-05-18T22:06:08.137817,6,3018583,episode_records.jsonl|run_manifest.json|step_records.jsonl,,unresolved,NONE,CLEAN,path_heuristic,LOW,False,,True,,,,,,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_full4_state0_balanced_clean_20260518/old2080ti_20260518_full4_smoke_spatial_pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_state0_seed1_clean,/data/liuyu/outputs,2026-05-18T22:05:41.985816,6,3110211,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_spatial,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_spatial,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/libero_full4_state0_balanced_clean_20260518/old2080ti_20260518_full4_smoke_libero10_kitchen_scene8_put_both_moka_pots_on_the_stove_state0_seed1_clean,/data/liuyu/outputs,2026-05-18T22:05:02.973816,5,4662,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,CLEAN,path_heuristic,LOW,False,,True,,,,,libero_10,CLEAN,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/d4_smoke_gpu26_r2/milk_s23_shadow_attempt1,/data/liuyu/outputs,2026-06-16T02:50:18.689951,12,90090,episode_manifest.json,,unresolved,NONE,,unresolved,NONE,False,,True,,,,,,CONDITION_UNVERIFIED,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/liuyu/outputs/moka_first_pot_vis_control_20260512/moka_ctrl_same_gate_zero_margin_state1_seed2_w790_805,/data/liuyu/outputs,2026-05-12T23:27:42.792769,5,6124926,episode_records.jsonl|run_manifest.json|step_records.jsonl,libero_10,summary,HIGH,NON_CLEAN_OR_ATTACK,path_heuristic,LOW,False,,True,,,,,libero_10,NON_CLEAN_OR_ATTACK,TIER_X_REJECTED,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
