old_requested_task,corrected_actual_task,state_id,window_start,window_end,condition,attack_seed,env_seed,decoded_open_count,max_open_streak,qpos_pos_area,qpos_neg_area,qpos_baseline,infra_status,old_pair_id,summary_path,trace_path,relabel_source
tomato_sauce,milk,2,155,165,random_linf,50,2,8,5,0.56984272,0.0,0.0015039,ok,tomato_s2_w155_165_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_tomato_s2_w155_165_s16b_calib_randomlinf_job953017.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_tomato_s2_w155_165_s16b_calib_randomlinf_job953017.csv,inferred_from_verified_task_order_mapping
tomato_sauce,milk,2,155,165,vis_pgd,50,2,4,3,0.05245303,0.00467548,0.00157621,ok,tomato_s2_w155_165_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_tomato_s2_w155_165_s16b_calib_vispgd_job953016.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_tomato_s2_w155_165_s16b_calib_vispgd_job953016.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,clean,0,2,0,0,0.00247615,0.00405721,0.00095209,ok,cream_cheese_s2_w50_60_s11a_sanity,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s11a_oracle_overlap_sanity/summary_cream_cheese_s2_w50_60_s11a_sanity_clean_job951008.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s11a_oracle_overlap_sanity/trace_cream_cheese_s2_w50_60_s11a_sanity_clean_job951008.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,oracle_open,0,2,10,10,0.28376649,0.0,0.00095209,ok,cream_cheese_s2_w50_60_s11a_sanity,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s11a_oracle_overlap_sanity/summary_cream_cheese_s2_w50_60_s11a_sanity_oracleopen_job951009.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s11a_oracle_overlap_sanity/trace_cream_cheese_s2_w50_60_s11a_sanity_oracleopen_job951009.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,18,2,0,0,0.00032879,0.00708674,0.00095209,ok,cream_s2_w50_60_s12a_seed18,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/summary_cream_s2_w50_60_s12a_seed18_randomlinf_job952000.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/trace_cream_s2_w50_60_s12a_seed18_randomlinf_job952000.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,19,2,0,0,0.0,0.00735426,0.00093123,ok,cream_s2_w50_60_s12a_seed19,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/summary_cream_s2_w50_60_s12a_seed19_randomlinf_job952000.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/trace_cream_s2_w50_60_s12a_seed19_randomlinf_job952000.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,20,2,0,0,0.0,0.00713501,0.00093123,ok,cream_s2_w50_60_s12a_seed20,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/summary_cream_s2_w50_60_s12a_seed20_randomlinf_job952000.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12a_rand_veto/trace_cream_s2_w50_60_s12a_seed20_randomlinf_job952000.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,21,2,0,0,0.001763,0.00338658,0.00095209,ok,cream_s2_w50_60_s12b_seed21,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed21_randomlinf_job952101.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed21_randomlinf_job952101.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,vis_pgd,21,2,2,1,0.00204005,0.00240644,0.00095209,ok,cream_s2_w50_60_s12b_seed21,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed21_vispgd_job952100.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed21_vispgd_job952100.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,22,2,0,0,0.0,0.00746838,0.00095209,ok,cream_s2_w50_60_s12b_seed22,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed22_randomlinf_job952103.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed22_randomlinf_job952103.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,vis_pgd,22,2,3,2,0.01242337,0.00128106,0.00095209,ok,cream_s2_w50_60_s12b_seed22,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed22_vispgd_job952102.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed22_vispgd_job952102.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,23,2,0,0,0.02367379,5.85e-06,0.00061889,ok,cream_s2_w50_60_s12b_seed23,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed23_randomlinf_job952105.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed23_randomlinf_job952105.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,vis_pgd,23,2,2,2,0.00049715,0.00418789,0.00098043,ok,cream_s2_w50_60_s12b_seed23,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/summary_cream_s2_w50_60_s12b_seed23_vispgd_job952104.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s12b_cream_visrand/trace_cream_s2_w50_60_s12b_seed23_vispgd_job952104.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,random_linf,50,2,0,0,0.0,0.00747289,0.00095209,ok,cream_s2_w50_60_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_cream_s2_w50_60_s16b_calib_randomlinf_job953013.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_cream_s2_w50_60_s16b_calib_randomlinf_job953013.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,2,50,60,vis_pgd,50,2,2,1,0.00214653,0.00291433,0.00095209,ok,cream_s2_w50_60_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_cream_s2_w50_60_s16b_calib_vispgd_job953012.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_cream_s2_w50_60_s16b_calib_vispgd_job953012.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,oracle_open,0,0,10,10,0.53326441,0.0,0.00130029,ok,cream_s0_w85_95_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_cream_s0_w85_95_s15b_v04_fwd_oracleopen_job952700.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_cream_s0_w85_95_s15b_v04_fwd_oracleopen_job952700.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,random_linf,27,0,3,2,0.10698801,0.00048768,0.00126908,ok,cream_s0_w85_95_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952701.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952701.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,vis_pgd,27,0,3,1,0.04213752,0.0,0.00126908,ok,cream_s0_w85_95_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_cream_s0_w85_95_s15b_v04_fwd_vispgd_job952704.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_cream_s0_w85_95_s15b_v04_fwd_vispgd_job952704.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,random_linf,28,0,4,2,0.00406572,0.00162674,0.00126908,ok,cream_s0_w85_95_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952702.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952702.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,random_linf,29,0,3,2,0.08654579,7.236e-05,0.00126908,ok,cream_s0_w85_95_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952703.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_cream_s0_w85_95_s15b_v04_fwd_randomlinf_job952703.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,random_linf,50,0,3,2,0.07233912,0.00017958,0.00126908,ok,cream_s0_w85_95_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_cream_s0_w85_95_s16b_calib_randomlinf_job953015.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_cream_s0_w85_95_s16b_calib_randomlinf_job953015.csv,inferred_from_verified_task_order_mapping
cream_cheese,salad_dressing,0,85,95,vis_pgd,50,0,4,1,0.00617609,0.00036951,0.00126908,ok,cream_s0_w85_95_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_cream_s0_w85_95_s16b_calib_vispgd_job953014.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_cream_s0_w85_95_s16b_calib_vispgd_job953014.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,60,90,clean,0,0,3,3,0.0,0.08234892,0.03950855,ok,milk_s0_w60_90_extended20_samerunner,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/summary_milk_s0_w60_90_extended20_samerunner_clean_job950102.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/trace_milk_s0_w60_90_extended20_samerunner_clean_job950102.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,60,90,clean,0,0,12,4,0.0,0.41366429,0.03950855,ok,milk_s0_w60_90_ext20_halfopen,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/summary_milk_s0_w60_90_ext20_halfopen_clean_job950202.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/trace_milk_s0_w60_90_ext20_halfopen_clean_job950202.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,60,90,oracle_open,0,0,30,30,0.00106827,0.00729626,0.03950855,ok,milk_s0_w60_90_extended20_samerunner,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/summary_milk_s0_w60_90_extended20_samerunner_oracleopen_job950103.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/trace_milk_s0_w60_90_extended20_samerunner_oracleopen_job950103.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,60,90,oracle_open,0,0,30,30,0.00050363,0.87289269,0.03950855,ok,milk_s0_w60_90_ext20_halfopen,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/summary_milk_s0_w60_90_ext20_halfopen_oracleopen_job950203.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/trace_milk_s0_w60_90_ext20_halfopen_oracleopen_job950203.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,clean,0,0,1,1,0.0,0.18260433,0.03948656,ok,milk_s0_w70_80_short_samerunner,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/summary_milk_s0_w70_80_short_samerunner_clean_job950100.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/trace_milk_s0_w70_80_short_samerunner_clean_job950100.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,clean,0,0,1,1,0.0,0.35900776,0.03948656,ok,milk_s0_w70_80_short_halfopen,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/summary_milk_s0_w70_80_short_halfopen_clean_job950200.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/trace_milk_s0_w70_80_short_halfopen_clean_job950200.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,clean,0,0,1,1,0.0,0.35900776,0.03948656,ok,milk_s0_w70_80_short_s9a,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9a_init_order_parity/summary_milk_s0_w70_80_short_s9a_clean_job950300.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9a_init_order_parity/trace_milk_s0_w70_80_short_s9a_clean_job950300.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,clean,0,0,0,0,0.0,0.02832248,0.00196721,ok,milk_s0_w70_80_phase1port_sanity,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_port_sanity/summary_milk_s0_w70_80_phase1port_sanity_clean_job950400.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_port_sanity/trace_milk_s0_w70_80_phase1port_sanity_clean_job950400.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,oracle_open,0,0,10,10,0.0,0.0095195,0.03948656,ok,milk_s0_w70_80_short_samerunner,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/summary_milk_s0_w70_80_short_samerunner_oracleopen_job950101.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8b_samerunner_oracle_calibration/trace_milk_s0_w70_80_short_samerunner_oracleopen_job950101.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,oracle_open,0,0,10,10,0.0,0.18076095,0.03948656,ok,milk_s0_w70_80_short_halfopen,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/summary_milk_s0_w70_80_short_halfopen_oracleopen_job950201.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s8c_runner_parity_isolation/trace_milk_s0_w70_80_short_halfopen_oracleopen_job950201.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,oracle_open,0,0,10,10,0.0,0.18076095,0.03948656,ok,milk_s0_w70_80_short_s9a,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9a_init_order_parity/summary_milk_s0_w70_80_short_s9a_oracleopen_job950301.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9a_init_order_parity/trace_milk_s0_w70_80_short_s9a_oracleopen_job950301.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,oracle_open,0,0,10,10,0.29489932,0.00369374,0.00196721,ok,milk_s0_w70_80_phase1port_sanity,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_port_sanity/summary_milk_s0_w70_80_phase1port_sanity_oracleopen_job950401.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_port_sanity/trace_milk_s0_w70_80_phase1port_sanity_oracleopen_job950401.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,9,0,0,0,0.0,0.02166873,0.00196721,ok,milk_s0_w70_80_phase1port_seed9,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/summary_milk_s0_w70_80_phase1port_seed9_randomlinf_job950411.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/trace_milk_s0_w70_80_phase1port_seed9_randomlinf_job950411.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,9,0,7,4,0.12480254,0.00688654,0.00196721,ok,milk_s0_w70_80_phase1port_seed9,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/summary_milk_s0_w70_80_phase1port_seed9_vispgd_job950410.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/trace_milk_s0_w70_80_phase1port_seed9_vispgd_job950410.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,10,0,0,0,0.01611096,0.0042894,0.00123534,ok,milk_s0_w70_80_phase1port_seed10,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/summary_milk_s0_w70_80_phase1port_seed10_randomlinf_job950413.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/trace_milk_s0_w70_80_phase1port_seed10_randomlinf_job950413.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,10,0,6,5,0.07827818,0.00608372,0.00174906,ok,milk_s0_w70_80_phase1port_seed10,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/summary_milk_s0_w70_80_phase1port_seed10_vispgd_job950412.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9b_phase1_runner_visrand_smoke/trace_milk_s0_w70_80_phase1port_seed10_vispgd_job950412.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,11,0,1,1,0.0,0.01675724,0.00167217,ok,milk_s0_w70_80_phase1port_seed11,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/summary_milk_s0_w70_80_phase1port_seed11_randomlinf_job950501.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/trace_milk_s0_w70_80_phase1port_seed11_randomlinf_job950501.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,11,0,6,4,0.11147003,0.00683927,0.00196721,ok,milk_s0_w70_80_phase1port_seed11,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/summary_milk_s0_w70_80_phase1port_seed11_vispgd_job950500.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/trace_milk_s0_w70_80_phase1port_seed11_vispgd_job950500.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,12,0,0,0,0.00876289,0.00970674,0.00173289,ok,milk_s0_w70_80_phase1port_seed12,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/summary_milk_s0_w70_80_phase1port_seed12_randomlinf_job950503.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/trace_milk_s0_w70_80_phase1port_seed12_randomlinf_job950503.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,12,0,6,4,0.0381405,0.02126975,0.00287571,ok,milk_s0_w70_80_phase1port_seed12,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/summary_milk_s0_w70_80_phase1port_seed12_vispgd_job950502.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s9c_milk_replication/trace_milk_s0_w70_80_phase1port_seed12_vispgd_job950502.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,24,0,0,0,0.0,0.02460077,0.00174468,ok,milk_s0_w70_80_s13a_posctrl_seed24,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s13a_rand_veto_and_milk_positive/summary_milk_s0_w70_80_s13a_posctrl_seed24_randomlinf_job952407.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s13a_rand_veto_and_milk_positive/trace_milk_s0_w70_80_s13a_posctrl_seed24_randomlinf_job952407.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,24,0,6,4,0.38238329,0.0,0.00109203,ok,milk_s0_w70_80_s13a_posctrl_seed24,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s13a_rand_veto_and_milk_positive/summary_milk_s0_w70_80_s13a_posctrl_seed24_vispgd_job952406.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s13a_rand_veto_and_milk_positive/trace_milk_s0_w70_80_s13a_posctrl_seed24_vispgd_job952406.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,random_linf,50,0,0,0,0.0,0.02319249,0.00196721,ok,milk_s0_w70_80_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w70_80_s16b_calib_randomlinf_job953011.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w70_80_s16b_calib_randomlinf_job953011.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,70,80,vis_pgd,50,0,8,4,0.18298801,0.00387237,0.00196721,ok,milk_s0_w70_80_s16b_calib,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/summary_milk_s0_w70_80_s16b_calib_vispgd_job953010.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s16b_command_level_visrand_screen/trace_milk_s0_w70_80_s16b_calib_vispgd_job953010.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,oracle_open,0,0,10,10,0.32664805,0.0,0.00053586,ok,milk_s0_w230_240_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w230_240_s15b_v04_fwd_oracleopen_job952710.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w230_240_s15b_v04_fwd_oracleopen_job952710.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,random_linf,27,0,0,0,0.02324851,0.00450314,0.0010551,ok,milk_s0_w230_240_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952711.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952711.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,vis_pgd,27,0,5,3,0.0535815,0.00011103,0.00125467,ok,milk_s0_w230_240_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w230_240_s15b_v04_fwd_vispgd_job952714.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w230_240_s15b_v04_fwd_vispgd_job952714.csv,inferred_from_verified_task_order_mapping
milk,tomato_sauce,0,230,240,random_linf,28,0,2,1,0.0001271,0.01168431,0.00145233,ok,milk_s0_w230_240_s15b_v04_fwd,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/summary_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952712.json,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e/s15b_v04_forward_screen/trace_milk_s0_w230_240_s15b_v04_fwd_randomlinf_job952712.csv,inferred_from_verified_task_order_mapping
