artifact_path,artifact_type,file_name,file_size,modified_time,detected_stage,detected_runner_family,task,actual_task_key,state_id,window_start,window_end,condition,seed,attack_seed,random_control_seed,job_id,git_commit,center_crop,libero_preprocess_backend,postprocess_gripper,success_metric,full_episode,max_steps,video_dir,num_frames,first_frame,last_frame,source_confidence,notes
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016080.npy,npy,feat_016080.npy,8832,2026-05-28T18:38:24.518270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004490.npy,npy,feat_004490.npy,8832,2026-05-28T18:30:32.230258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009234.npy,npy,feat_009234.npy,8832,2026-05-28T18:33:44.526263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010058.npy,npy,feat_010058.npy,8832,2026-05-28T18:34:18.282264,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004377.npy,npy,feat_004377.npy,8832,2026-05-28T18:30:27.670258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017384.npy,npy,feat_017384.npy,8832,2026-05-28T18:39:17.850271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011440.npy,npy,feat_011440.npy,8832,2026-05-28T18:35:14.894265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017934.npy,npy,feat_017934.npy,8832,2026-05-28T18:39:40.098272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018320.npy,npy,feat_018320.npy,8832,2026-05-28T18:39:56.166273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014643.npy,npy,feat_014643.npy,8832,2026-05-28T18:37:25.602269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006217.npy,npy,feat_006217.npy,8832,2026-05-28T18:31:42.030260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016416.npy,npy,feat_016416.npy,8832,2026-05-28T18:38:38.294271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013930.npy,npy,feat_013930.npy,8832,2026-05-28T18:36:56.530268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007397.npy,npy,feat_007397.npy,8832,2026-05-28T18:32:29.586261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002991.npy,npy,feat_002991.npy,8832,2026-05-28T18:29:31.486256,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007185.npy,npy,feat_007185.npy,8832,2026-05-28T18:32:21.138261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000246.npy,npy,feat_000246.npy,8832,2026-05-28T18:27:41.382253,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006847.npy,npy,feat_006847.npy,8832,2026-05-28T18:32:07.250260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012522.npy,npy,feat_012522.npy,8832,2026-05-28T18:35:58.994266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014944.npy,npy,feat_014944.npy,8832,2026-05-28T18:37:38.058269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012547.npy,npy,feat_012547.npy,8832,2026-05-28T18:35:59.978266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001185.npy,npy,feat_001185.npy,8832,2026-05-28T18:28:19.002254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010954.npy,npy,feat_010954.npy,8832,2026-05-28T18:34:54.926265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003857.npy,npy,feat_003857.npy,8832,2026-05-28T18:30:06.686257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016408.npy,npy,feat_016408.npy,8832,2026-05-28T18:38:37.966270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007643.npy,npy,feat_007643.npy,8832,2026-05-28T18:32:39.558261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010920.npy,npy,feat_010920.npy,8832,2026-05-28T18:34:53.618265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008526.npy,npy,feat_008526.npy,8832,2026-05-28T18:33:15.554262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001796.npy,npy,feat_001796.npy,8832,2026-05-28T18:28:43.394255,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017403.npy,npy,feat_017403.npy,8832,2026-05-28T18:39:18.510272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000155.npy,npy,feat_000155.npy,8832,2026-05-28T18:27:37.898253,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004227.npy,npy,feat_004227.npy,8832,2026-05-28T18:30:21.534257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007174.npy,npy,feat_007174.npy,8832,2026-05-28T18:32:20.490261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000839.npy,npy,feat_000839.npy,8832,2026-05-28T18:28:04.922254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008639.npy,npy,feat_008639.npy,8832,2026-05-28T18:33:20.102262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013945.npy,npy,feat_013945.npy,8832,2026-05-28T18:36:57.182268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010814.npy,npy,feat_010814.npy,8832,2026-05-28T18:34:49.046264,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007450.npy,npy,feat_007450.npy,8832,2026-05-28T18:32:31.834261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012513.npy,npy,feat_012513.npy,8832,2026-05-28T18:35:58.666266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017847.npy,npy,feat_017847.npy,8832,2026-05-28T18:39:36.478272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017218.npy,npy,feat_017218.npy,8832,2026-05-28T18:39:10.950271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012508.npy,npy,feat_012508.npy,8832,2026-05-28T18:35:58.342266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006808.npy,npy,feat_006808.npy,8832,2026-05-28T18:32:05.954260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005019.npy,npy,feat_005019.npy,8832,2026-05-28T18:30:53.542258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015810.npy,npy,feat_015810.npy,8832,2026-05-28T18:38:13.386270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000686.npy,npy,feat_000686.npy,8832,2026-05-28T18:27:58.866254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014193.npy,npy,feat_014193.npy,8832,2026-05-28T18:37:07.278268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010970.npy,npy,feat_010970.npy,8832,2026-05-28T18:34:55.578265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018398.npy,npy,feat_018398.npy,8832,2026-05-28T18:39:59.106273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017923.npy,npy,feat_017923.npy,8832,2026-05-28T18:39:39.770272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008061.npy,npy,feat_008061.npy,8832,2026-05-28T18:32:56.506262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007676.npy,npy,feat_007676.npy,8832,2026-05-28T18:32:40.858261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005878.npy,npy,feat_005878.npy,8832,2026-05-28T18:31:28.122259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012206.npy,npy,feat_012206.npy,8832,2026-05-28T18:35:45.946266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000596.npy,npy,feat_000596.npy,8832,2026-05-28T18:27:55.366254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015536.npy,npy,feat_015536.npy,8832,2026-05-28T18:38:02.230270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012925.npy,npy,feat_012925.npy,8832,2026-05-28T18:36:15.386267,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007377.npy,npy,feat_007377.npy,8832,2026-05-28T18:32:28.942261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013667.npy,npy,feat_013667.npy,8832,2026-05-28T18:36:45.730268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018153.npy,npy,feat_018153.npy,8832,2026-05-28T18:39:49.286272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018619.npy,npy,feat_018619.npy,8832,2026-05-28T18:40:08.294273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007489.npy,npy,feat_007489.npy,8832,2026-05-28T18:32:33.442261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013924.npy,npy,feat_013924.npy,8832,2026-05-28T18:36:56.206268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006662.npy,npy,feat_006662.npy,8832,2026-05-28T18:31:59.830260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018428.npy,npy,feat_018428.npy,8832,2026-05-28T18:40:00.422273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006838.npy,npy,feat_006838.npy,8832,2026-05-28T18:32:06.922260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016378.npy,npy,feat_016378.npy,8832,2026-05-28T18:38:36.662271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002828.npy,npy,feat_002828.npy,8832,2026-05-28T18:29:25.054256,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012619.npy,npy,feat_012619.npy,8832,2026-05-28T18:36:02.950266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009646.npy,npy,feat_009646.npy,8832,2026-05-28T18:34:01.318263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016627.npy,npy,feat_016627.npy,8832,2026-05-28T18:38:46.766271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005025.npy,npy,feat_005025.npy,8832,2026-05-28T18:30:53.866258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002588.npy,npy,feat_002588.npy,8832,2026-05-28T18:29:15.402256,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009678.npy,npy,feat_009678.npy,8832,2026-05-28T18:34:02.642263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006182.npy,npy,feat_006182.npy,8832,2026-05-28T18:31:40.414259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000629.npy,npy,feat_000629.npy,8832,2026-05-28T18:27:56.638254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011081.npy,npy,feat_011081.npy,8832,2026-05-28T18:35:00.162265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010965.npy,npy,feat_010965.npy,8832,2026-05-28T18:34:55.254265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014717.npy,npy,feat_014717.npy,8832,2026-05-28T18:37:28.538269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017732.npy,npy,feat_017732.npy,8832,2026-05-28T18:39:31.906272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006599.npy,npy,feat_006599.npy,8832,2026-05-28T18:31:57.254260,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015404.npy,npy,feat_015404.npy,8832,2026-05-28T18:37:56.694269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012229.npy,npy,feat_012229.npy,8832,2026-05-28T18:35:46.922266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017980.npy,npy,feat_017980.npy,8832,2026-05-28T18:39:42.094272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007994.npy,npy,feat_007994.npy,8832,2026-05-28T18:32:53.874261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017133.npy,npy,feat_017133.npy,8832,2026-05-28T18:39:07.362271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000279.npy,npy,feat_000279.npy,8832,2026-05-28T18:27:42.642253,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005152.npy,npy,feat_005152.npy,8832,2026-05-28T18:30:59.034258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016469.npy,npy,feat_016469.npy,8832,2026-05-28T18:38:40.250271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016598.npy,npy,feat_016598.npy,8832,2026-05-28T18:38:45.462271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002183.npy,npy,feat_002183.npy,8832,2026-05-28T18:28:58.870255,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011472.npy,npy,feat_011472.npy,8832,2026-05-28T18:35:16.194265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006139.npy,npy,feat_006139.npy,8832,2026-05-28T18:31:38.790259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011812.npy,npy,feat_011812.npy,8832,2026-05-28T18:35:29.890265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018559.npy,npy,feat_018559.npy,8832,2026-05-28T18:40:05.702273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003405.npy,npy,feat_003405.npy,8832,2026-05-28T18:29:48.282257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018438.npy,npy,feat_018438.npy,8832,2026-05-28T18:40:00.754273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007860.npy,npy,feat_007860.npy,8832,2026-05-28T18:32:48.306261,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012718.npy,npy,feat_012718.npy,8832,2026-05-28T18:36:06.898267,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009593.npy,npy,feat_009593.npy,8832,2026-05-28T18:33:59.318263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013625.npy,npy,feat_013625.npy,8832,2026-05-28T18:36:44.094268,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004140.npy,npy,feat_004140.npy,8832,2026-05-28T18:30:17.978257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000664.npy,npy,feat_000664.npy,8832,2026-05-28T18:27:58.230254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005201.npy,npy,feat_005201.npy,8832,2026-05-28T18:31:00.974258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003919.npy,npy,feat_003919.npy,8832,2026-05-28T18:30:08.942257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003691.npy,npy,feat_003691.npy,8832,2026-05-28T18:29:59.930257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008785.npy,npy,feat_008785.npy,8832,2026-05-28T18:33:26.274262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004284.npy,npy,feat_004284.npy,8832,2026-05-28T18:30:23.798258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000899.npy,npy,feat_000899.npy,8832,2026-05-28T18:28:07.474254,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005748.npy,npy,feat_005748.npy,8832,2026-05-28T18:31:22.970259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009014.npy,npy,feat_009014.npy,8832,2026-05-28T18:33:35.418262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009082.npy,npy,feat_009082.npy,8832,2026-05-28T18:33:38.334263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018534.npy,npy,feat_018534.npy,8832,2026-05-28T18:40:04.714273,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004253.npy,npy,feat_004253.npy,8832,2026-05-28T18:30:22.502258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014837.npy,npy,feat_014837.npy,8832,2026-05-28T18:37:33.502269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011523.npy,npy,feat_011523.npy,8832,2026-05-28T18:35:18.162265,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013274.npy,npy,feat_013274.npy,8832,2026-05-28T18:36:29.782267,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017239.npy,npy,feat_017239.npy,8832,2026-05-28T18:39:11.606272,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004554.npy,npy,feat_004554.npy,8832,2026-05-28T18:30:34.834258,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005182.npy,npy,feat_005182.npy,8832,2026-05-28T18:31:00.002259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015044.npy,npy,feat_015044.npy,8832,2026-05-28T18:37:41.966269,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009741.npy,npy,feat_009741.npy,8832,2026-05-28T18:34:05.250263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002574.npy,npy,feat_002574.npy,8832,2026-05-28T18:29:14.758256,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008337.npy,npy,feat_008337.npy,8832,2026-05-28T18:33:07.954262,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015666.npy,npy,feat_015666.npy,8832,2026-05-28T18:38:07.462270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005968.npy,npy,feat_005968.npy,8832,2026-05-28T18:31:32.006259,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009343.npy,npy,feat_009343.npy,8832,2026-05-28T18:33:48.766263,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012278.npy,npy,feat_012278.npy,8832,2026-05-28T18:35:48.874266,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016116.npy,npy,feat_016116.npy,8832,2026-05-28T18:38:25.818270,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003356.npy,npy,feat_003356.npy,8832,2026-05-28T18:29:46.342257,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017120.npy,npy,feat_017120.npy,8832,2026-05-28T18:39:07.034271,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002923.npy,npy,feat_002923.npy,8832,2026-05-28T18:29:28.922256,,,,,,,,,,,,,,,,,,,,,,,,low,
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009286.npy,npy,feat_009286.npy,8832,2026-05-28T18:33:46.490263,,,,,,,,,,,,,,,,,,,,,,,,low,
