parent_key,pair_id,job_id,task,state_id,env_seed,attack_seed,window_start,window_end,condition,category,rationale,output_dir
k5c_phys_tomato,12,520122,tomato_sauce,2,2,1,85,95,vis_pgd,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520123,tomato_sauce,2,2,1,85,95,random_linf,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520124,tomato_sauce,2,2,2,85,95,vis_pgd,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520125,tomato_sauce,2,2,2,85,95,random_linf,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520126,tomato_sauce,2,2,3,85,95,vis_pgd,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520127,tomato_sauce,2,2,3,85,95,random_linf,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520128,tomato_sauce,2,2,4,85,95,vis_pgd,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_tomato,12,520129,tomato_sauce,2,2,4,85,95,random_linf,strict_phys,"Old CMD+VPHYS+ABSTAIN, tomato phys context",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520130,salad_dressing,2,2,0,75,85,vis_pgd,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520131,salad_dressing,2,2,0,75,85,random_linf,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520132,salad_dressing,2,2,1,75,85,vis_pgd,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520133,salad_dressing,2,2,1,75,85,random_linf,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520134,salad_dressing,2,2,2,75,85,vis_pgd,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520135,salad_dressing,2,2,2,75,85,random_linf,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520136,salad_dressing,2,2,3,75,85,vis_pgd,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520137,salad_dressing,2,2,3,75,85,random_linf,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520138,salad_dressing,2,2,4,75,85,vis_pgd,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_salad,13,520139,salad_dressing,2,2,4,75,85,random_linf,strict_phys,Heuristic: salad phys context,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520140,bbq_sauce,0,0,0,70,80,vis_pgd,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520141,bbq_sauce,0,0,0,70,80,random_linf,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520142,bbq_sauce,0,0,1,70,80,vis_pgd,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520143,bbq_sauce,0,0,1,70,80,random_linf,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520144,bbq_sauce,0,0,2,70,80,vis_pgd,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520145,bbq_sauce,0,0,2,70,80,random_linf,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520146,bbq_sauce,0,0,3,70,80,vis_pgd,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520147,bbq_sauce,0,0,3,70,80,random_linf,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520148,bbq_sauce,0,0,4,70,80,vis_pgd,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_phys_bbq,14,520149,bbq_sauce,0,0,4,70,80,random_linf,strict_phys,"Heuristic: bbq phys context, bbq has 0 phys",/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520150,milk,0,0,0,70,80,vis_pgd,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520151,milk,0,0,0,70,80,random_linf,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520152,milk,0,0,1,70,80,vis_pgd,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520153,milk,0,0,1,70,80,random_linf,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520154,milk,0,0,2,70,80,vis_pgd,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520155,milk,0,0,2,70,80,random_linf,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520156,milk,0,0,3,70,80,vis_pgd,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520157,milk,0,0,3,70,80,random_linf,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520158,milk,0,0,4,70,80,vis_pgd,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
k5c_sentinel_milk_gold,15,520159,milk,0,0,4,70,80,random_linf,sentinel,Re-run K5 GOLD anchor for runner health check,/data/liuyu/outputs/stageb_v1_1_k5c_targeted_expansion_rc1a_ca3a97e
