artifact_path,artifact_type,risk_category,reason,recommended_action
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006785.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009707.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016539.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008841.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009797.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009026.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011366.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013664.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014209.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002876.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002026.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010033.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001050.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012521.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001799.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002178.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002862.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005365.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010100.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016327.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001685.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015142.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008385.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006970.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007941.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010758.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003184.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002361.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013600.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002171.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009768.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007660.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010483.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008049.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010849.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015837.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008578.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011397.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012400.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001915.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010752.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010458.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007182.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008260.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015746.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018166.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007885.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002845.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016004.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014924.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002384.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013161.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007613.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016203.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009586.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015328.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010708.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013184.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010962.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004597.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004185.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008505.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006272.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004086.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000018.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004289.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010691.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004351.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015021.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003463.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012251.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_001677.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015942.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015527.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017673.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013976.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014987.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002292.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018835.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015279.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016140.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017988.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018055.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014859.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004997.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013617.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009798.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014647.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002679.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011702.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018671.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016177.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013122.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004874.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004755.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012404.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000525.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003208.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000934.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009461.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009146.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000231.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015776.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000582.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_016231.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014714.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004933.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007071.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003666.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013749.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000727.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018381.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_015711.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018443.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017297.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_002476.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011462.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000100.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017601.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008807.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012708.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017081.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010270.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007147.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_004745.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012611.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006403.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006886.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_010061.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012745.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_009851.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011077.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003022.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017818.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006730.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012124.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011054.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014114.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003985.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014648.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_007940.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_008564.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005616.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_011500.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_000928.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_017072.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013314.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003176.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_018844.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006372.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_013877.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014257.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_014962.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005948.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_003621.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_006454.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_005590.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
/data/liuyu/outputs/milestone_2e3_object100_visual_features_openvla_20260527/features/feat_012893.npy,npy,unknown_state_id,State-level-looking artifact has unknown state_id.,Do not use for state-level claims.
