episode_id,task_key,state_id,split,window_start,window_end,actual_window_len,T_gform,relative_lead,candidate_source,delay,clean_open_count,clean_open_ratio,raw_gripper_mean,qpos_start,qpos_end,qpos_min,qpos_max,qpos_delta_abs,qpos_opening_proxy,qpos_velocity_mean,eef_speed_mean,eef_speed_max,eef_displacement,eef_z_delta,dist_to_T_open_onset,dist_to_T_qpos_motion,dist_to_T_qpos_min,dist_to_T_qpos_stable,dist_to_T_eef_slowdown,dist_to_T_done,phase_bin_proxy,phase_bin_reason,phase_bin_confidence,notes,VIS_OPEN,qpos_opening_delta,VIS_done,denominator_status,claim_usable,taxonomy,provenance_status
obj100_alphabet_soup_alphabet_soup_s8,alphabet_soup,8,val,69,86,18,62,7,negative_delay_sweep,10,18,1.0,0.0,0.030484,0.030567,0.030483,0.030567,8.4e-05,1e-06,5e-06,0.231973,0.458152,0.156382,0.001586,21,21,7,6,66,-73,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,7,24,18,79,-72,negative_delay_sweep,-50,0,0.0,0.9961,0.039126,0.039507,0.039126,0.039507,0.000381,0.0,2.2e-05,0.311615,0.545125,0.133909,0.003902,-45,-45,-72,-73,-23,-134,approach_far_closed_proxy,ws<T_gform-40(39),high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,17,34,18,79,-62,negative_delay_sweep,-40,0,0.0,0.9961,0.039392,0.039659,0.039392,0.039659,0.000266,0.0,1.6e-05,0.206329,0.545125,0.163543,-0.000514,-35,-35,-62,-63,-13,-124,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[12,32)",medium,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,22,39,18,79,-57,negative_delay_sweep,-35,0,0.0,0.9961,0.039478,0.039731,0.039478,0.039731,0.000253,0.0,1.5e-05,0.117429,0.40009,0.1579,-0.006929,-30,-30,-57,-58,-8,-119,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[12,32)",medium,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,27,44,18,79,-52,negative_delay_sweep,-30,0,0.0,0.9961,0.039544,0.039792,0.039544,0.039792,0.000248,0.0,1.5e-05,0.157048,0.535832,0.176755,-0.008475,-25,-25,-52,-53,-3,-114,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[12,32)",medium,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,32,49,18,79,-47,negative_delay_sweep,-25,0,0.0,0.9961,0.039623,0.039844,0.039623,0.039844,0.000221,0.0,1.3e-05,0.249931,0.535832,0.188946,-0.007688,-20,-20,-47,-48,2,-109,pre_lock_closed_proxy,"ws_in[T_motion-20,T_motion)=[32,52)",medium,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,37,54,18,79,-42,negative_delay_sweep,-20,3,0.1667,0.8301,0.039706,0.028214,0.028214,0.039854,0.01164,0.011492,0.000693,0.310496,0.535832,0.160428,-0.001202,-15,-15,-42,-43,7,-104,grasp_formation_pre_lock_proxy,"overlaps_qpos_motion[52,80]",high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,42,59,18,79,-37,negative_delay_sweep,-15,8,0.4444,0.5534,0.039766,0.020346,0.020088,0.039854,0.019766,0.019678,0.001183,0.293416,0.535832,0.096046,0.007244,-10,-10,-37,-38,12,-99,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,47,64,18,79,-32,negative_delay_sweep,-10,13,0.7222,0.2767,0.039825,0.020032,0.020032,0.039854,0.019823,0.019793,0.001198,0.298383,0.476015,0.010059,0.007168,-5,-5,-32,-33,17,-94,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,52,69,18,79,-27,negative_delay_sweep,-5,18,1.0,0.0,0.036659,0.019782,0.019782,0.036659,0.016877,0.016877,0.001023,0.293755,0.469152,0.095646,0.007863,0,0,-27,-28,22,-89,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,57,74,18,79,-22,negative_delay_sweep,0,18,1.0,0.0,0.023021,0.019665,0.019665,0.023021,0.003356,0.003356,0.000228,0.348769,0.469152,0.161729,0.003119,5,5,-22,-23,27,-84,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,62,79,18,79,-17,negative_delay_sweep,5,18,1.0,0.0,0.020169,0.019632,0.019632,0.020169,0.000537,0.000537,3.2e-05,0.321117,0.469152,0.207148,0.001717,10,10,-17,-18,32,-79,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_butter_butter_s0,butter,0,val,67,84,18,79,-12,negative_delay_sweep,10,18,1.0,0.0,0.019861,0.019643,0.019632,0.019861,0.000229,0.000229,1.4e-05,0.250368,0.469152,0.209754,-0.002228,15,15,-12,-13,37,-74,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,2,19,18,86,-84,negative_delay_sweep,-60,1,0.0556,0.9407,0.038913,0.039238,0.038217,0.039238,0.001021,0.000696,0.000101,0.175939,0.327892,0.131853,0.00312,-55,-52,-84,-85,-2,-161,approach_far_closed_proxy,ws<T_gform-40(46),high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,12,29,18,86,-74,negative_delay_sweep,-50,0,0.0,0.9961,0.039029,0.0395,0.039029,0.0395,0.000471,0.0,2.8e-05,0.223034,0.28457,0.153422,0.000478,-45,-42,-74,-75,8,-151,approach_far_closed_proxy,ws<T_gform-40(46),high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,22,39,18,86,-64,negative_delay_sweep,-40,0,0.0,0.9961,0.03932,0.039697,0.03932,0.039697,0.000376,0.0,2.2e-05,0.172293,0.279002,0.116285,-0.002083,-35,-32,-64,-65,18,-141,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[14,34)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,27,44,18,86,-59,negative_delay_sweep,-35,0,0.0,0.9961,0.039452,0.039766,0.039452,0.039766,0.000314,0.0,1.8e-05,0.143852,0.279002,0.153678,-0.004752,-30,-27,-59,-60,23,-136,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[14,34)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,32,49,18,86,-54,negative_delay_sweep,-30,0,0.0,0.9961,0.039572,0.039818,0.039572,0.039818,0.000246,0.0,1.4e-05,0.170254,0.535799,0.182441,-0.009249,-25,-22,-54,-55,28,-131,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[14,34)",medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,37,54,18,86,-49,negative_delay_sweep,-25,0,0.0,0.9961,0.039662,0.03441,0.03441,0.039846,0.005436,0.005252,0.000331,0.246487,0.535799,0.174605,-0.003253,-20,-17,-49,-50,33,-126,grasp_formation_pre_lock_proxy,"overlaps_qpos_motion[54,87]",high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,42,59,18,86,-44,negative_delay_sweep,-20,3,0.1667,0.8301,0.039741,0.028457,0.024848,0.039846,0.014998,0.014893,0.001101,0.30485,0.535799,0.118505,-0.001815,-15,-12,-44,-45,38,-121,grasp_formation_pre_lock_proxy,"overlaps_qpos_motion[54,87]",high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,47,64,18,86,-39,negative_delay_sweep,-15,8,0.4444,0.5534,0.039799,0.023212,0.023167,0.039846,0.016679,0.016632,0.001422,0.246467,0.53577,0.053964,0.002743,-10,-7,-39,-40,43,-116,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,52,69,18,86,-34,negative_delay_sweep,-10,13,0.7222,0.2767,0.039846,0.023023,0.023023,0.039846,0.016823,0.016823,0.001431,0.183642,0.53577,0.059771,0.006396,-5,-2,-34,-35,48,-111,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,57,74,18,86,-29,negative_delay_sweep,-5,18,1.0,0.0,0.024848,0.022826,0.022826,0.028551,0.005725,0.002022,0.00056,0.128014,0.322584,0.123371,0.002043,0,3,-29,-30,53,-106,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,62,79,18,86,-24,negative_delay_sweep,0,18,1.0,0.0,0.023663,0.022653,0.022653,0.023663,0.00101,0.00101,6.5e-05,0.111259,0.322584,0.179343,0.004592,5,8,-24,-25,58,-101,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,67,84,18,86,-19,negative_delay_sweep,5,18,1.0,0.0,0.023108,0.022534,0.022534,0.023108,0.000573,0.000573,3.4e-05,0.191739,0.458198,0.177651,0.001887,10,13,-19,-20,63,-96,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_chocolate_pudding_rerun_chocolate_pudding_s6,chocolate_pudding,6,val,72,89,18,86,-14,negative_delay_sweep,10,18,1.0,0.0,0.022903,0.022528,0.022525,0.022903,0.000378,0.000378,2.2e-05,0.20077,0.458198,0.156205,0.000914,15,18,-14,-15,68,-91,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,49,66,18,105,-56,negative_delay_sweep,-60,8,0.4444,0.5534,0.039731,0.022068,0.022068,0.039798,0.01773,0.017663,0.001068,0.333296,0.535744,0.075354,0.000486,-11,-14,-56,-57,-14,-104,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,59,76,18,105,-46,negative_delay_sweep,-50,17,0.9444,0.0553,0.038767,0.021932,0.021932,0.038862,0.01693,0.016835,0.001045,0.080989,0.497696,0.011372,0.005466,-1,-4,-46,-47,-4,-94,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,69,86,18,105,-36,negative_delay_sweep,-40,18,1.0,0.0,0.022381,0.021053,0.021053,0.022381,0.001328,0.001328,8.5e-05,0.005251,0.012595,0.074254,-0.00031,9,6,-36,-37,6,-84,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,74,91,18,105,-31,negative_delay_sweep,-35,18,1.0,0.0,0.022136,0.020587,0.020587,0.022136,0.00155,0.00155,9.1e-05,0.008022,0.012674,0.130289,-0.000919,14,11,-31,-32,11,-79,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,79,96,18,105,-26,negative_delay_sweep,-30,18,1.0,0.0,0.021626,0.020267,0.020267,0.021626,0.001359,0.001359,8e-05,0.010496,0.013161,0.175804,-0.000622,19,16,-26,-27,16,-74,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,84,101,18,105,-21,negative_delay_sweep,-25,18,1.0,0.0,0.021204,0.020002,0.020002,0.021204,0.001202,0.001202,7.1e-05,0.019967,0.118047,0.179231,-0.000842,24,21,-21,-22,21,-69,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,89,106,18,105,-16,negative_delay_sweep,-20,18,1.0,0.0,0.020767,0.019859,0.019854,0.020767,0.000913,0.000913,5.4e-05,0.019668,0.118047,0.172828,-0.000235,29,26,-16,-17,26,-64,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,94,111,18,105,-11,negative_delay_sweep,-15,18,1.0,0.0,0.020369,0.020004,0.019854,0.020369,0.000515,0.000515,3.9e-05,0.049726,0.215536,0.180098,-0.00061,34,31,-11,-12,31,-59,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,99,116,18,105,-6,negative_delay_sweep,-10,18,1.0,0.0,0.020113,0.020086,0.019854,0.020113,0.000259,0.000259,2.9e-05,0.044604,0.215536,0.181659,-0.000376,39,36,-6,-7,36,-54,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,104,121,18,105,-1,negative_delay_sweep,-5,18,1.0,0.0,0.01988,0.020082,0.019854,0.020099,0.000245,2.6e-05,1.7e-05,0.076104,0.215536,0.163317,-0.000887,44,41,-1,-2,41,-49,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,109,126,18,105,4,negative_delay_sweep,0,17,0.9444,0.0553,0.019949,0.02006,0.019949,0.020099,0.000149,0.0,1.1e-05,0.068683,0.183007,0.125014,0.000369,49,46,4,3,46,-44,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,114,131,18,105,9,negative_delay_sweep,5,14,0.7778,0.2214,0.020054,0.02056,0.020054,0.02056,0.000507,0.0,3.5e-05,0.047214,0.155783,0.082389,0.000181,54,51,9,8,51,-39,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_cream_cheese_cream_cheese_s1,cream_cheese,1,val,119,136,18,105,14,negative_delay_sweep,10,12,0.6667,0.332,0.020089,0.021151,0.02006,0.021151,0.001092,3e-05,6.6e-05,0.039742,0.155783,0.035246,0.00198,59,56,14,13,56,-34,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,8,25,18,71,-63,negative_delay_sweep,-50,0,0.0,0.9961,0.03916,0.039523,0.03916,0.039523,0.000364,0.0,2.1e-05,0.276332,0.420269,0.12957,0.001284,-37,-40,-63,-65,-24,-172,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,18,35,18,71,-53,negative_delay_sweep,-40,0,0.0,0.9961,0.039418,0.03969,0.039418,0.03969,0.000272,0.0,1.6e-05,0.175619,0.420269,0.144841,-0.002757,-27,-30,-53,-55,-14,-162,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,23,40,18,71,-48,negative_delay_sweep,-35,0,0.0,0.9961,0.039496,0.039758,0.039496,0.039758,0.000262,0.0,1.5e-05,0.123537,0.258892,0.120662,-0.005135,-22,-25,-48,-50,-9,-157,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[8,28)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,28,45,18,71,-43,negative_delay_sweep,-30,1,0.0556,0.9407,0.039563,0.039818,0.039563,0.039818,0.000255,0.0,1.5e-05,0.097265,0.258892,0.117098,-0.00495,-17,-20,-43,-45,-4,-152,pre_lock_closed_proxy,"ws_in[T_motion-20,T_motion)=[28,48)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,33,50,18,71,-38,negative_delay_sweep,-25,6,0.3333,0.6641,0.039657,0.025452,0.025452,0.039818,0.014366,0.014205,0.000855,0.076813,0.258892,0.105743,-0.000946,-12,-15,-38,-40,1,-147,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,38,55,18,71,-33,negative_delay_sweep,-20,11,0.6111,0.3874,0.039735,0.004267,0.004267,0.039818,0.035551,0.035468,0.002096,0.071346,0.258892,0.069544,-0.001272,-7,-10,-33,-35,6,-142,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,43,60,18,71,-28,negative_delay_sweep,-15,16,0.8889,0.1107,0.039797,0.001213,0.001213,0.039818,0.038605,0.038584,0.002272,0.030492,0.139377,0.012883,0.002815,-2,-5,-28,-30,11,-137,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,48,65,18,71,-23,negative_delay_sweep,-10,18,1.0,0.0,0.033985,0.000935,0.000935,0.033985,0.033049,0.033049,0.001944,0.030439,0.094528,0.034584,0.001504,3,0,-23,-25,16,-132,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,53,70,18,71,-18,negative_delay_sweep,-5,18,1.0,0.0,0.010988,0.00075,0.00075,0.010988,0.010239,0.010239,0.000602,0.032707,0.094528,0.073374,0.000772,8,5,-18,-20,21,-127,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,58,75,18,71,-13,negative_delay_sweep,0,15,0.8333,0.166,0.001588,0.001481,0.000718,0.001588,0.00087,0.00087,0.00012,0.03312,0.094528,0.084944,0.001668,13,10,-13,-15,26,-122,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,63,80,18,71,-8,negative_delay_sweep,5,12,0.6667,0.332,0.001022,0.010995,0.000718,0.010995,0.010277,0.000304,0.000646,0.009409,0.089143,0.0452,-0.000773,18,15,-8,-10,31,-117,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s1,ketchup,1,val,68,85,18,71,-3,negative_delay_sweep,10,7,0.3889,0.6087,0.000819,0.024966,0.000718,0.024966,0.024249,0.000101,0.001456,0.011684,0.139422,0.004542,0.000352,23,20,-3,-5,36,-112,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,4,21,18,75,-71,negative_delay_sweep,-60,0,0.0,0.9961,0.038685,0.039371,0.038685,0.039371,0.000686,0.0,4e-05,0.180637,0.311669,0.077897,0.003864,-52,-55,-71,-72,-28,-136,approach_far_closed_proxy,ws<T_gform-40(35),high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,14,31,18,75,-61,negative_delay_sweep,-50,0,0.0,0.9961,0.039216,0.039541,0.039216,0.039541,0.000326,0.0,1.9e-05,0.211308,0.322534,0.160759,-0.0011,-42,-45,-61,-62,-18,-126,approach_far_closed_proxy,ws<T_gform-40(35),high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,24,41,18,75,-51,negative_delay_sweep,-40,0,0.0,0.9961,0.039427,0.039703,0.039427,0.039703,0.000276,0.0,1.6e-05,0.1167,0.322534,0.109455,-0.002398,-32,-35,-51,-52,-8,-116,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[19,39)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,29,46,18,75,-46,negative_delay_sweep,-35,0,0.0,0.9961,0.039513,0.039763,0.039513,0.039763,0.000251,0.0,1.5e-05,0.082386,0.251855,0.095542,-0.00312,-27,-30,-46,-47,-3,-111,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[19,39)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,34,51,18,75,-41,negative_delay_sweep,-30,0,0.0,0.9961,0.039587,0.039811,0.039587,0.039811,0.000224,0.0,1.3e-05,0.137464,0.383714,0.113464,-0.003908,-22,-25,-41,-42,2,-106,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[19,39)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,39,56,18,75,-36,negative_delay_sweep,-25,1,0.0556,0.9407,0.039676,0.039854,0.039676,0.039854,0.000177,0.0,1e-05,0.183428,0.465111,0.12829,-0.00688,-17,-20,-36,-37,7,-101,pre_lock_closed_proxy,"ws_in[T_motion-20,T_motion)=[39,59)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,44,61,18,75,-31,negative_delay_sweep,-20,6,0.3333,0.6641,0.03974,0.025385,0.025385,0.039854,0.014469,0.014355,0.000858,0.199187,0.465111,0.08913,-0.000181,-12,-15,-31,-32,12,-96,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,49,66,18,75,-26,negative_delay_sweep,-15,11,0.6111,0.3874,0.039793,0.017376,0.017368,0.039854,0.022486,0.022424,0.001327,0.166091,0.465111,0.040493,0.002277,-7,-10,-26,-27,17,-91,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,54,71,18,75,-21,negative_delay_sweep,-10,16,0.8889,0.1107,0.03984,0.01732,0.017303,0.039854,0.02255,0.022536,0.001333,0.093527,0.465111,0.030962,0.00482,-2,-5,-21,-22,22,-86,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,59,76,18,75,-16,negative_delay_sweep,-5,18,1.0,0.0,0.034007,0.017372,0.017142,0.034007,0.016865,0.016865,0.001012,0.082011,0.252036,0.093018,0.001696,3,0,-16,-17,27,-81,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,64,81,18,75,-11,negative_delay_sweep,0,18,1.0,0.0,0.017376,0.017279,0.017142,0.017404,0.000263,0.000235,4.9e-05,0.186014,0.469117,0.143117,0.005311,8,5,-11,-12,32,-76,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,69,86,18,75,-6,negative_delay_sweep,5,18,1.0,0.0,0.017303,0.017543,0.017142,0.017543,0.000401,0.000162,5.7e-05,0.263634,0.469117,0.153436,0.004469,13,10,-6,-7,37,-71,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s2,ketchup,2,val,74,91,18,75,-1,negative_delay_sweep,10,18,1.0,0.0,0.017157,0.017624,0.017142,0.017624,0.000482,1.6e-05,5e-05,0.312889,0.469117,0.148347,0.002096,18,15,-1,-2,42,-66,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,8,25,18,108,-100,negative_delay_sweep,-60,0,0.0,0.9961,0.03915,0.039516,0.03915,0.039516,0.000366,0.0,2.2e-05,0.240532,0.387621,0.122672,0.000405,-51,-54,-139,-142,7,-147,approach_far_closed_proxy,ws<T_gform-40(68),high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,18,35,18,108,-90,negative_delay_sweep,-50,0,0.0,0.9961,0.039412,0.039651,0.039412,0.039651,0.000239,0.0,1.4e-05,0.087112,0.300792,0.150948,-0.003638,-41,-44,-129,-132,17,-137,approach_far_closed_proxy,ws<T_gform-40(68),high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,28,45,18,108,-80,negative_delay_sweep,-40,0,0.0,0.9961,0.039557,0.039771,0.039557,0.039771,0.000214,0.0,1.3e-05,0.015524,0.101504,0.097041,-0.000512,-31,-34,-119,-122,27,-127,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[22,42)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,33,50,18,108,-75,negative_delay_sweep,-35,0,0.0,0.9961,0.039622,0.03981,0.039622,0.03981,0.000188,0.0,1.1e-05,0.041705,0.28056,0.109856,-0.001409,-26,-29,-114,-117,32,-122,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[22,42)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,38,55,18,108,-70,negative_delay_sweep,-30,0,0.0,0.9961,0.039696,0.039844,0.039696,0.039844,0.000148,0.0,9e-06,0.135241,0.443415,0.119282,-0.004945,-21,-24,-109,-112,37,-117,approach_near_closed_proxy,"ws_in[T_motion-40,T_motion-20)=[22,42)",medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,43,60,18,108,-65,negative_delay_sweep,-25,3,0.1667,0.8301,0.039751,0.03854,0.03854,0.039855,0.001316,0.001211,8.4e-05,0.217819,0.443415,0.096209,-0.000961,-16,-19,-104,-107,42,-112,unknown_proxy,no_rule_matched,low,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,48,65,18,108,-60,negative_delay_sweep,-20,8,0.4444,0.5534,0.039795,0.020593,0.020593,0.039855,0.019263,0.019203,0.001137,0.250975,0.443415,0.053337,0.000419,-11,-14,-99,-102,47,-107,natural_open_or_release_proxy,open_ratio>0.3,medium,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,53,70,18,108,-55,negative_delay_sweep,-15,13,0.7222,0.2767,0.039832,0.018776,0.018776,0.039855,0.021079,0.021056,0.001241,0.231487,0.443415,0.012791,0.002158,-6,-9,-94,-97,52,-102,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,58,75,18,108,-50,negative_delay_sweep,-10,17,0.9444,0.0553,0.039453,0.018948,0.018677,0.039453,0.020776,0.020776,0.001272,0.169265,0.421636,0.050628,0.001502,-1,-4,-89,-92,57,-97,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,63,80,18,108,-45,negative_delay_sweep,-5,18,1.0,0.0,0.029664,0.0189,0.018677,0.029664,0.010986,0.010986,0.000701,0.17463,0.371417,0.100245,0.004405,4,1,-84,-87,62,-92,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,68,85,18,108,-40,negative_delay_sweep,0,18,1.0,0.0,0.018787,0.018557,0.018557,0.019063,0.000507,0.00023,8.1e-05,0.237904,0.479943,0.141758,0.006715,9,6,-79,-82,67,-87,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
obj100_ketchup_ketchup_s3,ketchup,3,val,73,90,18,108,-35,negative_delay_sweep,5,18,1.0,0.0,0.018677,0.018541,0.018531,0.018966,0.000435,0.000146,4.3e-05,0.297505,0.479943,0.152021,0.00397,14,11,-74,-77,72,-82,natural_open_or_release_proxy,open_ratio>0.3,high,,,,,,,,pending_vis
