seed,condition,step,in_window,clean_token,clean_class,executed_token,executed_class,clean_env,executed_env,score_argmax,score_invariant_ok,score_gap,score_31744,score_31872,qpos_before,qpos_after,qpos_delta,eef_step_delta,eef_object_dist,obj_step_z_delta,success_primary
82,vis_pgd,71,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,23.25,57.5,34.25,-4.752e-05,-4.67e-05,8.2e-07,0.005165427668644668,0.07459430482282144,0.0,0
82,vis_pgd,72,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,29.25,56.25,27.0,-4.67e-05,-4.597e-05,7.3e-07,0.005315146846513272,0.06929742146718015,0.0,0
82,vis_pgd,73,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,16.5,46.25,29.75,-4.597e-05,-4.164e-05,4.33e-06,0.00655157370408058,0.06278828518123425,0.0,0
82,vis_pgd,74,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,9.375,37.5,28.125,-4.164e-05,-3.744e-05,4.2e-06,0.006239119328879675,0.05655800701934254,0.0,0
82,vis_pgd,75,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,8.0,49.5,41.5,-3.744e-05,-3.565e-05,1.79e-06,0.006043182108790031,0.050578177230896734,0.0,0
82,vis_pgd,76,1,31744,CLIP_MEDIATED_OPEN,31744,CLIP_MEDIATED_OPEN,-1.0,-1.0,31744,1,16.0,50.75,34.75,-3.565e-05,-2.72e-05,8.46e-06,0.007081469550877145,0.04350848205809989,0.0,0
82,vis_pgd,77,1,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,21.0,33.5,54.5,-2.72e-05,-2.292e-05,4.28e-06,0.005768789994444237,0.03786973996477927,0.0,0
82,vis_pgd,78,1,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,21.0,30.0,51.0,-2.292e-05,1.128e-05,3.42e-05,0.004336873182374602,0.03362773391116327,0.0,0
82,vis_pgd,79,1,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,25.125,23.375,48.5,1.128e-05,0.00029221,0.00028094,0.0023279523190993376,0.0318992051625115,0.000457000000000006,0
82,vis_pgd,80,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,34.375,18.875,53.25,0.00029221,0.00131866,0.00102645,0.0018920451897351768,0.0324200491208758,0.0005949999999999983,0
82,vis_pgd,81,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,21.75,32.0,53.75,0.00131866,0.00096774,-0.00035091,0.0015390916152068393,0.03285403736224819,0.001243000000000001,0
82,vis_pgd,82,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,27.875,25.125,53.0,0.00096774,0.00085577,-0.00011197,0.0018665074336846374,0.03286393739344085,0.0020820000000000005,0
82,vis_pgd,83,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,41.5,13.4375,57.0,0.00085577,0.0008573,1.53e-06,0.0024741750140198243,0.03287217227382456,0.002695999999999997,0
82,vis_pgd,84,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,43.375,14.375,59.0,0.0008573,0.00086141,4.11e-06,0.002753593470358321,0.032887696635672134,0.003256000000000002,0
82,vis_pgd,85,0,31872,NATIVE_CLOSE,31872,NATIVE_CLOSE,1.0,1.0,31872,1,39.875,12.4375,54.25,0.00086141,0.00086412,2.7e-06,0.003318363602741569,0.03290563175202688,0.006156000000000002,0
