row_id,episode_key,task_key,state_id,seed,window_start,window_end,stratum,train_use,exclude_reason,mechanism_type,teacher_window_original,opportunity_label,window_start,window_end,gripper_qpos_mean,gripper_qpos_std,gripper_qpos_min,gripper_qpos_max,gripper_qpos_at_start,gripper_qpos_range,gripper_is_closed,gripper_width_mean,gripper_width_std,gripper_command_mean,gripper_command_std,gripper_command_open_rate,clean_open_count,clean_open_rate,clean_longest_open_streak,eef_displacement,eef_z_mean,eef_z_trend,qpos_delta_from_pre,grip_command_delta_from_pre,window_start_frac,window_len_frac,n_window_frames,n_total_steps
86,cream_cheese_s1,cream_cheese,1,0,68,98,early_pregrasp_control,train,,,,0,68,98,0.025267,0.006371,0.020857,0.038862,0.038679,0.018005,1.0,0.025267,0.006371,0.064263,0.244707,0.0645,2,0.0645,2,0.084023,0.0273,0.0779,-0.014417,-0.882,0.4172,0.1902,31,163
87,cream_cheese_s1,cream_cheese,1,0,103,117,random_noncritical_control,train,,,,0,103,117,0.020093,0.000205,0.019854,0.020493,0.020493,0.000639,1.0,0.020093,0.000205,0.0,0.0,0.0,0,0.0,0,0.14622,0.1965,0.0497,-0.001253,0.0,0.6319,0.092,15,163
88,cream_cheese_s2,cream_cheese,2,0,125,134,teacher_positive,train,,pick_place_transfer,125-134,1,125,134,0.01952,0.000113,0.019279,0.019628,0.019279,0.000349,1.0,0.01952,0.000113,0.0,0.0,0.0,0,0.0,0,0.063696,0.2094,-0.0297,0.000623,0.0,0.8621,0.069,10,145
89,cream_cheese_s2,cream_cheese,2,0,5,20,far_too_early_control,train,,,,0,5,20,0.03864,0.000783,0.036169,0.039235,0.036169,0.003066,0.0,0.026832,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.017299,0.2587,-0.0058,0.011748,0.6848,0.0345,0.1103,16,145
90,cream_cheese_s2,cream_cheese,2,0,65,95,early_pregrasp_control,train,,,,0,65,95,0.029557,0.009741,0.019061,0.040031,0.039873,0.02097,1.0,0.029557,0.009741,0.224921,0.416473,0.2258,7,0.2258,4,0.036384,0.0217,0.0205,-0.010243,-0.7712,0.4483,0.2138,31,145
91,cream_cheese_s2,cream_cheese,2,0,27,44,random_noncritical_control,train,,,,0,27,44,0.039582,8.1e-05,0.039434,0.039703,0.039434,0.000269,0.0,0.039582,8.1e-05,0.996078,0.0,1.0,18,1.0,18,0.174705,0.2355,-0.032,0.000547,0.1494,0.1862,0.1241,18,145
92,cream_cheese_s3,cream_cheese,3,0,135,144,teacher_positive,train,,pick_place_transfer,135-144,1,135,144,0.021363,5e-06,0.021354,0.021369,0.021364,1.5e-05,1.0,0.021363,5e-06,0.0,0.0,0.0,0,0.0,0,0.064568,0.223,-0.0472,0.000132,0.0,0.871,0.0645,10,155
93,cream_cheese_s3,cream_cheese,3,0,5,20,far_too_early_control,train,,,,0,5,20,0.038637,0.000791,0.036143,0.039234,0.036143,0.003091,0.0,0.026833,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.0072,0.268,-0.005,0.011775,0.6848,0.0323,0.1032,16,155
94,cream_cheese_s3,cream_cheese,3,0,75,105,early_pregrasp_control,train,,,,0,75,105,0.029775,0.008223,0.021673,0.039909,0.039888,0.018236,1.0,0.029775,0.008223,0.289184,0.452131,0.2903,9,0.2903,9,0.075349,0.0598,0.0611,-0.010067,-0.7069,0.4839,0.2,31,155
95,cream_cheese_s3,cream_cheese,3,0,59,70,random_noncritical_control,train,,,,0,59,70,0.039844,1.7e-05,0.039814,0.039868,0.039814,5.4e-05,0.0,0.039844,1.7e-05,0.996078,0.0,1.0,12,1.0,12,0.090075,0.1992,-0.0765,0.000102,0.0,0.3806,0.0774,12,155
96,cream_cheese_s4,cream_cheese,4,0,166,175,teacher_positive,train,,pick_place_transfer,166-175,1,166,175,0.020286,5e-06,0.020274,0.020291,0.020274,1.7e-05,1.0,0.020286,5e-06,0.0,0.0,0.0,0,0.0,0,0.081252,0.2223,-0.0428,3e-05,0.0,0.8877,0.0535,10,187
97,cream_cheese_s4,cream_cheese,4,0,5,20,far_too_early_control,train,,,,0,5,20,0.038642,0.000783,0.036172,0.039235,0.036172,0.003062,0.0,0.026834,0.018092,0.684804,0.461695,0.6875,11,0.6875,11,0.017736,0.2592,-0.0062,0.011747,0.6848,0.0267,0.0856,16,187
98,cream_cheese_s4,cream_cheese,4,0,106,136,early_pregrasp_control,train,,,,0,106,136,0.030874,0.008162,0.02086,0.039309,0.038957,0.01845,0.0,0.030874,0.008162,0.385579,0.485176,0.3871,12,0.3871,10,0.085953,0.0363,0.0685,0.008476,-0.5109,0.5668,0.1658,31,187
99,cream_cheese_s4,cream_cheese,4,0,73,84,random_noncritical_control,train,,,,0,73,84,0.001696,0.000481,0.001009,0.002725,0.002725,0.001716,1.0,0.001696,0.000481,0.166013,0.371217,0.1667,2,0.1667,1,0.074196,0.1042,0.0741,-0.029412,-0.2822,0.3904,0.0642,12,187
100,cream_cheese_s5,cream_cheese,5,0,134,143,teacher_positive,train,,pick_place_transfer,134-143,1,134,143,0.021256,1.4e-05,0.021223,0.02127,0.021223,4.6e-05,1.0,0.021256,1.4e-05,0.0,0.0,0.0,0,0.0,0,0.079982,0.2222,-0.0452,-0.000284,0.0,0.8221,0.0613,10,163
101,cream_cheese_s5,cream_cheese,5,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.000788,0.036153,0.039237,0.036153,0.003084,0.0,0.026833,0.018091,0.684804,0.461695,0.6875,11,0.6875,11,0.009535,0.2762,-0.0051,0.011765,0.6848,0.0307,0.0982,16,163
102,cream_cheese_s5,cream_cheese,5,0,74,104,early_pregrasp_control,train,,,,0,74,104,0.032152,0.007666,0.022765,0.039907,0.039886,0.017142,0.0,0.032152,0.007666,0.353447,0.476588,0.3548,11,0.3548,9,0.041682,0.0405,-0.0016,-0.00769,-0.6426,0.454,0.1902,31,163
103,cream_cheese_s5,cream_cheese,5,0,60,74,random_noncritical_control,train,,,,0,60,74,0.039859,1.9e-05,0.039826,0.039886,0.039826,6e-05,0.0,0.039859,1.9e-05,0.996078,0.0,1.0,15,1.0,15,0.121283,0.1649,-0.1172,0.00011,0.0,0.3681,0.092,15,163
104,cream_cheese_s6,cream_cheese,6,0,110,119,teacher_positive,train,,pick_place_transfer,110-119,1,110,119,0.021628,7e-06,0.021615,0.021637,0.021633,2.1e-05,1.0,0.021628,7e-06,0.0,0.0,0.0,0,0.0,0,0.070335,0.2317,-0.0309,-0.00016,0.0,0.7639,0.0694,10,144
105,cream_cheese_s6,cream_cheese,6,0,5,20,far_too_early_control,train,,,,0,5,20,0.038639,0.000784,0.036164,0.039234,0.036164,0.00307,0.0,0.026832,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.018317,0.264,-0.0057,0.011752,0.6848,0.0347,0.1111,16,144
106,cream_cheese_s6,cream_cheese,6,0,50,80,early_pregrasp_control,train,,,,0,50,80,0.033904,0.007588,0.022762,0.039886,0.039776,0.017124,0.0,0.033904,0.007588,0.514105,0.49778,0.5161,16,0.5161,16,0.086878,0.0714,-0.0767,-0.005739,-0.482,0.3472,0.2153,31,144
107,cream_cheese_s6,cream_cheese,6,0,85,100,random_noncritical_control,train,,,,0,85,100,0.022007,0.000199,0.021717,0.022385,0.022385,0.000668,1.0,0.022007,0.000199,0.0,0.0,0.0,0,0.0,0,0.157402,0.2014,0.0858,-0.005187,-0.0498,0.5903,0.1111,16,144
108,cream_cheese_s7,cream_cheese,7,0,113,122,teacher_positive,train,,pick_place_transfer,113-122,1,113,122,0.019485,4.2e-05,0.019401,0.019541,0.019401,0.00014,1.0,0.019485,4.2e-05,0.0,0.0,0.0,0,0.0,0,0.080057,0.2201,-0.0238,0.000163,0.0,0.7902,0.0699,10,143
109,cream_cheese_s7,cream_cheese,7,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.000785,0.036163,0.039235,0.036163,0.003072,0.0,0.026831,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.019515,0.2604,-0.0077,0.011753,0.6848,0.035,0.1119,16,143
110,cream_cheese_s7,cream_cheese,7,0,53,83,early_pregrasp_control,train,,,,0,53,83,0.033595,0.008755,0.019362,0.039905,0.039807,0.020543,0.0,0.033595,0.008755,0.546237,0.495702,0.5484,17,0.5484,17,0.06121,0.0352,-0.0473,-0.006092,-0.4498,0.3706,0.2168,31,143
111,cream_cheese_s7,cream_cheese,7,0,43,56,random_noncritical_control,train,,,,0,43,56,0.039773,4e-05,0.039701,0.03983,0.039701,0.00013,0.0,0.039773,4e-05,0.996078,0.0,1.0,14,1.0,14,0.122818,0.1447,-0.1198,0.000247,0.0,0.3007,0.0979,14,143
112,cream_cheese_s8,cream_cheese,8,0,113,122,teacher_positive,train,,pick_place_transfer,113-122,1,113,122,0.020131,7e-06,0.020117,0.020142,0.020142,2.5e-05,1.0,0.020131,7e-06,0.0,0.0,0.0,0,0.0,0,0.083761,0.2201,-0.0482,-0.000141,0.0,0.8071,0.0714,10,140
113,cream_cheese_s8,cream_cheese,8,0,5,20,far_too_early_control,train,,,,0,5,20,0.038566,0.000762,0.036158,0.039165,0.036158,0.003008,0.0,0.02676,0.018042,0.622549,0.482224,0.625,10,0.625,8,0.011936,0.2593,-0.0099,0.011687,0.6225,0.0357,0.1143,16,140
114,cream_cheese_s8,cream_cheese,8,0,53,83,early_pregrasp_control,train,,,,0,53,83,0.030795,0.008908,0.020682,0.039796,0.039669,0.019115,0.0,0.030795,0.008908,0.385579,0.485176,0.3871,12,0.3871,12,0.026107,0.0494,0.0032,-0.00868,-0.6105,0.3786,0.2214,31,140
115,cream_cheese_s8,cream_cheese,8,0,47,58,random_noncritical_control,train,,,,0,47,58,0.03966,4.8e-05,0.039578,0.039731,0.039578,0.000152,0.0,0.03966,4.8e-05,0.996078,0.0,1.0,12,1.0,12,0.110886,0.1225,-0.1099,0.000327,0.0,0.3357,0.0857,12,140
116,cream_cheese_s9,cream_cheese,9,0,111,120,teacher_positive,train,,pick_place_transfer,111-120,1,111,120,0.022529,2.4e-05,0.022495,0.02257,0.02257,7.5e-05,1.0,0.022529,2.4e-05,0.0,0.0,0.0,0,0.0,0,0.023539,0.1899,-0.0127,-0.000347,0.0,0.8473,0.0763,10,131
117,cream_cheese_s9,cream_cheese,9,0,5,20,far_too_early_control,train,,,,0,5,20,0.038637,0.000785,0.036158,0.039232,0.036158,0.003074,0.0,0.02683,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.019968,0.2658,-0.0073,0.011758,0.6848,0.0382,0.1221,16,131
118,cream_cheese_s9,cream_cheese,9,0,51,81,early_pregrasp_control,train,,,,0,51,81,0.033295,0.007314,0.023729,0.039877,0.039778,0.016148,0.0,0.033295,0.007314,0.449842,0.495702,0.4516,14,0.4516,14,0.060861,0.0711,-0.0425,-0.006358,-0.5462,0.3893,0.2366,31,131
119,cream_cheese_s9,cream_cheese,9,0,26,39,random_noncritical_control,train,,,,0,26,39,0.039533,7.2e-05,0.039407,0.039639,0.039407,0.000232,0.0,0.039533,7.2e-05,0.996078,0.0,1.0,14,1.0,14,0.135216,0.2393,-0.026,0.0006,0.1992,0.1985,0.1069,14,131
120,ketchup_s0,ketchup,0,0,145,154,teacher_positive,train,,pick_place_transfer,145-154,1,145,154,0.017672,1.6e-05,0.017654,0.017704,0.017704,5e-05,1.0,0.017672,1.6e-05,0.0,0.0,0.0,0,0.0,0,0.065353,0.2555,-0.063,-8.2e-05,0.0,0.858,0.0592,10,169
121,ketchup_s0,ketchup,0,0,5,20,far_too_early_control,train,,,,0,5,20,0.038638,0.000782,0.036168,0.039226,0.036168,0.003058,0.0,0.02683,0.018089,0.684804,0.461695,0.6875,11,0.6875,11,0.007303,0.2624,-0.0024,0.011747,0.6848,0.0296,0.0947,16,169
122,ketchup_s0,ketchup,0,0,85,115,early_pregrasp_control,train,,,,0,85,115,0.017446,0.000601,0.015998,0.017965,0.015998,0.001967,1.0,0.017446,0.000601,0.0,0.0,0.0,0,0.0,0,0.312216,0.2763,0.155,-0.00743,-0.0996,0.503,0.1834,31,169
123,ketchup_s0,ketchup,0,0,74,88,random_noncritical_control,train,,,,0,74,88,0.016077,0.001341,0.014834,0.020661,0.020661,0.005827,1.0,0.016077,0.001341,0.0,0.0,0.0,0,0.0,0,0.086099,0.1409,0.0823,-0.02193,-0.6475,0.4379,0.0888,15,169
124,ketchup_s1,ketchup,1,0,160,169,teacher_positive,train,,pick_place_transfer,160-169,1,160,169,0.01712,0.00025,0.016778,0.017557,0.017557,0.000778,1.0,0.01712,0.00025,0.0,0.0,0.0,0,0.0,0,0.095381,0.3012,-0.0036,-0.000682,0.0,0.8421,0.0526,10,190
125,ketchup_s1,ketchup,1,0,5,20,far_too_early_control,train,,,,0,5,20,0.038636,0.000781,0.036168,0.039229,0.036168,0.003061,0.0,0.026828,0.018088,0.684804,0.461695,0.6875,11,0.6875,11,0.019096,0.2495,-0.0033,0.011745,0.6848,0.0263,0.0842,16,190
126,ketchup_s1,ketchup,1,0,100,130,early_pregrasp_control,train,,,,0,100,130,0.027043,0.00701,0.02112,0.038643,0.038012,0.017523,1.0,0.027043,0.00701,0.128526,0.333921,0.129,4,0.129,3,0.101485,0.1513,0.1009,0.013726,-0.6185,0.5263,0.1632,31,190
127,ketchup_s1,ketchup,1,0,35,48,random_noncritical_control,train,,,,0,35,48,0.039628,6.9e-05,0.039523,0.039735,0.039523,0.000212,0.0,0.039628,6.9e-05,0.996078,0.0,1.0,14,1.0,14,0.09106,0.227,-0.0544,0.000305,0.0,0.1842,0.0737,14,190
128,ketchup_s2,ketchup,2,0,123,132,teacher_positive,train,,pick_place_transfer,123-132,1,123,132,0.01767,1.2e-05,0.017657,0.017701,0.017701,4.4e-05,1.0,0.01767,1.2e-05,0.0,0.0,0.0,0,0.0,0,0.09569,0.2898,-0.0014,2.8e-05,0.0,0.82,0.0667,10,150
129,ketchup_s2,ketchup,2,0,5,20,far_too_early_control,train,,,,0,5,20,0.038454,0.000721,0.036167,0.039071,0.036167,0.002904,0.0,0.026646,0.017966,0.622549,0.482224,0.625,10,0.625,10,0.007184,0.2555,-0.0041,0.011563,0.6225,0.0333,0.1067,16,150
130,ketchup_s2,ketchup,2,0,63,93,early_pregrasp_control,train,,,,0,63,93,0.0229,0.008925,0.017142,0.039854,0.03983,0.022712,1.0,0.0229,0.008925,0.096395,0.294491,0.0968,3,0.0968,3,0.143331,0.161,0.1385,-0.016812,-0.8997,0.42,0.2067,31,150
131,ketchup_s2,ketchup,2,0,31,47,random_noncritical_control,train,,,,0,31,47,0.039509,8.1e-05,0.039371,0.039643,0.039371,0.000272,0.0,0.039509,8.1e-05,0.996078,0.0,1.0,17,1.0,17,0.137758,0.2519,-0.0055,0.000506,0.0,0.2067,0.1133,17,150
132,ketchup_s3,ketchup,3,0,137,146,teacher_positive,train,,pick_place_transfer,137-146,1,137,146,0.018373,2.6e-05,0.018329,0.018412,0.018412,8.2e-05,1.0,0.018373,2.6e-05,0.0,0.0,0.0,0,0.0,0,0.070066,0.2649,-0.0488,-9.3e-05,0.0,0.8303,0.0606,10,165
133,ketchup_s3,ketchup,3,0,5,20,far_too_early_control,train,,,,0,5,20,0.038632,0.000781,0.036162,0.039221,0.036162,0.003058,0.0,0.026826,0.018086,0.684804,0.461695,0.6875,11,0.6875,11,0.02654,0.2597,-0.004,0.01175,0.6848,0.0303,0.097,16,165
134,ketchup_s3,ketchup,3,0,77,107,early_pregrasp_control,train,,,,0,77,107,0.018733,0.000182,0.018531,0.019063,0.018821,0.000532,1.0,0.018733,0.000182,0.0,0.0,0.0,0,0.0,0,0.234218,0.2157,0.1682,-0.017261,-0.5478,0.4667,0.1879,31,165
135,ketchup_s3,ketchup,3,0,42,59,random_noncritical_control,train,,,,0,42,59,0.039717,6e-05,0.039605,0.039803,0.039605,0.000198,0.0,0.039717,6e-05,0.996078,0.0,1.0,18,1.0,18,0.106782,0.218,-0.0989,0.000258,0.0,0.2545,0.1091,18,165
136,ketchup_s4,ketchup,4,0,116,125,teacher_positive,train,,pick_place_transfer,116-125,1,116,125,0.010847,5e-06,0.010838,0.010853,0.010838,1.5e-05,1.0,0.010847,5e-06,0.0,0.0,0.0,0,0.0,0,0.095202,0.3031,-0.0031,3.1e-05,0.0,0.8112,0.0699,10,143
137,ketchup_s4,ketchup,4,0,5,20,far_too_early_control,train,,,,0,5,20,0.038603,0.000767,0.03616,0.039171,0.03616,0.003011,0.0,0.026796,0.018066,0.684804,0.461695,0.6875,11,0.6875,11,0.05649,0.2695,-0.0029,0.011721,0.6848,0.035,0.1119,16,143
138,ketchup_s4,ketchup,4,0,56,86,early_pregrasp_control,train,,,,0,56,86,0.014997,0.008476,0.010809,0.039451,0.039451,0.028643,1.0,0.014997,0.008476,0.0,0.0,0.0,0,0.0,0,0.117155,0.1452,0.112,-0.024703,-0.9463,0.3916,0.2168,31,143
139,ketchup_s4,ketchup,4,0,45,60,random_noncritical_control,train,,,,0,45,60,0.037726,0.004146,0.025429,0.039829,0.0397,0.0144,0.0,0.037726,0.004146,0.622549,0.482224,0.625,10,0.625,10,0.090751,0.153,-0.0862,-0.001778,-0.3735,0.3147,0.1119,16,143
140,ketchup_s5,ketchup,5,0,102,111,teacher_positive,train,,pick_place_transfer,102-111,1,102,111,0.01608,1.1e-05,0.016061,0.016097,0.016061,3.6e-05,1.0,0.01608,1.1e-05,0.0,0.0,0.0,0,0.0,0,0.097717,0.314,-0.0045,8e-05,0.0,0.7612,0.0746,10,134
141,ketchup_s5,ketchup,5,0,5,20,far_too_early_control,train,,,,0,5,20,0.038631,0.000783,0.036155,0.039209,0.036155,0.003054,0.0,0.026825,0.018086,0.684804,0.461695,0.6875,11,0.6875,11,0.033221,0.2562,-0.0035,0.011755,0.6848,0.0373,0.1194,16,134
142,ketchup_s5,ketchup,5,0,42,72,early_pregrasp_control,train,,,,0,42,72,0.031278,0.010367,0.015859,0.039873,0.039679,0.024014,0.0,0.031278,0.010367,0.449842,0.495702,0.4516,14,0.4516,13,0.048299,0.1512,-0.0335,-0.008187,-0.5462,0.3134,0.2313,31,134
143,ketchup_s5,ketchup,5,0,30,45,random_noncritical_control,train,,,,0,30,45,0.039586,9.3e-05,0.039437,0.039735,0.039437,0.000298,0.0,0.039586,9.3e-05,0.996078,0.0,1.0,16,1.0,16,0.107849,0.2341,-0.0477,0.000427,0.0,0.2239,0.1194,16,134
144,ketchup_s6,ketchup,6,0,226,235,teacher_positive,train,,pick_place_transfer,226-235,1,226,235,0.01766,0.000235,0.01715,0.017806,0.017791,0.000656,1.0,0.01766,0.000235,0.099608,0.298824,0.1,1,0.1,1,0.06326,0.2762,-0.0608,-0.000218,0.0996,0.81,0.0358,10,279
145,ketchup_s6,ketchup,6,0,5,20,far_too_early_control,train,,,,0,5,20,0.038639,0.000785,0.036162,0.039235,0.036162,0.003073,0.0,0.026832,0.01809,0.684804,0.461695,0.6875,11,0.6875,11,0.000144,0.258,-0.0,0.011754,0.6848,0.0179,0.0573,16,279
146,ketchup_s6,ketchup,6,0,166,196,early_pregrasp_control,train,,,,0,166,196,0.018921,0.00092,0.017928,0.021221,0.021221,0.003294,1.0,0.018921,0.00092,0.0,0.0,0.0,0,0.0,0,0.28767,0.3373,0.167,-0.003886,0.0,0.595,0.1111,31,279
147,ketchup_s6,ketchup,6,0,115,128,random_noncritical_control,train,,,,0,115,128,0.039918,1.4e-05,0.039905,0.039944,0.039909,3.9e-05,0.0,0.039918,1.4e-05,0.996078,0.0,1.0,14,1.0,14,0.087847,0.2455,-0.0354,-3.5e-05,0.0,0.4122,0.0502,14,279
148,ketchup_s7,ketchup,7,0,142,151,teacher_positive,train,,pick_place_transfer,142-151,1,142,151,0.016897,7.6e-05,0.016798,0.01702,0.01702,0.000223,1.0,0.016897,7.6e-05,0.0,0.0,0.0,0,0.0,0,0.069001,0.2649,-0.0562,-0.000135,0.0,0.8765,0.0617,10,162
149,ketchup_s7,ketchup,7,0,5,20,far_too_early_control,train,,,,0,5,20,0.038464,0.000708,0.036182,0.039006,0.036182,0.002825,0.0,0.026654,0.017971,0.622549,0.482224,0.625,10,0.625,6,0.027296,0.2677,0.0001,0.011559,0.6225,0.0309,0.0988,16,162
150,ketchup_s7,ketchup,7,0,82,112,early_pregrasp_control,train,,,,0,82,112,0.018926,0.000707,0.017764,0.020594,0.020594,0.002829,1.0,0.018926,0.000707,0.0,0.0,0.0,0,0.0,0,0.242653,0.2266,0.1749,-0.016321,-0.498,0.5062,0.1914,31,162
151,ketchup_s7,ketchup,7,0,67,81,random_noncritical_control,train,,,,0,67,81,0.033768,0.007237,0.02077,0.039782,0.039729,0.019013,0.0,0.033768,0.007237,0.332026,0.469556,0.3333,5,0.3333,4,0.04414,0.1253,-0.0381,-0.005763,-0.6641,0.4136,0.0926,15,162
152,ketchup_s8,ketchup,8,0,172,181,teacher_positive,train,,pick_place_transfer,172-181,1,172,181,0.016978,1.2e-05,0.01696,0.016996,0.016996,3.6e-05,1.0,0.016978,1.2e-05,0.0,0.0,0.0,0,0.0,0,0.094775,0.3097,-0.004,-0.000146,0.0,0.8431,0.049,10,204
153,ketchup_s8,ketchup,8,0,5,20,far_too_early_control,train,,,,0,5,20,0.037626,0.001672,0.033844,0.039016,0.036162,0.005172,0.0,0.025818,0.017479,0.498039,0.498039,0.5,8,0.5,5,0.011183,0.2661,0.0014,0.010741,0.498,0.0245,0.0784,16,204
154,ketchup_s8,ketchup,8,0,112,142,early_pregrasp_control,train,,,,0,112,142,0.027857,0.009663,0.017547,0.038993,0.038781,0.021445,1.0,0.027857,0.009663,0.257052,0.435854,0.2581,8,0.2581,4,0.100794,0.1425,0.1005,0.009477,-0.5896,0.549,0.152,31,204
155,ketchup_s8,ketchup,8,0,147,158,random_noncritical_control,train,,,,0,147,158,0.017273,6.9e-05,0.01717,0.017391,0.017391,0.000221,1.0,0.017273,6.9e-05,0.0,0.0,0.0,0,0.0,0,0.121611,0.2871,0.0307,-0.001244,0.0,0.7206,0.0588,12,204
156,ketchup_s9,ketchup,9,0,148,157,teacher_positive,train,,pick_place_transfer,148-157,1,148,157,0.016786,1.4e-05,0.016766,0.016808,0.016808,4.3e-05,1.0,0.016786,1.4e-05,0.0,0.0,0.0,0,0.0,0,0.072408,0.2379,-0.068,-3.3e-05,0.0,0.8757,0.0592,10,169
157,ketchup_s9,ketchup,9,0,5,20,far_too_early_control,train,,,,0,5,20,0.038631,0.000779,0.036169,0.039225,0.036169,0.003056,0.0,0.026823,0.018085,0.684804,0.461695,0.6875,11,0.6875,11,0.012727,0.2601,-0.001,0.011739,0.6848,0.0296,0.0947,16,169
158,ketchup_s9,ketchup,9,0,88,118,early_pregrasp_control,train,,,,0,88,118,0.016785,7.4e-05,0.016732,0.017006,0.017006,0.000274,1.0,0.016785,7.4e-05,0.0,0.0,0.0,0,0.0,0,0.261279,0.2346,0.1744,-0.020062,-0.5478,0.5207,0.1834,31,169
159,ketchup_s9,ketchup,9,0,63,75,random_noncritical_control,train,,,,0,63,75,0.039891,2.3e-05,0.03985,0.039923,0.03985,7.2e-05,0.0,0.039891,2.3e-05,0.996078,0.0,1.0,13,1.0,13,0.083332,0.1435,-0.0738,0.000144,0.0,0.3728,0.0769,13,169
160,milk_s0,milk,0,0,130,139,teacher_positive,train,,pick_place_transfer,130-139,1,130,139,0.030056,5e-06,0.030046,0.030063,0.030056,1.6e-05,0.0,0.030056,5e-06,0.0,0.0,0.0,0,0.0,0,0.086685,0.2774,-0.0754,3.4e-05,0.0,0.8667,0.0667,10,150
161,milk_s0,milk,0,0,5,20,far_too_early_control,train,,,,0,5,20,0.038632,0.000778,0.03617,0.039218,0.03617,0.003048,0.0,0.026824,0.018085,0.684804,0.461695,0.6875,11,0.6875,11,0.012861,0.2552,-0.0038,0.011739,0.6848,0.0333,0.1067,16,150
162,milk_s0,milk,0,0,70,100,early_pregrasp_control,train,,,,0,70,100,0.029983,4.5e-05,0.029928,0.030097,0.030097,0.000169,1.0,0.029983,4.5e-05,0.0,0.0,0.0,0,0.0,0,0.28955,0.2359,0.2123,-0.007408,-0.5478,0.4667,0.2067,31,150
163,milk_s0,milk,0,0,59,72,random_noncritical_control,train,,,,0,59,72,0.03427,0.004194,0.030068,0.039866,0.039865,0.009799,0.0,0.03427,0.004194,0.142297,0.348555,0.1429,2,0.1429,1,0.020918,0.1056,0.0205,-0.005463,-0.8538,0.3933,0.0933,14,150
164,milk_s1,milk,1,0,111,120,teacher_positive,train,,pick_place_transfer,111-120,1,111,120,0.028051,8e-06,0.028036,0.028057,0.028054,2.1e-05,1.0,0.028051,8e-06,0.0,0.0,0.0,0,0.0,0,0.096248,0.2706,-0.0045,-6e-06,0.0,0.8346,0.0752,10,133
165,milk_s1,milk,1,0,5,20,far_too_early_control,train,,,,0,5,20,0.038635,0.000781,0.036167,0.039226,0.036167,0.003059,0.0,0.026828,0.018088,0.684804,0.461695,0.6875,11,0.6875,11,0.015742,0.2536,-0.0034,0.011746,0.6848,0.0376,0.1203,16,133
166,milk_s1,milk,1,0,51,81,early_pregrasp_control,train,,,,0,51,81,0.031804,0.005064,0.028149,0.039865,0.039784,0.011715,0.0,0.031804,0.005064,0.192789,0.39353,0.1935,6,0.1935,6,0.095572,0.1442,0.0852,-0.007805,-0.8033,0.3835,0.2331,31,133
167,milk_s1,milk,1,0,30,47,random_noncritical_control,train,,,,0,30,47,0.039576,8.6e-05,0.03944,0.03972,0.03944,0.00028,0.0,0.039576,8.6e-05,0.996078,0.0,1.0,18,1.0,18,0.142721,0.232,-0.0505,0.000408,0.0,0.2256,0.1353,18,133
168,milk_s2,milk,2,0,187,196,teacher_positive,train,,pick_place_transfer,187-196,1,187,196,0.026351,4e-06,0.026342,0.026357,0.026342,1.5e-05,1.0,0.026351,4e-06,0.0,0.0,0.0,0,0.0,0,0.080992,0.2839,-0.0663,7.8e-05,0.0,0.8539,0.0457,10,219
169,milk_s2,milk,2,0,5,20,far_too_early_control,train,,,,0,5,20,0.03762,0.001156,0.035117,0.038724,0.036179,0.003607,0.0,0.02581,0.017432,0.435784,0.494133,0.4375,7,0.4375,4,0.01145,0.2666,-0.0021,0.010725,0.4358,0.0228,0.0731,16,219
170,milk_s2,milk,2,0,127,157,early_pregrasp_control,train,,,,0,127,157,0.026286,0.000692,0.026121,0.030058,0.030058,0.003937,1.0,0.026286,0.000692,0.0,0.0,0.0,0,0.0,0,0.228553,0.2039,0.181,-0.006822,-0.7969,0.5799,0.1416,31,219
171,milk_s2,milk,2,0,73,87,random_noncritical_control,train,,,,0,73,87,0.028255,0.012837,0.00423,0.039843,0.039801,0.035612,1.0,0.028255,0.012837,0.265621,0.440482,0.2667,4,0.2667,4,0.051583,0.1251,-0.0353,-0.01138,-0.7305,0.3333,0.0685,15,219
172,milk_s4,milk,4,0,108,117,teacher_positive,train,,pick_place_transfer,108-117,1,108,117,0.025539,2.2e-05,0.025505,0.02557,0.025505,6.6e-05,1.0,0.025539,2.2e-05,0.0,0.0,0.0,0,0.0,0,0.093714,0.3071,-0.0045,0.00011,0.0,0.8,0.0741,10,135
173,milk_s4,milk,4,0,5,20,far_too_early_control,train,,,,0,5,20,0.038449,0.00071,0.03616,0.039027,0.03616,0.002867,0.0,0.026642,0.017963,0.622549,0.482224,0.625,10,0.625,5,0.042915,0.2693,-0.0024,0.011565,0.6225,0.037,0.1185,16,135
174,milk_s4,milk,4,0,48,78,early_pregrasp_control,train,,,,0,48,78,0.031628,0.006732,0.025321,0.039766,0.03963,0.014446,0.0,0.031628,0.006732,0.289184,0.452131,0.2903,9,0.2903,8,0.056703,0.1327,0.0504,-0.007721,-0.7069,0.3556,0.2296,31,135
