task_key,state_id,window_start,window_end,run_type,in_calib,source_global_trace,target_localized_trace,recovery_status
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d16_w88_103_seed0_223840_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d16_w88_103_seed1_225512_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d20_w88_107_seed0_183115_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d20_w88_107_seed1_204541_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d20_w88_107_seed2_213736_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d20_w88_107_seed3_221525_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed0_min_hold_qpos_cap_K0_Q0.008_md20_114506_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed0_open_streak_stop_K2_Q0_md16_112013_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed0_open_streak_stop_K3_Q0_md16_120729_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed0_open_streak_stop_K5_Q0_md16_021650_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed0_open_streak_stop_K5_Q0_md16_043129_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d21_w88_108_seed1_open_streak_stop_K2_Q0_md16_120029_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_s0_vis_pgd_full_d40_w88_127_seed0_191035_trace.csv,,parse_failed
salad_dressing,0,7,24,3R,True,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_state0_vis_pgd_full_d18_w7_24_seed0_002454_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/salad_dressing_s0/traces/salad_dressing_s0_vis_pgd_w7_24_trace.csv,already_localized
salad_dressing,0,7,24,3R,True,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_state0_vis_pgd_full_d18_w7_24_seed0_234345_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/salad_dressing_s0/traces/salad_dressing_s0_vis_pgd_w7_24_trace.csv,already_localized
salad_dressing,5,28,45,3R,False,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_salad_dressing_state5_vis_pgd_full_d18_w28_45_seed0_154817_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/salad_dressing_s5/traces/salad_dressing_s5_vis_pgd_w28_45_trace.csv,recovered
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_tomato_sauce_s0_vis_pgd_full_d40_w128_167_seed0_190921_trace.csv,,parse_failed
,,,,,,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_tomato_sauce_s0_vis_pgd_full_d60_w128_187_seed0_195444_trace.csv,,parse_failed
tomato_sauce,1,23,40,3R,True,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_tomato_sauce_state1_vis_pgd_full_d18_w23_40_seed0_004749_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/tomato_sauce_s1/traces/tomato_sauce_s1_vis_pgd_w23_40_trace.csv,already_localized
tomato_sauce,1,23,40,3R,True,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_tomato_sauce_state1_vis_pgd_full_d18_w23_40_seed0_134149_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/tomato_sauce_s1/traces/tomato_sauce_s1_vis_pgd_w23_40_trace.csv,already_localized
tomato_sauce,3,17,34,3R,False,/data/liuyu/outputs/milestone_7_vis_controlled_rollout_micro_20260601/runs/vis_tomato_sauce_state3_vis_pgd_full_d18_w17_34_seed0_144846_trace.csv,/data/liuyu/outputs/vis_calibration_1r3r_20260605/tomato_sauce_s3/traces/tomato_sauce_s3_vis_pgd_w17_34_trace.csv,recovered
